,Comparison,Correlation,P_value,Cancer Type
1043,PHLDA1_proteomics,0.8168478152481624,3.507070947053107e-21,GBM
642,GRB2_proteomics,-0.6108891162098071,6.729989703156223e-08,GBM
274,CDH4_proteomics,0.5591797537196763,3.420388042238714e-06,GBM
1059,PLA2G15_proteomics,-0.5566242323733048,3.420388042238714e-06,GBM
1353,SOCS2_proteomics,0.5627196030682289,3.420388042238714e-06,GBM
384,DAB2_proteomics,-0.5564015379913563,3.420388042238714e-06,GBM
615,GLA_proteomics,-0.5504906315237544,4.776520693499352e-06,GBM
366,CTSC_proteomics,-0.5462852751917662,5.888722194439894e-06,GBM
125,ARNT2_proteomics,0.5420787847456093,6.098708001404987e-06,GBM
298,CKB_proteomics,0.5442462597158703,6.098708001404987e-06,GBM
390,DCBLD2_proteomics,-0.5653725668293248,6.098708001404987e-06,GBM
1300,SHC1_proteomics,-0.5405244914396086,6.33544978633218e-06,GBM
1253,SCPEP1_proteomics,-0.531494133013942,1.1549671731081287e-05,GBM
1217,ROBO2_proteomics,0.5271277906035979,1.4832531916800771e-05,GBM
1045,PHLDA3_proteomics,0.5258827854613878,1.5217788650345985e-05,GBM
177,BLOC1S2_proteomics,-0.5229648266822912,1.7273842006123295e-05,GBM
152,ATP7A_proteomics,-0.5224817306372646,1.7273842006123295e-05,GBM
868,MEOX2_proteomics,0.5458632466939957,1.77961706536009e-05,GBM
260,CD180_proteomics,-0.5182666129723484,2.0971648016688764e-05,GBM
512,FAM129B_proteomics,-0.5149840251387472,2.4851829589332074e-05,GBM
1460,TOR4A_proteomics,-0.5138471291537452,2.4851829589332074e-05,GBM
1260,SEC23IP_proteomics,-0.5144035788843105,2.4851829589332074e-05,GBM
1551,XRN1_proteomics,-0.5116564308207833,2.7720656466474783e-05,GBM
1015,PCDH17_proteomics,0.5060447136622968,3.907158335792669e-05,GBM
1537,WAS_proteomics,-0.5019180366341212,4.961122219298403e-05,GBM
811,LRP4_proteomics,0.5008960940270109,5.1150253792329034e-05,GBM
365,CTSB_proteomics,-0.4968953119173142,5.295599032089138e-05,GBM
948,NEO1_proteomics,0.4969841203020866,5.295599032089138e-05,GBM
636,GPRIN3_proteomics,-0.49783635480482147,5.295599032089138e-05,GBM
970,NPC2_proteomics,-0.498790591960705,5.295599032089138e-05,GBM
715,IKBKE_proteomics,-0.5197345389973977,5.295599032089138e-05,GBM
113,ARHGAP4_proteomics,-0.4989264348229207,5.295599032089138e-05,GBM
1100,PPP1R18_proteomics,-0.4972021285670396,5.295599032089138e-05,GBM
772,KYNU_proteomics,-0.49551657943951066,5.340628547905504e-05,GBM
1190,RGMA_proteomics,0.4950729034600597,5.340628547905504e-05,GBM
817,LRRC75A_proteomics,0.49540215858447634,5.340628547905504e-05,GBM
483,EPHB3_proteomics,0.49601893686837845,5.340628547905504e-05,GBM
303,CLIP2_proteomics,0.49327992110355356,5.817126885848339e-05,GBM
1379,STAB1_proteomics,-0.4929776568817793,5.817126885848339e-05,GBM
114,ARHGAP45_proteomics,-0.49256376995601736,5.830020099283064e-05,GBM
693,HSD17B11_proteomics,-0.49184266467177457,5.9638544446739436e-05,GBM
1397,SVIL_proteomics,-0.49130315234332644,6.0322885156317034e-05,GBM
1358,SOX9_proteomics,0.49067010488451357,6.141432576269325e-05,GBM
430,DOCK10_proteomics,-0.48971507364617484,6.386357170049437e-05,GBM
878,MITF_proteomics,-0.5096486438817509,6.619683790963951e-05,GBM
1294,SH3BP1_proteomics,-0.4884798437640261,6.619683790963951e-05,GBM
631,GPHN_proteomics,0.48659911599553907,7.28721806487145e-05,GBM
439,DPP6_proteomics,0.4863244796622994,7.28721806487145e-05,GBM
474,ENG_proteomics,-0.48563903357264726,7.459794723178736e-05,GBM
108,ARHGAP27_proteomics,-0.48444882721818805,7.662197730949509e-05,GBM
1377,ST14_proteomics,-0.48465923206111367,7.662197730949509e-05,GBM
993,OSTF1_proteomics,-0.48429806091463534,7.662197730949509e-05,GBM
327,COL6A2_proteomics,-0.4827741454334567,7.98401911156248e-05,GBM
1103,PPP2R3A_proteomics,-0.5037773152130771,7.98401911156248e-05,GBM
91,APBB1IP_proteomics,-0.4830555483585245,7.98401911156248e-05,GBM
371,CTSZ_proteomics,-0.48170904715372437,8.176586692694852e-05,GBM
352,CSK_proteomics,-0.481564725075465,8.176586692694852e-05,GBM
658,HAAO_proteomics,-0.48197358928803796,8.176586692694852e-05,GBM
1425,THEMIS2_proteomics,-0.48106531136839314,8.296000207711621e-05,GBM
952,NFIA_proteomics,0.48042978003337344,8.491035007664669e-05,GBM
959,NIPSNAP2_proteomics,0.47888120867778167,9.144414288701263e-05,GBM
777,LANCL2_proteomics,0.47872313065582084,9.144414288701263e-05,GBM
258,CD14_proteomics,-0.4746481984106531,0.00010906225221072758,GBM
1212,RNF130_proteomics,-0.4754253341978527,0.00010906225221072758,GBM
101,ARHGAP15_proteomics,-0.4748493488654879,0.00010906225221072758,GBM
169,BCR_proteomics,0.47380283053930905,0.00010906225221072758,GBM
1589,ZYG11B_proteomics,0.4738725020249037,0.00010906225221072758,GBM
124,ARMT1_proteomics,-0.4735976201606943,0.00010906225221072758,GBM
541,FCGRT_proteomics,-0.4743710606768027,0.00010906225221072758,GBM
5,ABCA1_proteomics,-0.47409469035326185,0.00010906225221072758,GBM
431,DOCK11_proteomics,-0.47347615851379904,0.00010906225221072758,GBM
757,KCND3_proteomics,0.47461967486681345,0.00010906225221072758,GBM
1068,PLCG2_proteomics,-0.4724528986019063,0.00011452353581161155,GBM
606,GGA2_proteomics,-0.47146549139865473,0.00011999428445311436,GBM
598,GBA_proteomics,-0.47079605765005716,0.00012025095504716426,GBM
1398,SYK_proteomics,-0.4708487814463348,0.00012025095504716426,GBM
1117,PROCR_proteomics,-0.470784064713155,0.00012025095504716426,GBM
363,CTNND2_proteomics,0.4700018930346916,0.00012216647890428255,GBM
