,Comparison,Slope_Gbm,R_squared_gbm,P_value_Gbm,Slope_kidney,R_squared_kidney,P_value_kidney,Slope_Endo,R_squared_Endo,P_value_Endo,Slope_Ovar,R_squared_Ovar,P_value_Ovar,Slope_Brca,R_squared_Brca,P_value_Brca,Slope_Luad,R_squared_Luad,P_value_Luad,Slope_hnscc,R_squared_hnscc,P_value_hnscc,Slope_colon,R_squared_colon,P_value_colon
0,GRB2,-0.1637256664824653,0.4115691431244513,5.6518915861054995e-14,0.1950107391201895,0.3190044833364907,9.660917045267772e-18,-0.25942399931355536,0.1989146737949992,2.115854588164119e-08,-0.028630045954381417,0.00175006707910392,0.6748003523452872,-0.10335855246236997,0.03146324888510287,0.05789878320139277,-0.13214943438003707,0.09187759511663103,7.369438422835298e-06,-0.08570513185223777,0.10417949201242607,1.1122459934725842e-05,0.29356465086607525,0.09803058956758456,7.473741147634708e-06
1,SOX9,0.24829961827488556,0.27358745673390444,5.3824781824466724e-09,0.1988586171845548,0.10685579747718144,0.002405922511554229,0.1469582349262245,0.011617201354696616,0.2296317767347702,0.1277739771840483,0.0058572188484610245,0.44226837600969693,0.28124895373923625,0.06396833833287201,0.006388999919022514,,,,0.10096082164315384,0.031347819858126034,0.035702638717091485,-0.4427880777623967,0.08524161481912344,0.00010677558520135388
2,CDKN2C,0.27517296279344844,0.2362860506001864,8.39950985947283e-08,0.5067033593565926,0.5302906411526801,2.460993506756936e-33,0.0440024596752158,0.0009709573424965748,0.7108211916358854,0.7489231551665937,0.18405204296197175,6.13969760894084e-06,0.17644903843964002,0.05994558391422405,0.008359938935069897,,,,-0.19351537231944696,0.14215637808482368,2.130307823895436e-07,0.8479926235505751,0.2975217269298577,2.897603724060553e-15
3,GAB1,0.1424470497679289,0.2154910785667288,3.6900400482481374e-07,-0.17524771799427494,0.18688647709996575,3.0845897134606445e-10,0.01330378668937728,0.00013088938048914922,0.8917452308813691,0.4854637353334573,0.11232362695513393,0.0009601898651302516,-0.07716262986313364,0.019873005275860927,0.13290278830321212,,,,-0.1483428278736928,0.08029402517495347,0.00012672215872239526,0.7783678270112494,0.2263733466522435,1.7890173792262582e-10
4,DBI,0.1818303111698339,0.21361808965898316,4.209130499164386e-07,-0.6485471472781679,0.5739232865299875,2.3622859352755352e-15,-0.2520101040032348,0.1065072546286356,6.552258357968848e-05,0.1195048545801424,0.011114459763267508,0.2892141090582228,0.15975641584342587,0.03745359731118561,0.03823435322832562,,,,-0.2168727909922759,0.1265128481010996,1.1030607909774654e-06,0.3289377976318211,0.022452645840321472,0.035585715248317634
5,DBI,0.1818303111698339,0.21361808965898316,4.209130499164386e-07,-0.6485471472781679,0.5739232865299875,2.3622859352755352e-15,-0.2520101040032348,0.1065072546286356,6.552258357968848e-05,0.1195048545801424,0.011114459763267508,0.2892141090582228,0.15975641584342587,0.03745359731118561,0.03823435322832562,,,,-0.2168727909922759,0.1265128481010996,1.1030607909774654e-06,0.3289377976318211,0.022452645840321472,0.035585715248317634
6,DBI,0.1818303111698339,0.21361808965898316,4.209130499164386e-07,-0.6485471472781679,0.5739232865299875,2.3622859352755352e-15,-0.2520101040032348,0.1065072546286356,6.552258357968848e-05,0.1195048545801424,0.011114459763267508,0.2892141090582228,0.15975641584342587,0.03745359731118561,0.03823435322832562,,,,-0.2168727909922759,0.1265128481010996,1.1030607909774654e-06,0.3289377976318211,0.022452645840321472,0.035585715248317634
7,DBI,0.1818303111698339,0.21361808965898316,4.209130499164386e-07,-0.6485471472781679,0.5739232865299875,2.3622859352755352e-15,-0.2520101040032348,0.1065072546286356,6.552258357968848e-05,0.1195048545801424,0.011114459763267508,0.2892141090582228,0.15975641584342587,0.03745359731118561,0.03823435322832562,,,,-0.2168727909922759,0.1265128481010996,1.1030607909774654e-06,0.3289377976318211,0.022452645840321472,0.035585715248317634
8,DBI,0.1818303111698339,0.21361808965898316,4.209130499164386e-07,-0.6485471472781679,0.5739232865299875,2.3622859352755352e-15,-0.2520101040032348,0.1065072546286356,6.552258357968848e-05,0.1195048545801424,0.011114459763267508,0.2892141090582228,0.15975641584342587,0.03745359731118561,0.03823435322832562,,,,-0.2168727909922759,0.1265128481010996,1.1030607909774654e-06,0.3289377976318211,0.022452645840321472,0.035585715248317634
9,DBI,0.1818303111698339,0.21361808965898316,4.209130499164386e-07,-0.6485471472781679,0.5739232865299875,2.3622859352755352e-15,-0.2520101040032348,0.1065072546286356,6.552258357968848e-05,0.1195048545801424,0.011114459763267508,0.2892141090582228,0.15975641584342587,0.03745359731118561,0.03823435322832562,,,,-0.2168727909922759,0.1265128481010996,1.1030607909774654e-06,0.3289377976318211,0.022452645840321472,0.035585715248317634
10,DBI,0.1818303111698339,0.21361808965898316,4.209130499164386e-07,-0.6485471472781679,0.5739232865299875,2.3622859352755352e-15,-0.2520101040032348,0.1065072546286356,6.552258357968848e-05,0.1195048545801424,0.011114459763267508,0.2892141090582228,0.15975641584342587,0.03745359731118561,0.03823435322832562,,,,-0.2168727909922759,0.1265128481010996,1.1030607909774654e-06,0.3289377976318211,0.022452645840321472,0.035585715248317634
11,DBI,0.1818303111698339,0.21361808965898316,4.209130499164386e-07,-0.6485471472781679,0.5739232865299875,2.3622859352755352e-15,-0.2520101040032348,0.1065072546286356,6.552258357968848e-05,0.1195048545801424,0.011114459763267508,0.2892141090582228,0.15975641584342587,0.03745359731118561,0.03823435322832562,,,,-0.2168727909922759,0.1265128481010996,1.1030607909774654e-06,0.3289377976318211,0.022452645840321472,0.035585715248317634
12,CDH4,0.1700748539117506,0.2025107784329428,9.136729532775755e-07,1.3510358093187502,0.570314171151311,1.1177602384406195e-19,,,,,,,,,,,,,-2.6543723671909647,0.8710176364071609,0.020478187806387625,,,
13,SHOC2,-0.09173813258413707,0.19747214776133634,1.294703347852103e-06,0.049476006283080715,0.07015958589119725,0.00018970339204705617,0.0119299064747577,0.0007464253306056044,0.7451411314124111,-0.17816573201196614,0.06971721888763155,0.007038537324131485,-0.07997765219090641,0.03713330043484631,0.039085780952294535,-0.10603513018439724,0.08249462144430461,2.265997043868306e-05,-0.05447527768029866,0.045438706043790016,0.004278958538639588,0.22855655923133006,0.09468482630530303,1.0894429226608328e-05
14,HGF,-0.2454170102706807,0.20948566671392269,1.9065294767463227e-06,-0.8575096204659256,0.5071834407008528,2.5280202321041245e-31,-0.097358328582414,0.002433271371818641,0.5699274601169348,0.6442916164178543,0.2312968066564788,0.012876794833895887,-0.03749424366670784,0.0015863430064316179,0.6837757778218899,-0.26062604703134745,0.10056699256987374,2.588645211855284e-06,0.05152070188700617,0.0006221775364277335,0.8997396862492419,,,
15,PIK3CD,-0.11103960776642252,0.1901867406470069,2.136240654272937e-06,0.6104802001217945,0.5501170445063064,3.8480450594439824e-35,0.0012651911129841296,3.3830293229407935e-06,0.9825442611041182,0.017795043403093902,0.000221830792160385,0.8813003859635269,0.057750377837871285,0.00980270114494087,0.29246056826088224,-0.1537576208567255,0.11546112288732152,4.2412590277144906e-07,0.04863340646305054,0.010960143470732915,0.16430657942788535,0.6140474580049604,0.31843770154948225,6.618083242747089e-05
16,RGMA,0.16763125580403196,0.18671596542510752,2.7082488542936872e-06,,,,,,,,,,,,,,,,-0.1468603086015142,0.07236264264127885,0.18389993363617796,,,
17,CDK6,0.2923697140951773,0.18158039095486644,3.841428908360903e-06,0.32321934119441315,0.2815040828590341,1.7626898590150031e-15,0.2694676079401221,0.09418286652481273,0.0001830666793135367,0.21466259636338886,0.03872363708263351,0.046339946964775336,0.4180594556590572,0.3031442986664677,1.8318707686012947e-10,-0.22777489569789355,0.09569377125602566,4.658216202625872e-06,0.2131492816777852,0.13040937196427427,7.338977371271587e-07,0.10845573819721926,0.01733901572088294,0.07165817324782837
18,DAPK3,-0.0874248149653773,0.17952350668783798,4.416482158708631e-06,0.06176731857921765,0.021341741547178703,0.0420990193676767,0.06811278952123534,0.0035860266907445757,0.4758589992413295,0.13843756090556794,0.019399749027928667,0.160567331963521,0.2679026076068233,0.17978735609629976,2.333989581243527e-06,,,,0.0696006431829901,0.0334760337471289,0.0145042878530336,0.11746263940595315,0.017859617887585718,0.06117961353328305
19,CTSB,-0.1642881089308222,0.1699222924822097,8.438760085223734e-06,-0.4726548738563747,0.34456679586313804,2.3640551519551698e-19,-0.08253798200355639,0.003974792205205243,0.4528302023113558,-0.2505724056079417,0.03657893053705262,0.05295913324336651,0.22139562154330605,0.11631366508569245,0.00019159710819693956,,,,0.12291256437728322,0.07103803292299676,0.00032293802619588215,-0.015830784104421645,0.00010775722478298894,0.8848880342082609
20,PDGFA,0.18598248763644248,0.1725966989769273,8.595529349533772e-06,0.03136606258294952,0.0005818701586755487,0.9049366051065836,-0.01940900495139608,0.00022016852996989932,0.937969443348718,,,,,,,,,,0.024774806999255772,0.001318789805003535,0.8489040353862405,-0.6769113125425523,0.3968909411282649,0.06899140378402494
21,ACTR2,-0.062411021097466664,0.16916098100442287,8.881088223372904e-06,,,,-0.07587932590332222,0.016516171937787132,0.12475548901786306,-0.05121608581328212,0.008708267026854448,0.3484680888452861,0.14813532492807258,0.15734691165260992,1.1398754427312124e-05,,,,0.015901614122294676,0.005981504207461829,0.304837404123117,-0.12130724417361592,0.08166644316991581,4.686938894994012e-05
22,SLC6A9,0.20279207963276236,0.16881742225694835,9.088110956997988e-06,,,,,,,,,,,,,,,,0.1062163831705249,0.02234416212555337,0.4567784948599939,,,
23,CSPG4,0.18052571309797247,0.1685766814273231,9.236005493017217e-06,1.0809677716239598,0.6968110877383505,1.2069129775788766e-51,0.21990414522695956,0.0593400812902932,0.003259368190441337,0.4289052258402645,0.0956837087146918,0.0014759147793981355,0.3657453233542105,0.19209567025651295,9.635119104251379e-07,,,,0.26034467220668217,0.11338974342407085,4.309347614718176e-06,0.9698357997955618,0.285867383335888,5.839544245470343e-16
24,TPM3,-0.08981334566040547,0.16133934462751953,1.4980082118305127e-05,0.21806829063260794,0.2717680490905861,0.038372570766990736,-0.11454023233063093,0.005579136269309061,0.3735972997307878,0.1859137276574456,0.012174183798847906,0.26720574271840064,0.1335974145602647,0.02663276029420697,0.08139286143816979,,,,-0.14434383198205444,0.04782440893163141,0.003360419726769545,0.8996791537834484,0.17398099636450995,1.0782956278676428e-09
25,TPM3,-0.08981334566040547,0.16133934462751953,1.4980082118305127e-05,0.21806829063260794,0.2717680490905861,0.038372570766990736,-0.11454023233063093,0.005579136269309061,0.3735972997307878,0.1859137276574456,0.012174183798847906,0.26720574271840064,0.1335974145602647,0.02663276029420697,0.08139286143816979,,,,-0.14434383198205444,0.04782440893163141,0.003360419726769545,0.8996791537834484,0.17398099636450995,1.0782956278676428e-09
26,TPM3,-0.08981334566040547,0.16133934462751953,1.4980082118305127e-05,0.21806829063260794,0.2717680490905861,0.038372570766990736,-0.11454023233063093,0.005579136269309061,0.3735972997307878,0.1859137276574456,0.012174183798847906,0.26720574271840064,0.1335974145602647,0.02663276029420697,0.08139286143816979,,,,-0.14434383198205444,0.04782440893163141,0.003360419726769545,0.8996791537834484,0.17398099636450995,1.0782956278676428e-09
