,Comparison,Slope,R_squared,P_value
963,EGFR_proteomics,1.0,1.0,0.0
734,LPAR1_proteomics,0.7639649661662117,0.4519631520510265,2.1586430937701203e-11
498,FZD1_proteomics,0.7710628142097172,0.37421797678311847,4.53211776270864e-11
540,SLC27A1_proteomics,0.4822665828111042,0.3714513821978187,5.583581958716462e-11
106,ITGA6_proteomics,0.6856582954390477,0.36053195665608245,1.261442151781686e-10
644,DOCK1_proteomics,0.40326093555816817,0.35464205393560666,1.947175692820342e-10
279,ITGB1_proteomics,0.6292330703135522,0.3539956900347284,2.041717859770721e-10
950,RAB14_proteomics,0.5084928760352675,0.3266705675494953,1.4557624036961028e-09
594,GNAQ_proteomics,0.43647447926556976,0.3171772632082301,2.83042995663302e-09
985,PTPRA_proteomics,0.34345498465711055,0.3122492291434508,3.9835655454988445e-09
170,GJA1_proteomics,0.78812725195334,0.3116504315228339,4.151819702985238e-09
322,GNA11_proteomics,0.39362955194328647,0.3085524157712967,5.139966506243196e-09
660,PAK2_proteomics,-0.23107236465071918,0.28817831941824085,2.047908553681694e-08
205,ITGAV_proteomics,0.48652878428585156,0.2821601671770096,3.0592279520083325e-08
46,SQSTM1_proteomics,-0.3436232168437542,0.27750324311342706,4.1645905624189174e-08
1044,MYOF_proteomics,0.5297500084153277,0.27194119888258866,6.005388323193966e-08
969,CACYBP_proteomics,-0.38424519040052857,0.2642679687915483,9.909452535272131e-08
285,IGF1R_proteomics,0.4095234313555485,0.259835477835286,1.320574950931305e-07
588,ITGB6_proteomics,0.6762473846616325,0.2581411988468748,1.4731813645304908e-07
463,EIF2S1_proteomics,-0.19935032475298528,0.25401875614467256,1.920478950306997e-07
155,RFC4_proteomics,-0.3095559419833258,0.2482323011744279,2.780284925160759e-07
149,ADAM17_proteomics,0.41468487866377984,0.24022339013062874,4.620423728011969e-07
0,CD81_proteomics,0.5688323486195948,0.23871809667919802,5.080582765672484e-07
538,ITGB4_proteomics,0.5499634438285991,0.23643458445873985,5.865771410449779e-07
502,CD44_proteomics,0.5970436702495027,0.23636194452955708,5.892611378220886e-07
764,PDGFRB_proteomics,0.4294765215988316,0.2357227083205769,6.134063587254235e-07
675,RTN4_proteomics,0.40974042883467393,0.2214302948603079,1.4942328163243053e-06
479,CDH1_proteomics,0.4657579434434756,0.21810938316941542,1.833945190926219e-06
576,CSNK2B_proteomics,-0.16336094130914897,0.2062329823201311,3.7927802528464814e-06
458,RAC1_proteomics,0.23624347165675244,0.20321729114392814,4.554677021675145e-06
245,CAV1_proteomics,0.7418848603073983,0.20211571382015528,4.868948578747628e-06
460,ITGB5_proteomics,0.34804384425979573,0.1997395305469482,5.621207556453757e-06
1038,ACVR1_proteomics,0.38144428968406335,0.2096281992047629,5.697656626018272e-06
746,CDC42_proteomics,0.2949021368684564,0.19609410530205473,7.002558842362971e-06
351,RHOC_proteomics,0.3841854871272761,0.19272032239066242,8.575489972680184e-06
846,GRB2_proteomics,-0.24207503443258727,0.1912626580063381,9.358120851324822e-06
822,GNAS_proteomics,0.26060183431716855,0.1833422628923834,1.50083027012405e-05
691,MAP3K2_proteomics,-0.14087208567450876,0.17992824768960455,1.8376834989418863e-05
177,GNG2_proteomics,0.4311735687314741,0.17973932294879705,1.8583551317323427e-05
293,SLC39A7_proteomics,0.6498037329141452,0.17939552667600686,1.8965610275778716e-05
962,CDK1_proteomics,-0.4519131991298432,0.17854678576413827,1.9942215589852092e-05
805,UBE2T_proteomics,-0.44216762475951243,0.19761893526588578,2.5509195529162654e-05
11,SLC39A6_proteomics,0.3358379804011846,0.17074085335732742,3.158782283691349e-05
556,GNAI3_proteomics,0.3545963357537967,0.1704556071606683,3.2121191046346135e-05
978,GNG12_proteomics,0.41011477760650755,0.17005035541742278,3.28942289469351e-05
