,Comparison,Correlation,P_value,Cancer Type
280,EGFR_proteomics,1.0,0.0,Hnscc
522,LANCL2_proteomics,0.7967283641326608,1.9705032109053468e-21,Hnscc
689,PHLDA3_proteomics,0.7637844857470779,1.5711064616377101e-18,Hnscc
687,PHLDA1_proteomics,0.6642710702729873,8.88864017123259e-12,Hnscc
688,PHLDA2_proteomics,0.6490337294497416,4.777378675503955e-11,Hnscc
1004,TPBG_proteomics,0.5508984611671387,9.35339330352051e-07,Hnscc
412,GRB2_proteomics,-0.532341215310538,3.320091791570536e-06,Hnscc
85,ASRGL1_proteomics,-0.532420805979052,3.320091791570536e-06,Hnscc
358,FSCN1_proteomics,0.5264347695861407,4.7472099834921816e-06,Hnscc
492,JAG1_proteomics,0.5193675703808045,7.4568048941634186e-06,Hnscc
472,IRF6_proteomics,0.5142276477593416,8.765469003362371e-06,Hnscc
951,SUMF2_proteomics,0.513876120165785,8.765469003362371e-06,Hnscc
141,CD109_proteomics,0.5140019229435475,8.765469003362371e-06,Hnscc
584,MPP1_proteomics,-0.5084001720738488,1.1509515255450403e-05,Hnscc
700,PKN1_proteomics,-0.5084976649711582,1.1509515255450403e-05,Hnscc
1051,WAS_proteomics,-0.5034268684782973,1.5637491273875394e-05,Hnscc
617,NDRG1_proteomics,0.4953263887241109,2.659872590876399e-05,Hnscc
304,EXOC6_proteomics,-0.4944648402198387,2.672905337964733e-05,Hnscc
82,ARRB1_proteomics,-0.4919111584556752,2.8884311852900694e-05,Hnscc
410,GRAP_proteomics,-0.49210526161301443,2.8884311852900694e-05,Hnscc
521,LAMP2_proteomics,0.4887170107488884,3.376737807055475e-05,Hnscc
406,GPRIN3_proteomics,-0.5445271846593618,3.376737807055475e-05,Hnscc
389,GMIP_proteomics,-0.48274154348997167,4.785406829541044e-05,Hnscc
89,ATP2B4_proteomics,0.48056278202731373,5.330396447448731e-05,Hnscc
232,CTSS_proteomics,-0.4785301637263124,5.44680563446764e-05,Hnscc
452,IL16_proteomics,-0.47871634249808104,5.44680563446764e-05,Hnscc
852,RTN1_proteomics,-0.47867465065580217,5.44680563446764e-05,Hnscc
679,PECAM1_proteomics,-0.4779330904632045,5.470854328435605e-05,Hnscc
730,PPFIBP1_proteomics,0.47462765966596715,6.610563170722461e-05,Hnscc
694,PIK3AP1_proteomics,-0.4734454453412432,6.920083554968585e-05,Hnscc
975,TENM2_proteomics,0.4708342397356705,7.293906841199127e-05,Hnscc
311,FAM107B_proteomics,-0.4707910089197826,7.293906841199127e-05,Hnscc
681,PFKP_proteomics,0.47213452929198235,7.293906841199127e-05,Hnscc
260,DOCK8_proteomics,-0.4710626597250119,7.293906841199127e-05,Hnscc
471,IRF5_proteomics,-0.4699488782845669,7.494268792116716e-05,Hnscc
88,ATP2A3_proteomics,-0.46822501619909623,7.918808947863144e-05,Hnscc
96,BIN2_proteomics,-0.466494265425562,7.918808947863144e-05,Hnscc
71,ARHGAP4_proteomics,-0.46641297682921207,7.918808947863144e-05,Hnscc
70,ARHGAP30_proteomics,-0.4656505687590924,7.918808947863144e-05,Hnscc
698,PIP4K2A_proteomics,-0.46803887878046246,7.918808947863144e-05,Hnscc
68,ARHGAP25_proteomics,-0.4661374699208939,7.918808947863144e-05,Hnscc
24,ADA2_proteomics,-0.46583556560269346,7.918808947863144e-05,Hnscc
808,RCSD1_proteomics,-0.46585790688077117,7.918808947863144e-05,Hnscc
377,GIMAP8_proteomics,-0.46734241327377013,7.918808947863144e-05,Hnscc
350,FNBP1_proteomics,-0.4635221178342521,8.899029702868102e-05,Hnscc
746,PREX1_proteomics,-0.46300983691832176,9.000857144661348e-05,Hnscc
885,SEPT1_proteomics,-0.46218877739770314,9.098496749391084e-05,Hnscc
488,ITPR1_proteomics,-0.46233601237783306,9.098496749391084e-05,Hnscc
37,AHNAK2_proteomics,0.460030656704128,0.00010247702332117111,Hnscc
165,CELF2_proteomics,-0.45969704444904996,0.00010260893295853507,Hnscc
336,FHIT_proteomics,-0.4681310660984413,0.00011013127119198633,Hnscc
79,ARL15_proteomics,0.45785303428236634,0.00011106027710621927,Hnscc
621,NFATC2_proteomics,-0.45753634751797206,0.00011119480130570153,Hnscc
976,TESC_proteomics,-0.4678048673652177,0.00012068663374806252,Hnscc
105,BTK_proteomics,-0.45487270981593275,0.0001269550606543366,Hnscc
750,PRKCB_proteomics,-0.45425750894818057,0.00012964243746444113,Hnscc
703,PLAU_proteomics,0.45186517098401147,0.00014809947868142976,Hnscc
318,FAT2_proteomics,0.44969462599017473,0.00016401687143209238,Hnscc
373,GIMAP1-GIMAP5_proteomics,-0.449682807240268,0.00016401687143209238,Hnscc
236,CYFIP2_proteomics,-0.4488312062809535,0.00017006803490503608,Hnscc
48,ANKRD44_proteomics,-0.44847678974932303,0.00017100614726684964,Hnscc
367,GCC2_proteomics,-0.44785756009461336,0.00017206459376643528,Hnscc
329,FERMT3_proteomics,-0.44811058081592225,0.00017206459376643528,Hnscc
376,GIMAP7_proteomics,-0.44404945238790944,0.0002120961612748784,Hnscc
481,ITGAL_proteomics,-0.4438449068890873,0.0002120961612748784,Hnscc
654,P4HA2_proteomics,0.44346054281274505,0.0002120961612748784,Hnscc
72,ARHGAP45_proteomics,-0.44361982477371875,0.0002120961612748784,Hnscc
482,ITGAV_proteomics,0.4428407536140119,0.00021704010813081232,Hnscc
13,ACAP1_proteomics,-0.4422000273812984,0.0002175858837712309,Hnscc
128,CARD8_proteomics,-0.4420912074734858,0.0002175858837712309,Hnscc
1068,ZBP1_proteomics,-0.442137854937479,0.0002175858837712309,Hnscc
461,INPP5D_proteomics,-0.4400583857621493,0.0002212240951460547,Hnscc
259,DOCK2_proteomics,-0.4400847028736206,0.0002212240951460547,Hnscc
424,HCLS1_proteomics,-0.4407619945821126,0.0002212240951460547,Hnscc
510,KIF13B_proteomics,-0.4409492106991713,0.0002212240951460547,Hnscc
473,ISG20_proteomics,-0.44029190301190735,0.0002212240951460547,Hnscc
4,ABI3_proteomics,-0.44012798284634724,0.0002212240951460547,Hnscc
891,SERPINE1_proteomics,0.44058980862939956,0.0002212240951460547,Hnscc
1014,TRIP6_proteomics,0.4404324988714384,0.0002212240951460547,Hnscc
1043,VAV1_proteomics,-0.43946391089850745,0.00022644891388804326,Hnscc
453,IL1RAP_proteomics,0.43878359073020146,0.00023017796799620403,Hnscc
735,PPM1K_proteomics,-0.4388457323694496,0.00023017796799620403,Hnscc
653,P4HA1_proteomics,0.43838024410527143,0.00023299405630535072,Hnscc
172,CGGBP1_proteomics,-0.4368511964664086,0.00024937773019172507,Hnscc
717,PLOD1_proteomics,0.4370437775073418,0.00024937773019172507,Hnscc
1056,WIPF1_proteomics,-0.4332703408113532,0.00029595865713599913,Hnscc
965,TBC1D1_proteomics,-0.43320159163906957,0.00029595865713599913,Hnscc
335,FGL2_proteomics,-0.4335338962802843,0.00029595865713599913,Hnscc
635,NUB1_proteomics,-0.4337400677994331,0.00029595865713599913,Hnscc
308,F11R_proteomics,0.43231466183825784,0.00030841900449638145,Hnscc
174,CHCHD2_proteomics,0.43191308632664227,0.00031233981438451704,Hnscc
939,ST6GAL1_proteomics,-0.4310267641993515,0.00032548784865754865,Hnscc
588,MSRA_proteomics,-0.4302357864495482,0.00033018853570986924,Hnscc
799,RASIP1_proteomics,-0.4303666495631692,0.00033018853570986924,Hnscc
278,EFNA1_proteomics,0.4304135149258218,0.00033018853570986924,Hnscc
98,BLOC1S5_proteomics,-0.4299276903252824,0.00033270120249819803,Hnscc
262,DOK2_proteomics,-0.42929088899833834,0.00034177000660599296,Hnscc
916,SMAP2_proteomics,-0.42839089201604824,0.0003565259431084785,Hnscc
411,GRAP2_proteomics,-0.4280928767245835,0.0003591047715291766,Hnscc
307,EXT1_proteomics,0.43721836421496885,0.00036034819854257076,Hnscc
121,CADPS2_proteomics,-0.44898414873437575,0.0003630765882373871,Hnscc
774,PTPN18_proteomics,-0.42586986426033724,0.0003965229495264623,Hnscc
309,FADD_proteomics,0.42536265363840564,0.00040434835416661965,Hnscc
797,RASAL3_proteomics,-0.42493070884197964,0.00041056276433856147,Hnscc
28,ADPRH_proteomics,-0.42319209437660177,0.0004451516364308923,Hnscc
559,MAP4K1_proteomics,-0.4232537960756701,0.0004451516364308923,Hnscc
