,Comparison,Correlation,P_value
30,EGFR_proteomics,1.0,0.0
64,LANCL2_proteomics,0.7967283641326608,3.7981943155461576e-25
77,PHLDA3_proteomics,0.7637844857470779,4.542520609977959e-22
75,PHLDA1_proteomics,0.6642710702729873,3.4266153320094797e-15
76,PHLDA2_proteomics,0.6490337294497416,2.3021292769390686e-14
100,TPBG_proteomics,0.5508984611671387,5.408669990470611e-10
12,ASRGL1_proteomics,-0.532420805979052,2.543320689758115e-09
50,GRB2_proteomics,-0.532341215310538,2.5598240490135205e-09
41,FSCN1_proteomics,0.5264347695861407,4.1176647890737886e-09
61,JAG1_proteomics,0.5193675703808045,7.186589142408846e-09
56,IRF6_proteomics,0.5142276477593416,1.0690472073234034e-08
20,CD109_proteomics,0.5140019229435475,1.0876919641109324e-08
96,SUMF2_proteomics,0.513876120165785,1.0982179745924328e-08
80,PKN1_proteomics,-0.5084976649711582,1.6517096004527023e-08
66,MPP1_proteomics,-0.5084001720738488,1.6638659293731308e-08
103,WAS_proteomics,-0.5034268684782973,2.4113325017541083e-08
68,NDRG1_proteomics,0.4953263887241109,4.357925409107438e-08
31,EXOC6_proteomics,-0.4944648402198387,4.6368828145109087e-08
48,GRAP_proteomics,-0.49210526161301443,5.490943030761498e-08
11,ARRB1_proteomics,-0.4919111584556752,5.567523487451946e-08
63,LAMP2_proteomics,0.4887170107488884,6.984136769989813e-08
47,GPRIN3_proteomics,-0.5445271846593618,7.159621410487708e-08
46,GMIP_proteomics,-0.48274154348997167,1.0607590312205474e-07
14,ATP2B4_proteomics,0.48056278202731373,1.2329367264723357e-07
52,IL16_proteomics,-0.47871634249808104,1.3994173133838956e-07
91,RTN1_proteomics,-0.47867465065580217,1.4034131284948695e-07
24,CTSS_proteomics,-0.4785301637263124,1.4173453366482874e-07
73,PECAM1_proteomics,-0.4779330904632045,1.4763292328083745e-07
83,PPFIBP1_proteomics,0.47462765966596715,1.8475937928966017e-07
78,PIK3AP1_proteomics,-0.4734454453412432,2.0007951681674783e-07
74,PFKP_proteomics,0.47213452929198235,2.1848077134321891e-07
27,DOCK8_proteomics,-0.4710626597250119,2.3471339936321523e-07
98,TENM2_proteomics,0.4708342397356705,2.383180717418957e-07
35,FAM107B_proteomics,-0.4707910089197826,2.3900619949958585e-07
55,IRF5_proteomics,-0.4699488782845669,2.5279434052051376e-07
13,ATP2A3_proteomics,-0.46822501619909623,2.834171672097094e-07
79,PIP4K2A_proteomics,-0.46803887878046246,2.8692731557436366e-07
45,GIMAP8_proteomics,-0.46734241327377013,3.004317835958607e-07
15,BIN2_proteomics,-0.466494265425562,3.176949505162471e-07
8,ARHGAP4_proteomics,-0.46641297682921207,3.193981834680214e-07
6,ARHGAP25_proteomics,-0.4661374699208939,3.2523572524150267e-07
90,RCSD1_proteomics,-0.46585790688077117,3.3126290889859934e-07
2,ADA2_proteomics,-0.46583556560269346,3.317491301860936e-07
7,ARHGAP30_proteomics,-0.4656505687590924,3.3580145885310175e-07
40,FNBP1_proteomics,-0.4635221178342521,3.8594481170881317e-07
85,PREX1_proteomics,-0.46300983691832176,3.99035686829628e-07
60,ITPR1_proteomics,-0.46233601237783306,4.16898752673098e-07
92,SEPT1_proteomics,-0.46218877739770314,4.209019313519391e-07
4,AHNAK2_proteomics,0.460030656704128,4.839412242422305e-07
21,CELF2_proteomics,-0.45969704444904996,4.944532235858475e-07
39,FHIT_proteomics,-0.4681310660984413,5.413160014255303e-07
10,ARL15_proteomics,0.45785303428236634,5.565858143334042e-07
69,NFATC2_proteomics,-0.45753634751797206,5.679765294142425e-07
99,TESC_proteomics,-0.4678048673652177,6.280915788738798e-07
17,BTK_proteomics,-0.45487270981593275,6.729499167298105e-07
86,PRKCB_proteomics,-0.45425750894818057,6.996893309568912e-07
81,PLAU_proteomics,0.45186517098401147,8.135765501967518e-07
36,FAT2_proteomics,0.44969462599017473,9.319454009524723e-07
