,Comparison,Correlation,P_value,Cancer Type
138,EGFR_proteomics,1.0,0.0,Lscc
307,PHLDA1_proteomics,0.7098116757596845,3.919195497958474e-18,Lscc
309,PHLDA3_proteomics,0.6856437017419061,1.4123094176462207e-16,Lscc
247,LANCL2_proteomics,0.5722612417035284,6.528910213751107e-11,Lscc
210,ITGB4_proteomics,0.567379918673675,1.0269808364774248e-10,Lscc
201,IL1RAP_proteomics,0.5498912671308103,4.90537317431362e-10,Lscc
442,TRIM29_proteomics,0.5407122774801669,1.0757536689887667e-09,Lscc
105,CSNK1A1_proteomics,0.5315294648782994,2.3056531521932346e-09,Lscc
207,ITGA2_proteomics,0.5305344871888873,2.500782453320639e-09,Lscc
80,CHCHD2_proteomics,0.5295961026925241,2.699271806001706e-09,Lscc
286,NECTIN1_proteomics,0.5220843119010871,4.9336544073033674e-09,Lscc
162,FAT2_proteomics,0.5209714696535914,5.38805683335461e-09,Lscc
378,SESN3_proteomics,0.5153243266065364,8.38482678308613e-09,Lscc
358,RIN1_proteomics,0.5085529450060499,1.4100295660007858e-08,Lscc
76,CELSR1_proteomics,0.5053289858419251,1.798821732126695e-08,Lscc
242,LAD1_proteomics,0.5032228908135311,2.1061451673743973e-08,Lscc
238,KRT5_proteomics,0.5031481448102282,2.117926572830214e-08,Lscc
173,FZD6_proteomics,0.5004563630880492,2.586833750324522e-08,Lscc
72,CDCP1_proteomics,0.49553385182350684,3.7126334610075307e-08,Lscc
379,SFN_proteomics,0.4949873896086441,3.863220705535862e-08,Lscc
43,BAG3_proteomics,0.49280881624693584,4.523662578927128e-08,Lscc
142,ENDOD1_proteomics,0.49273204298382045,4.548800494652809e-08,Lscc
244,LAMB3_proteomics,0.492286041839352,4.697496293825685e-08,Lscc
275,MPZL2_proteomics,0.4898771731133481,5.584359087990555e-08,Lscc
308,PHLDA2_proteomics,0.545422143719086,6.74867579089618e-08,Lscc
332,PPP4R1_proteomics,0.4775550150203627,1.325157295496118e-07,Lscc
245,LAMC2_proteomics,0.47641054930827753,1.433447950959028e-07,Lscc
26,ANXA8_proteomics,0.4737156877077351,1.7227475997771504e-07,Lscc
239,KRT6A_proteomics,0.46695591062221486,2.7133377794827437e-07,Lscc
399,SRC_proteomics,0.46615810465078955,2.8609412612063827e-07,Lscc
272,MICALL1_proteomics,0.4640939485242632,3.2791373208263395e-07,Lscc
182,GNA15_proteomics,0.4719096374583623,3.7371993796379604e-07,Lscc
208,ITGA6_proteomics,0.46007149259951086,4.266885562938389e-07,Lscc
23,ANKRD50_proteomics,0.4600127760496875,4.283210301253342e-07,Lscc
198,HSPB1_proteomics,0.45986376845742977,4.324905393459446e-07,Lscc
211,ITGB8_proteomics,0.4586921444006671,4.66646420220118e-07,Lscc
422,TMEM134_proteomics,0.45584794489232494,5.60551556274342e-07,Lscc
160,FAM83H_proteomics,0.4557659485272235,5.635085545060093e-07,Lscc
237,KRT19_proteomics,0.4547093715715852,6.029626064625929e-07,Lscc
314,PKP3_proteomics,0.45369073978910396,6.434746609923036e-07,Lscc
335,PROM2_proteomics,0.5084142082234286,6.780181365196675e-07,Lscc
262,MAP3K6_proteomics,0.45140537303883477,7.439784507618377e-07,Lscc
336,PSIP1_proteomics,-0.450878159433894,7.691936110867952e-07,Lscc
95,COL7A1_proteomics,0.4494161585961959,8.434319291528912e-07,Lscc
434,TNKS1BP1_proteomics,0.4477544135509863,9.360650702285614e-07,Lscc
430,TMPRSS4_proteomics,0.44616076558972595,1.0339116485921998e-06,Lscc
143,EPHA2_proteomics,0.4450282177569803,1.1092649608561204e-06,Lscc
291,NOL3_proteomics,0.4432696345486756,1.2366809250864646e-06,Lscc
347,RAB10_proteomics,0.4424926453190173,1.2972921256271552e-06,Lscc
172,FSCN1_proteomics,0.4420777079305946,1.3308037554401242e-06,Lscc
300,PANX1_proteomics,0.4419226462453669,1.3435364229300885e-06,Lscc
12,AGAP3_proteomics,0.45020511609207525,1.44548807033076e-06,Lscc
330,PPP1R13L_proteomics,0.440445730796978,1.4707404632233957e-06,Lscc
161,FAT1_proteomics,0.43453547092097355,2.103373745937003e-06,Lscc
102,CRYBG2_proteomics,0.45324169323128494,2.187628823121987e-06,Lscc
84,CLCA2_proteomics,0.43370204458921346,2.2110212180124927e-06,Lscc
158,FAM83B_proteomics,0.43230122001114957,2.403794613249444e-06,Lscc
283,NCKAP1_proteomics,0.4318550268142002,2.4684659273320046e-06,Lscc
231,KLC3_proteomics,0.4317545053347317,2.4832610898582034e-06,Lscc
460,WLS_proteomics,0.4316635129276851,2.496726056420437e-06,Lscc
447,TTYH3_proteomics,0.4405505516333142,2.5621839336230485e-06,Lscc
292,NPTN_proteomics,0.4278186043848085,3.1331989221879533e-06,Lscc
318,PLEKHA1_proteomics,0.42635387951673204,3.4138110226194845e-06,Lscc
155,FAM160A1_proteomics,0.42314752710930664,4.11319911079219e-06,Lscc
216,JADE3_proteomics,-0.42213152980214863,4.361691440638555e-06,Lscc
27,ANXA8L1_proteomics,0.4191054907191797,5.188504367764519e-06,Lscc
327,PLXNB2_proteomics,0.41902871887672055,5.2112910289030214e-06,Lscc
206,IRF6_proteomics,0.41885913564386024,5.261960305936857e-06,Lscc
107,CTNNA1_proteomics,0.4163577521281071,6.065511992493301e-06,Lscc
179,GJA1_proteomics,0.4159466729993556,6.208167202375465e-06,Lscc
116,DDR1_proteomics,0.4157504963307168,6.277355842762003e-06,Lscc
456,VANGL1_proteomics,0.41558432883377455,6.336529059340553e-06,Lscc
436,TNS4_proteomics,0.4240889394745317,6.5357275322549945e-06,Lscc
337,PSPH_proteomics,0.41366255266779645,7.060236431994395e-06,Lscc
124,DNASE1L1_proteomics,0.41289752748608854,7.369466491588341e-06,Lscc
395,SOWAHC_proteomics,0.4119634222874493,7.764359575862675e-06,Lscc
75,CDKN1B_proteomics,-0.41157807175764305,7.933007807642462e-06,Lscc
388,SLC2A1_proteomics,0.4112543904760416,8.077328542182174e-06,Lscc
370,S100A2_proteomics,0.4109128027094805,8.23231483311295e-06,Lscc
97,COMT_proteomics,0.4106496577488151,8.353616270871792e-06,Lscc
92,COL14A1_proteomics,-0.4091488436056203,9.07827320444324e-06,Lscc
421,TMEM132A_proteomics,0.4087144793113726,9.298806175052131e-06,Lscc
325,PLXNA1_proteomics,0.4084144197801496,9.454087089034497e-06,Lscc
372,SDC1_proteomics,0.40830011807184585,9.513878075203241e-06,Lscc
188,GPC1_proteomics,0.40775270825304955,9.805197079637915e-06,Lscc
129,DSG3_proteomics,0.4077454019992966,9.809141514202573e-06,Lscc
71,CDC42BPG_proteomics,0.4070375505582877,1.0198455855171542e-05,Lscc
334,PRNP_proteomics,0.4064526389548037,1.0531084701733906e-05,Lscc
127,DSC3_proteomics,0.40626226352193134,1.064153283299658e-05,Lscc
285,NDRG1_proteomics,0.40538276193746914,1.116608937185643e-05,Lscc
171,FRRS1_proteomics,0.4223488762974402,1.2031793333537536e-05,Lscc
61,CAPNS2_proteomics,0.40360028900924727,1.2304726118331882e-05,Lscc
317,PLCH2_proteomics,0.40351495204170584,1.2361889435598991e-05,Lscc
233,KRT14_proteomics,0.4031571605373604,1.2604288331884711e-05,Lscc
170,FOSL2_proteomics,0.40285841406196293,1.2810103310100206e-05,Lscc
221,JUP_proteomics,0.40233479526762284,1.3178485621319085e-05,Lscc
202,IL1RN_proteomics,0.4009858095877312,1.4173969907258208e-05,Lscc
183,GNAI1_proteomics,0.3996792360170014,1.5205216614662257e-05,Lscc
470,ZNF185_proteomics,0.3991499175769059,1.5642736927957903e-05,Lscc
103,CRYBG3_proteomics,0.39910121067756826,1.5683585741669525e-05,Lscc
85,CLCA4_proteomics,0.4271409300715915,1.5825545745796063e-05,Lscc
217,JAG1_proteomics,0.3981032589546122,1.654293160581357e-05,Lscc
377,SERPINB5_proteomics,0.39796788853574605,1.6662851380651835e-05,Lscc
352,RASA4_proteomics,-0.3978429624614769,1.6774243154465603e-05,Lscc
74,CDK18_proteomics,0.3957100319191914,1.878744999274291e-05,Lscc
431,TMTC3_proteomics,0.39546928921803587,1.9028414169567757e-05,Lscc
426,TMEM40_proteomics,0.41308496028117314,1.94342703315747e-05,Lscc
93,COL17A1_proteomics,0.3950264923237538,1.947921422886923e-05,Lscc
367,S100A11_proteomics,0.39435330985579226,2.018381593539185e-05,Lscc
215,IVL_proteomics,0.3928568010032339,2.183679697146036e-05,Lscc
450,TWF1_proteomics,0.392732424994927,2.1979747801739793e-05,Lscc
438,TP73_proteomics,0.392716003504487,2.1998687238032532e-05,Lscc
451,TXNDC17_proteomics,0.3920524662533641,2.2776904360417584e-05,Lscc
67,CD44_proteomics,0.39196258345366836,2.288428655691305e-05,Lscc
219,JPT2_proteomics,0.3915641164888692,2.3366077241722858e-05,Lscc
98,CPNE8_proteomics,0.39002130666564405,2.5322721962515733e-05,Lscc
118,DEPTOR_proteomics,-0.3892208098297453,2.6397493125702224e-05,Lscc
380,SH2D3A_proteomics,0.3973095399611625,2.7098230587141e-05,Lscc
376,SERPINB13_proteomics,0.39656846248575206,2.8137893772085034e-05,Lscc
369,S100A16_proteomics,0.3878179209727453,2.8384887473865827e-05,Lscc
418,TLDC1_proteomics,0.3873336690670437,2.9102859448504623e-05,Lscc
33,ARHGEF2_proteomics,-0.38709911519044526,2.945670442159636e-05,Lscc
