,Comparison,Correlation,P_value,Cancer Type
2728,EGFR_proteomics,0.9999999999999998,0.0,GBM
6656,PHLDA1_proteomics,0.8168478152481624,6.553435386439516e-25,GBM
3757,GRB2_proteomics,-0.6108891162098071,1.8863841081443212e-11,GBM
8734,SOCS2_proteomics,0.5627196030682289,1.3434640782638403e-09,GBM
1528,CDH4_proteomics,0.5591797537196763,1.7900481215202169e-09,GBM
6750,PLA2G15_proteomics,-0.5566242323733048,2.1975620249173136e-09,GBM
2256,DAB2_proteomics,-0.5564015379913563,2.2370098379586097e-09,GBM
3580,GLA_proteomics,-0.5504906315237544,3.5702294261417183e-09,GBM
2163,CTSC_proteomics,-0.5462852751917662,4.951742478740451e-09,GBM
1769,CKB_proteomics,0.5442462597158703,5.793441254542527e-09,GBM
2295,DCBLD2_proteomics,-0.5653725668293248,6.4080703524936024e-09,GBM
655,ARNT2_proteomics,0.5420787847456093,6.837755397258698e-09,GBM
8371,SHC1_proteomics,-0.5405244914396086,7.695117931637705e-09,GBM
8146,SCPEP1_proteomics,-0.531494133013942,1.51074842787198e-08,GBM
7828,ROBO2_proteomics,0.5271277906035979,2.078744078781758e-08,GBM
6658,PHLDA3_proteomics,0.5258827854613878,2.2749193535040245e-08,GBM
963,BLOC1S2_proteomics,-0.5229648266822912,2.806359641551675e-08,GBM
810,ATP7A_proteomics,-0.5224817306372646,2.9050654593125225e-08,GBM
5254,MEOX2_proteomics,0.5458632466939957,3.15918193420926e-08,GBM
1451,CD180_proteomics,-0.5182666129723484,3.9188354698101024e-08,GBM
3071,FAM129B_proteomics,-0.5149840251387472,4.933815184977254e-08,GBM
8192,SEC23IP_proteomics,-0.5144035788843105,5.137602364276023e-08,GBM
9633,TOR4A_proteomics,-0.5138471291537452,5.3404847290912614e-08,GBM
10387,XRN1_proteomics,-0.5116564308207833,6.215974541674248e-08,GBM
6422,PCDH17_proteomics,0.5060447136622968,9.126315836197022e-08,GBM
10263,WAS_proteomics,-0.5019180366341212,1.2051684359689666e-07,GBM
4908,LRP4_proteomics,0.5008960940270109,1.290345559556091e-07,GBM
586,ARHGAP4_proteomics,-0.4989264348229207,1.470944267430579e-07,GBM
6046,NPC2_proteomics,-0.498790591960705,1.484248567280722e-07,GBM
4259,IKBKE_proteomics,-0.5197345389973977,1.5256152296365938e-07,GBM
3735,GPRIN3_proteomics,-0.49783635480482147,1.5809856909910795e-07,GBM
7020,PPP1R18_proteomics,-0.4972021285670396,1.648569205371532e-07,GBM
5896,NEO1_proteomics,0.4969841203020866,1.6724287017663087e-07,GBM
2162,CTSB_proteomics,-0.4968953119173142,1.682242054480339e-07,GBM
2900,EPHB3_proteomics,0.49601893686837845,1.7820656121740215e-07,GBM
4710,KYNU_proteomics,-0.49551657943951066,1.8418019170073093e-07,GBM
4933,LRRC75A_proteomics,0.49540215858447634,1.855671837806378e-07,GBM
7680,RGMA_proteomics,0.4950729034600597,1.8961401926600872e-07,GBM
1806,CLIP2_proteomics,0.49327992110355356,2.131667000797299e-07,GBM
8934,STAB1_proteomics,-0.4929776568817793,2.1740173356435911e-07,GBM
589,ARHGAP45_proteomics,-0.49256376995601736,2.2333067744614186e-07,GBM
4113,HSD17B11_proteomics,-0.49184266467177457,2.3402960541558968e-07,GBM
9074,SVIL_proteomics,-0.49130315234332644,2.423511222761499e-07,GBM
8764,SOX9_proteomics,0.49067010488451357,2.5247410385485407e-07,GBM
2551,DOCK10_proteomics,-0.48971507364617484,2.685098314979208e-07,GBM
5350,MITF_proteomics,-0.5096486438817509,2.892238411102922e-07,GBM
8348,SH3BP1_proteomics,-0.4884798437640261,2.9068965540064064e-07,GBM
3710,GPHN_proteomics,0.48659911599553907,3.278328525577992e-07,GBM
2585,DPP6_proteomics,0.4863244796622994,3.3362018609614224e-07,GBM
2856,ENG_proteomics,-0.48563903357264726,3.4849083075673814e-07,GBM
8924,ST14_proteomics,-0.48465923206111367,3.708446279663333e-07,GBM
578,ARHGAP27_proteomics,-0.48444882721818805,3.758194214505767e-07,GBM
6283,OSTF1_proteomics,-0.48429806091463534,3.794230400264636e-07,GBM
496,APBB1IP_proteomics,-0.4830555483585245,4.103970283607974e-07,GBM
7044,PPP2R3A_proteomics,-0.5037773152130771,4.157858052098756e-07,GBM
1937,COL6A2_proteomics,-0.4827741454334567,4.177380830117714e-07,GBM
3870,HAAO_proteomics,-0.48197358928803796,4.393105507041477e-07,GBM
2172,CTSZ_proteomics,-0.48170904715372437,4.466686983697819e-07,GBM
2113,CSK_proteomics,-0.481564725075465,4.507321450705375e-07,GBM
9333,THEMIS2_proteomics,-0.48106531136839314,4.65065881026532e-07,GBM
5916,NFIA_proteomics,0.48042978003337344,4.839326688475612e-07,GBM
5961,NIPSNAP2_proteomics,0.47888120867778167,5.329931202626609e-07,GBM
4738,LANCL2_proteomics,0.47872313065582084,5.382585258228344e-07,GBM
7784,RNF130_proteomics,-0.4754253341978527,6.600401161969357e-07,GBM
569,ARHGAP15_proteomics,-0.4748493488654879,6.838276050482958e-07,GBM
1446,CD14_proteomics,-0.4746481984106531,6.923247520802882e-07,GBM
4503,KCND3_proteomics,0.47461967486681345,6.935377402357279e-07,GBM
3222,FCGRT_proteomics,-0.4743710606768027,7.041959501140814e-07,GBM
19,ABCA1_proteomics,-0.47409469035326185,7.162263363932542e-07,GBM
10699,ZYG11B_proteomics,0.4738725020249037,7.260392455215334e-07,GBM
932,BCR_proteomics,0.47380283053930905,7.29142438563256e-07,GBM
653,ARMT1_proteomics,-0.4735976201606943,7.383558239359149e-07,GBM
2552,DOCK11_proteomics,-0.47347615851379904,7.438610119950587e-07,GBM
6773,PLCG2_proteomics,-0.4724528986019063,7.918099271287727e-07,GBM
3541,GGA2_proteomics,-0.47146549139865473,8.40845681956795e-07,GBM
9083,SYK_proteomics,-0.4708487814463348,8.729179979271179e-07,GBM
3490,GBA_proteomics,-0.47079605765005716,8.757130708204461e-07,GBM
7147,PROCR_proteomics,-0.470784064713155,8.763500414536871e-07,GBM
9940,UAP1_proteomics,-0.4701864303894616,9.08653735392082e-07,GBM
2157,CTNND2_proteomics,0.4700018930346916,9.188543432270415e-07,GBM
3614,GMIP_proteomics,-0.4698996531247181,9.245524424223942e-07,GBM
498,APC_proteomics,0.46833309134661727,1.0161593863179837e-06,GBM
575,ARHGAP24_proteomics,-0.4678576140628673,1.0456226741850344e-06,GBM
1468,CD4_proteomics,-0.46747903299664095,1.0696585181766667e-06,GBM
5785,NCKAP1L_proteomics,-0.4671625433058982,1.0901529368139768e-06,GBM
580,ARHGAP30_proteomics,-0.4670639849246152,1.0966106988421598e-06,GBM
6670,PI4K2A_proteomics,-0.4666231050334723,1.1259442531821032e-06,GBM
6704,PIK3CD_proteomics,-0.4662648948315302,1.1503230583396594e-06,GBM
8149,SCRN1_proteomics,0.46596514982339154,1.1711062077486946e-06,GBM
962,BLOC1S1_proteomics,-0.4658473823629272,1.1793686357676015e-06,GBM
4775,LDLRAP1_proteomics,-0.46540089073266905,1.2111980974805808e-06,GBM
6043,NPAS3_proteomics,0.46517664566307715,1.2274892687755458e-06,GBM
3404,FYB1_proteomics,-0.46503494439218146,1.2378904631954076e-06,GBM
7526,RASAL3_proteomics,-0.4645787127341439,1.2719486848179605e-06,GBM
171,ADAP2_proteomics,-0.4644349187011614,1.2828656641120944e-06,GBM
3105,FAM19A5_proteomics,0.4640521725822081,1.3123580555885118e-06,GBM
6392,PARVG_proteomics,-0.4631967506858821,1.3806093311406378e-06,GBM
2559,DOCK8_proteomics,-0.4629196820492616,1.4034267493707837e-06,GBM
5047,MAN2A1_proteomics,-0.4621881013097853,1.4654022962371955e-06,GBM
7637,REL_proteomics,-0.46118506580762286,1.5545942514295218e-06,GBM
4763,LCP2_proteomics,-0.46088097013207374,1.5826341101686391e-06,GBM
2153,CTNNB1_proteomics,0.4608358789852845,1.5868323599812544e-06,GBM
2732,EHBP1L1_proteomics,-0.4600736240604506,1.6594172612743351e-06,GBM
2519,DNAJC21_proteomics,-0.4600181607794885,1.6648194750632718e-06,GBM
60,ABI3_proteomics,-0.4585684170672143,1.8120722625614602e-06,GBM
7424,RAB3IL1_proteomics,-0.4583886434542359,1.8311677593124094e-06,GBM
275,AIF1_proteomics,-0.458124004543946,1.8596242009010608e-06,GBM
5358,MLC1_proteomics,0.4580797432124604,1.8644242234891467e-06,GBM
3219,FCGR2A_proteomics,-0.45614754384248934,2.0857650169367127e-06,GBM
6765,PLCB2_proteomics,-0.4539868320636522,2.362634100990606e-06,GBM
9681,TRAF3IP3_proteomics,-0.45370692647269656,2.400942483470973e-06,GBM
2169,CTSL_proteomics,-0.45307843241566226,2.489108678720406e-06,GBM
4314,INPP5F_proteomics,-0.452337339773245,2.5970001028285062e-06,GBM
5558,MSR1_proteomics,-0.4518416229187484,2.6716184804940325e-06,GBM
9225,TBXAS1_proteomics,-0.45170041569799063,2.693241675045255e-06,GBM
1938,COL6A3_proteomics,-0.45069607788066646,2.851874186008257e-06,GBM
5729,NAIP_proteomics,-0.450599041426451,2.867659676471342e-06,GBM
6294,OTULINL_proteomics,-0.450567114368572,2.8728714544490186e-06,GBM
3252,FGD3_proteomics,-0.45050399709487854,2.8832010612871964e-06,GBM
1924,COL1A1_proteomics,-0.4504654484371207,2.8895270750601026e-06,GBM
7734,RIN2_proteomics,-0.4499853188856706,2.969424942369167e-06,GBM
7687,RGS12_proteomics,0.44987987377193384,2.9872491608114876e-06,GBM
3476,GAS2_proteomics,-0.4697398983127423,2.999487745964869e-06,GBM
6660,PHLDB2_proteomics,-0.4490432852775595,3.1322877910328356e-06,GBM
9572,TNFAIP8_proteomics,-0.4487992023446223,3.1758413130881147e-06,GBM
5672,MYO10_proteomics,0.44747819395886473,3.421652102638465e-06,GBM
3221,FCGR3A_proteomics,-0.44714792640110335,3.485855457407905e-06,GBM
10169,VAV1_proteomics,-0.44714281575333015,3.4868578325968787e-06,GBM
5049,MAN2B1_proteomics,-0.4470946229040094,3.496323507772922e-06,GBM
3966,HEXB_proteomics,-0.4468664074316057,3.541478131637973e-06,GBM
4269,IL18_proteomics,-0.44685949345758735,3.542854679296972e-06,GBM
4811,LIG4_proteomics,-0.4459812151698548,3.721882597767371e-06,GBM
855,B4GALT1_proteomics,-0.44594460701449457,3.729527011232262e-06,GBM
3417,GAA_proteomics,-0.44589844827073527,3.7391868692414644e-06,GBM
8929,ST6GAL1_proteomics,-0.4456766956565269,3.7859241266766863e-06,GBM
2843,EMILIN3_proteomics,0.4448454995715303,3.9660608068097495e-06,GBM
9199,TBC1D2B_proteomics,-0.44478800074311653,3.978816354476862e-06,GBM
7771,RNASET2_proteomics,-0.4446926822173949,4.000047119515243e-06,GBM
120,ACSL1_proteomics,-0.4430988657917541,4.371270683238373e-06,GBM
9564,TMX2_proteomics,0.44247121596391603,4.526188443300322e-06,GBM
228,AFAP1L1_proteomics,0.44247019495352147,4.526444617121426e-06,GBM
7259,PTBP3_proteomics,-0.4421726263221297,4.6016907007768496e-06,GBM
4014,HLA-DMB_proteomics,-0.4420053958513874,4.6444942745702475e-06,GBM
3740,GPSM3_proteomics,-0.4413199028416614,4.823904368713601e-06,GBM
2171,CTSS_proteomics,-0.44130470634471874,4.8279547151132385e-06,GBM
9929,TYROBP_proteomics,-0.439821091408167,5.239193515315559e-06,GBM
850,B3GLCT_proteomics,0.43973627038719365,5.263675157589547e-06,GBM
1459,CD300A_proteomics,-0.43969280266112104,5.276262861160558e-06,GBM
199,ADGRG1_proteomics,0.43904986726272655,5.465793645545529e-06,GBM
5906,NF1_proteomics,0.4390237262660885,5.473633839323636e-06,GBM
6730,PITPNC1_proteomics,0.4389280514887456,5.50241902712215e-06,GBM
9307,TFRC_proteomics,0.43876522364762793,5.551736418091483e-06,GBM
9657,TPMT_proteomics,-0.43867625407667193,5.578859230174182e-06,GBM
3613,GMFG_proteomics,-0.4382236838709577,5.7187711129845695e-06,GBM
9285,TES_proteomics,-0.43812580224901176,5.7494628704127955e-06,GBM
9022,STXBP2_proteomics,-0.4378059058846811,5.850855429916687e-06,GBM
3215,FCER1G_proteomics,-0.43757752821444584,5.924268696656897e-06,GBM
59,ABI2_proteomics,0.43736669249384297,5.992812535471229e-06,GBM
6424,PCDH19_proteomics,0.43734566119664203,5.999690747815902e-06,GBM
10157,VAMP8_proteomics,-0.43717980024779174,6.054196149627103e-06,GBM
2819,ELOVL2_proteomics,0.4369619362258975,6.126499758770502e-06,GBM
2209,CXXC5_proteomics,0.4368327665975318,6.16975116339642e-06,GBM
7621,RCSD1_proteomics,-0.43603279507538234,6.4440876197694125e-06,GBM
9744,TRIM9_proteomics,0.4355361097258303,6.62015460044013e-06,GBM
5871,NEDD4_proteomics,-0.43492452558367484,6.8431755206317605e-06,GBM
6293,OTULIN_proteomics,-0.4348584303290468,6.86769693229655e-06,GBM
8456,SLC1A4_proteomics,0.4343277691531323,7.067592777123073e-06,GBM
594,ARHGDIB_proteomics,-0.43428547405214163,7.083758456505367e-06,GBM
2564,DOK3_proteomics,-0.43312664513707677,7.5404584984994e-06,GBM
9648,TPD52L2_proteomics,-0.43283322233579696,7.660418024780941e-06,GBM
8671,SNAPIN_proteomics,-0.4324808050285488,7.806870073885636e-06,GBM
5978,NLGN3_proteomics,0.4324734096342814,7.809971375640629e-06,GBM
1691,CHDH_proteomics,0.4323313546635734,7.869768441636317e-06,GBM
383,AMPD3_proteomics,-0.43196184325911535,8.027335870245036e-06,GBM
6698,PIK3AP1_proteomics,-0.4317342235852393,8.12587010128734e-06,GBM
658,ARPC1B_proteomics,-0.4314725422377172,8.240555164155397e-06,GBM
9602,TNS3_proteomics,-0.4313928875879236,8.275765998041958e-06,GBM
10282,WDFY4_proteomics,-0.4312759004135461,8.327736122944417e-06,GBM
573,ARHGAP22_proteomics,-0.431206827760685,8.358564802502284e-06,GBM
5678,MYO1F_proteomics,-0.43077658405344676,8.553022639297012e-06,GBM
2124,CSPG5_proteomics,0.43072866994431275,8.574939862684398e-06,GBM
