,Comparison,Correlation,P_value,Cancer Type
703,EGFR_proteomics,0.9999999999999999,0.0,Brca
1419,MPP6_proteomics,0.6482016750801229,4.834438414996777e-15,Brca
538,CPNE8_proteomics,0.616452652877966,2.2292629095873168e-13,Brca
553,CRYBG3_proteomics,0.6099970715071926,4.612176438723387e-13,Brca
1858,PSAT1_proteomics,0.6093187041227728,4.973595244978248e-13,Brca
1709,PHC3_proteomics,-0.6032043673296034,9.738760535376897e-13,Brca
906,GATA3_proteomics,-0.5989112714956837,1.5478464694256326e-12,Brca
1212,KRT16_proteomics,0.5953254717268092,2.267368508490368e-12,Brca
1217,KRT5_proteomics,0.5947703956956036,2.4043842952646757e-12,Brca
1605,NXN_proteomics,0.5928643081653011,2.9385727077300687e-12,Brca
120,ANGPTL4_proteomics,0.5927303341631387,2.9801580865769115e-12,Brca
1452,MSI2_proteomics,-0.5927073291304642,2.9873558506601664e-12,Brca
2602,WWTR1_proteomics,0.5904236890563149,3.792047745957696e-12,Brca
1279,LPIN1_proteomics,0.5853048327707228,6.429025037315383e-12,Brca
1732,PLA2G4A_proteomics,0.5821618873400262,8.850043244400969e-12,Brca
873,FMNL2_proteomics,0.5798977074970961,1.1117892337405575e-11,Brca
223,ATP1B3_proteomics,0.5791346978189895,1.2001612503431938e-11,Brca
705,EHBP1_proteomics,0.578128173337492,1.3271710923324408e-11,Brca
2329,TBC1D9_proteomics,-0.5765724918711845,1.5493800901363032e-11,Brca
1526,NDUFA4L2_proteomics,0.6098649748436494,2.6391190237714396e-11,Brca
1274,LMX1B_proteomics,-0.5700717567371781,2.9329942308461165e-11,Brca
2196,SLC9A3R1_proteomics,-0.5698606251584877,2.993721603128771e-11,Brca
1646,PARD6B_proteomics,-0.567350488543637,3.815436261159485e-11,Brca
333,CA12_proteomics,-0.5654257640250651,4.588954162558463e-11,Brca
1524,NDRG1_proteomics,0.5635350183366943,5.494995624499721e-11,Brca
2441,TRIP10_proteomics,0.5627884324370849,5.898357339291424e-11,Brca
623,DENND2D_proteomics,-0.5624979330807623,6.062903778798008e-11,Brca
1401,MMP14_proteomics,0.5611608759369696,6.879092766499291e-11,Brca
166,ARHGAP10_proteomics,0.5605272344738426,7.301970002203246e-11,Brca
1403,MMP24_proteomics,0.5594043658286081,8.113699162208727e-11,Brca
1758,PLOD1_proteomics,0.559319003315738,8.178847403328096e-11,Brca
1695,PFKP_proteomics,0.5576454572411504,9.56282529768725e-11,Brca
317,C3orf58_proteomics,0.5757376747378147,1.072509707654087e-10,Brca
1388,MKL2_proteomics,-0.5560954802302165,1.1044133891130862e-10,Brca
818,FAT1_proteomics,0.5520735268804902,1.5993268289104324e-10,Brca
884,FOXA1_proteomics,-0.5512934214292077,1.7174353739367383e-10,Brca
435,CDK6_proteomics,0.5505854145057493,1.8318707686012932e-10,Brca
1140,JADE2_proteomics,-0.5498101489030285,1.965601817326199e-10,Brca
807,FAM49A_proteomics,0.5424790152543927,3.793445903602549e-10,Brca
1496,NAMPT_proteomics,0.5424696350033302,3.796600090509416e-10,Brca
1159,KDELC1_proteomics,0.5403531169426077,4.576744229657296e-10,Brca
497,CMBL_proteomics,-0.5382975141734666,5.480819880033156e-10,Brca
674,DSC2_proteomics,0.5372170409572861,6.022617910674836e-10,Brca
759,ESR1_proteomics,-0.5358493786720276,6.782657491107294e-10,Brca
2433,TRIM16_proteomics,0.5357323977714346,6.85178868587559e-10,Brca
2290,SUN1_proteomics,0.5345705715261186,7.576226420501041e-10,Brca
347,CALU_proteomics,0.5339506757285655,7.992347256304678e-10,Brca
675,DSC3_proteomics,0.5335853213297187,8.247809036258182e-10,Brca
1091,IGF2BP2_proteomics,0.5318454295739992,9.576076694939554e-10,Brca
2563,VLDLR_proteomics,0.5682466599006053,1.0410938986118182e-09,Brca
1486,MYO1E_proteomics,0.5303115940393515,1.0915719613312294e-09,Brca
