,Comparison,Correlation,P_value
2728,EGFR_proteomics,0.9999999999999998,0.0
6656,PHLDA1_proteomics,0.8168478152481624,6.553435386439516e-25
3757,GRB2_proteomics,-0.6108891162098071,1.8863841081443212e-11
8734,SOCS2_proteomics,0.5627196030682289,1.3434640782638403e-09
1528,CDH4_proteomics,0.5591797537196763,1.7900481215202169e-09
6750,PLA2G15_proteomics,-0.5566242323733048,2.1975620249173136e-09
2256,DAB2_proteomics,-0.5564015379913563,2.2370098379586097e-09
3580,GLA_proteomics,-0.5504906315237544,3.5702294261417183e-09
2163,CTSC_proteomics,-0.5462852751917662,4.951742478740451e-09
1769,CKB_proteomics,0.5442462597158703,5.793441254542527e-09
2295,DCBLD2_proteomics,-0.5653725668293248,6.4080703524936024e-09
655,ARNT2_proteomics,0.5420787847456093,6.837755397258698e-09
8371,SHC1_proteomics,-0.5405244914396086,7.695117931637705e-09
8146,SCPEP1_proteomics,-0.531494133013942,1.51074842787198e-08
7828,ROBO2_proteomics,0.5271277906035979,2.078744078781758e-08
6658,PHLDA3_proteomics,0.5258827854613878,2.2749193535040245e-08
963,BLOC1S2_proteomics,-0.5229648266822912,2.806359641551675e-08
810,ATP7A_proteomics,-0.5224817306372646,2.9050654593125225e-08
5254,MEOX2_proteomics,0.5458632466939957,3.15918193420926e-08
1451,CD180_proteomics,-0.5182666129723484,3.9188354698101024e-08
3071,FAM129B_proteomics,-0.5149840251387472,4.933815184977254e-08
8192,SEC23IP_proteomics,-0.5144035788843105,5.137602364276023e-08
9633,TOR4A_proteomics,-0.5138471291537452,5.3404847290912614e-08
10387,XRN1_proteomics,-0.5116564308207833,6.215974541674248e-08
6422,PCDH17_proteomics,0.5060447136622968,9.126315836197022e-08
10263,WAS_proteomics,-0.5019180366341212,1.2051684359689666e-07
4908,LRP4_proteomics,0.5008960940270109,1.290345559556091e-07
586,ARHGAP4_proteomics,-0.4989264348229207,1.470944267430579e-07
6046,NPC2_proteomics,-0.498790591960705,1.484248567280722e-07
4259,IKBKE_proteomics,-0.5197345389973977,1.5256152296365938e-07
3735,GPRIN3_proteomics,-0.49783635480482147,1.5809856909910795e-07
7020,PPP1R18_proteomics,-0.4972021285670396,1.648569205371532e-07
5896,NEO1_proteomics,0.4969841203020866,1.6724287017663087e-07
2162,CTSB_proteomics,-0.4968953119173142,1.682242054480339e-07
2900,EPHB3_proteomics,0.49601893686837845,1.7820656121740215e-07
4710,KYNU_proteomics,-0.49551657943951066,1.8418019170073093e-07
4933,LRRC75A_proteomics,0.49540215858447634,1.855671837806378e-07
7680,RGMA_proteomics,0.4950729034600597,1.8961401926600872e-07
1806,CLIP2_proteomics,0.49327992110355356,2.131667000797299e-07
8934,STAB1_proteomics,-0.4929776568817793,2.1740173356435911e-07
589,ARHGAP45_proteomics,-0.49256376995601736,2.2333067744614186e-07
4113,HSD17B11_proteomics,-0.49184266467177457,2.3402960541558968e-07
9074,SVIL_proteomics,-0.49130315234332644,2.423511222761499e-07
8764,SOX9_proteomics,0.49067010488451357,2.5247410385485407e-07
2551,DOCK10_proteomics,-0.48971507364617484,2.685098314979208e-07
5350,MITF_proteomics,-0.5096486438817509,2.892238411102922e-07
8348,SH3BP1_proteomics,-0.4884798437640261,2.9068965540064064e-07
3710,GPHN_proteomics,0.48659911599553907,3.278328525577992e-07
2585,DPP6_proteomics,0.4863244796622994,3.3362018609614224e-07
2856,ENG_proteomics,-0.48563903357264726,3.4849083075673814e-07
8924,ST14_proteomics,-0.48465923206111367,3.708446279663333e-07
