Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2016	Gene Expression Homo sapiens R-HSA-74160	78/1631	1.0865955401649862e-16	7.932147443204399e-14	0	0	3.36677398583387	123.75692872991578	DDX47;WDR3;WDR4;HNRNPU;NAT10;ZC3H8;ADAR;PPP2R2A;EPRS;PWP2;USP39;WDR46;ELAVL1;EFTUD2;XPO1;XPO5;TOPBP1;TNPO1;SUPT16H;RFC3;RFC4;NUP210;PARP1;NCBP1;NUP133;IMP3;RFC2;NSUN2;DNMT3A;WDR75;DARS2;IMP4;THOC3;TFB2M;THOC2;PUS7;UTP18;THOC7;DDX39A;PRPF6;MSH2;HNRNPH1;EEF1D;PRPF3;DDX5;PCNA;DHX9;RNMT;HEATR1;NUP85;POLR2B;EXOSC9;PCBP1;PES1;TPR;HARS;RAE1;DCAF13;RANBP2;CPSF4;UTP6;SSB;CPSF1;NUP155;INTS3;CPSF3;INTS2;GSR;SSRP1;WDR12;SUPT5H;BYSL;CDK9;TPX2;TBL3;EIF5;MPHOSPH10;IARS
Reactome_2016	Cell Cycle, Mitotic Homo sapiens R-HSA-69278	39/462	3.268841912923889e-16	1.1931272982172198e-13	0	0	5.737496844086392	204.5814987928695	TOP2A;AHCTF1;PCNA;MCM7;DCTN1;NCAPG;BUB1B;PPP2R2A;NCAPH;ORC5;ACTR1A;PCM1;XPO1;NUP85;NUF2;TPR;RAE1;RAB8A;RANBP2;GINS2;RFC3;RFC4;NUP210;NUP155;NUP133;PRKCB;RFC2;GINS4;CDK11B;NDC80;TPX2;CENPF;PPP2R2D;MCM3;MCM4;MCM5;OPTN;MAD2L1;MCM2
Reactome_2016	Processing of Capped Intron-Containing Pre-mRNA Homo sapiens R-HSA-72203	25/193	5.4155727325294826e-15	1.3177893649155078e-12	0	0	8.976485330974494	294.8730347031367	DDX5;DHX9;HNRNPU;USP39;ELAVL1;EFTUD2;NUP85;POLR2B;PCBP1;TPR;RAE1;RANBP2;NUP210;CPSF1;NUP155;NCBP1;NUP133;CPSF3;THOC3;THOC2;THOC7;DDX39A;PRPF6;HNRNPH1;PRPF3
Reactome_2016	Cell Cycle Homo sapiens R-HSA-1640170	40/566	5.1708496007813397e-14	9.436800521425944e-12	0	0	4.722235938965977	144.4680926937308	TOP2A;AHCTF1;PCNA;MCM7;DCTN1;NCAPG;BUB1B;PPP2R2A;NCAPH;ORC5;ACTR1A;PCM1;XPO1;NUP85;NUF2;TPR;TOPBP1;RAE1;RAB8A;RANBP2;GINS2;RFC3;RFC4;NUP210;NUP155;NUP133;PRKCB;RFC2;GINS4;CDK11B;NDC80;TPX2;CENPF;PPP2R2D;MCM3;MCM4;MCM5;OPTN;MAD2L1;MCM2
Reactome_2016	rRNA modification in the nucleus Homo sapiens R-HSA-6790901	14/58	9.12789811483441e-13	1.3326731247658238e-10	0	0	18.67936853565596	517.8345121386477	UTP6;DDX47;IMP3;WDR3;HEATR1;NAT10;WDR75;IMP4;PWP2;WDR46;UTP18;TBL3;MPHOSPH10;DCAF13
Reactome_2016	DNA strand elongation Homo sapiens R-HSA-69190	11/32	3.519410273156981e-12	4.281949165674327e-10	0	0	30.51307051010315	804.7128991334132	GINS2;RFC3;PCNA;RFC4;MCM7;RFC2;GINS4;MCM3;MCM4;MCM5;MCM2
Reactome_2016	Transport of Mature Transcript to Cytoplasm Homo sapiens R-HSA-72202	14/74	3.1924990601775424e-11	3.3293204484708652e-09	0	0	13.687025948103791	330.7830064031189	RANBP2;NCBP1;NUP210;NUP133;CPSF1;NUP155;CPSF3;THOC3;THOC2;THOC7;DDX39A;NUP85;TPR;RAE1
Reactome_2016	Unwinding of DNA Homo sapiens R-HSA-176974	7/12	3.3413068921486196e-10	3.048942539085616e-08	0	0	80.66217008797653	1760.0073260468137	GINS2;MCM7;GINS4;MCM3;MCM4;MCM5;MCM2
Reactome_2016	Transport of Mature mRNA Derived from an Intronless Transcript Homo sapiens R-HSA-159231	10/37	5.131583282497131e-10	4.1622842180254525e-08	0	0	21.50449265833881	459.9904886793961	RANBP2;CPSF1;NCBP1;NUP210;NUP133;NUP155;NUP85;CPSF3;TPR;RAE1
Reactome_2016	Transport of Mature mRNAs Derived from Intronless Transcripts Homo sapiens R-HSA-159234	10/38	6.857536690987784e-10	5.0060017844210834e-08	0	0	20.73541842772612	437.5277511852248	RANBP2;CPSF1;NCBP1;NUP210;NUP133;NUP155;NUP85;CPSF3;TPR;RAE1
