Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2016	Insulin signaling pathway Homo sapiens hsa04910	2/139	0.012957476881071222	1.0	0	0	11.510791366906474	50.026846527932555	PRKAR1B;CBLB
KEGG_2016	Ubiquinone and other terpenoid-quinone biosynthesis Homo sapiens hsa00130	1/11	0.013667656724254872	1.0	0	0	72.72727272727273	312.19804075139365	COQ7
KEGG_2016	Fatty acid biosynthesis Homo sapiens hsa00061	1/13	0.016133351108423025	1.0	0	0	61.53846153846154	253.9610247487083	OXSM
KEGG_2016	Regulation of autophagy Homo sapiens hsa04140	1/39	0.04765382301955378	1.0	0	0	20.51282051282051	62.43676760697376	GABARAPL2
KEGG_2016	Fatty acid metabolism Homo sapiens hsa01212	1/48	0.05833713362751975	1.0	0	0	16.666666666666664	47.358607465807104	OXSM
KEGG_2016	Mineral absorption Homo sapiens hsa04978	1/51	0.0618726005630431	1.0	0	0	15.68627450980392	43.649848433322354	FTH1
KEGG_2016	Glutathione metabolism Homo sapiens hsa00480	1/52	0.06304825523333392	1.0	0	0	15.384615384615385	42.520844456932224	GSTM1
KEGG_2016	Drug metabolism - cytochrome P450 Homo sapiens hsa00982	1/69	0.08281930091718732	1.0	0	0	11.594202898550725	28.882250920470646	GSTM1
KEGG_2016	Metabolism of xenobiotics by cytochrome P450 Homo sapiens hsa00980	1/73	0.08741276636564344	1.0	0	0	10.958904109589039	26.708097958693553	GSTM1
KEGG_2016	Chronic myeloid leukemia Homo sapiens hsa05220	1/73	0.08741276636564344	1.0	0	0	10.958904109589039	26.708097958693553	CBLB
KEGG_2016	Bacterial invasion of epithelial cells Homo sapiens hsa05100	1/78	0.09312354716675378	1.0	0	0	10.256410256410255	24.34695593126182	CBLB
KEGG_2016	Cardiac muscle contraction Homo sapiens hsa04260	1/78	0.09312354716675378	1.0	0	0	10.256410256410255	24.34695593126182	COX6C
KEGG_2016	Chemical carcinogenesis Homo sapiens hsa05204	1/82	0.09766745500082748	1.0	0	0	9.75609756097561	22.694506214487106	GSTM1
KEGG_2016	ErbB signaling pathway Homo sapiens hsa04012	1/87	0.10331660985238016	1.0	0	0	9.195402298850574	20.873168950867488	CBLB
KEGG_2016	GABAergic synapse Homo sapiens hsa04727	1/88	0.10444235925783217	1.0	0	0	9.090909090909092	20.537454052784287	GABARAPL2
KEGG_2016	T cell receptor signaling pathway Homo sapiens hsa04660	1/104	0.12227087840990965	1.0	0	0	7.6923076923076925	16.165510620538743	CBLB
KEGG_2016	FoxO signaling pathway Homo sapiens hsa04068	1/133	0.15372024298700074	1.0	0	0	6.015037593984963	11.263885308722134	GABARAPL2
KEGG_2016	Oxidative phosphorylation Homo sapiens hsa00190	1/133	0.15372024298700074	1.0	0	0	6.015037593984963	11.263885308722134	COX6C
KEGG_2016	Measles Homo sapiens hsa05162	1/136	0.1569111747282574	1.0	0	0	5.882352941176469	10.894561175305254	CBLB
KEGG_2016	Ubiquitin mediated proteolysis Homo sapiens hsa04120	1/137	0.15797224953081032	1.0	0	0	5.8394160583941614	10.775684071602369	CBLB
KEGG_2016	Apoptosis Homo sapiens hsa04210	1/140	0.16114778751609565	1.0	0	0	5.7142857142857135	10.431048000912432	AIFM1
KEGG_2016	Parkinson's disease Homo sapiens hsa05012	1/142	0.16325842224474865	1.0	0	0	5.633802816901407	10.210822090538711	COX6C
KEGG_2016	Non-alcoholic fatty liver disease (NAFLD) Homo sapiens hsa04932	1/151	0.17269335303759045	1.0	0	0	5.298013245033112	9.304571036086276	COX6C
KEGG_2016	Alzheimer's disease Homo sapiens hsa05010	1/168	0.1902369676638972	1.0	0	0	4.761904761904762	7.902308503315512	COX6C
KEGG_2016	Metabolic pathways Homo sapiens hsa01100	3/1239	0.199554377504781	1.0	0	0	1.937046004842615	3.1218760500651137	OXSM;COX6C;COQ7
KEGG_2016	Huntington's disease Homo sapiens hsa05016	1/193	0.21538905451137946	1.0	0	0	4.1450777202072535	6.363976498492692	COX6C
KEGG_2016	Focal adhesion Homo sapiens hsa04510	1/202	0.2242588404307064	1.0	0	0	3.96039603960396	5.920611313305974	PARVB
KEGG_2016	Proteoglycans in cancer Homo sapiens hsa05205	1/203	0.2252384091287941	1.0	0	0	3.940886699507389	5.874269326602891	CBLB
KEGG_2016	Endocytosis Homo sapiens hsa04144	1/259	0.2782387232095032	1.0	0	0	3.088803088803089	3.951431095588267	CBLB
KEGG_2016	Pathways in cancer Homo sapiens hsa05200	1/397	0.3944054098740203	1.0	0	0	2.0151133501259446	1.8748129765815853	CBLB
