,Comparison,Correlation,P_value,fdr_bh_p_val,Cancer Type
454,EGFR_proteomics,0.9999999999999998,0.0,0.0,GBM
1043,PHLDA1_proteomics,0.8168478152481624,6.553435386439516e-25,3.507070947053107e-21,GBM
642,GRB2_proteomics,-0.6108891162098071,1.8863841081443212e-11,6.729989703156223e-08,GBM
1353,SOCS2_proteomics,0.5627196030682289,1.3434640782638403e-09,3.420388042238714e-06,GBM
274,CDH4_proteomics,0.5591797537196763,1.7900481215202169e-09,3.420388042238714e-06,GBM
1059,PLA2G15_proteomics,-0.5566242323733048,2.1975620249173136e-09,3.420388042238714e-06,GBM
384,DAB2_proteomics,-0.5564015379913563,2.2370098379586097e-09,3.420388042238714e-06,GBM
615,GLA_proteomics,-0.5504906315237544,3.5702294261417183e-09,4.776520693499352e-06,GBM
366,CTSC_proteomics,-0.5462852751917662,4.951742478740451e-09,5.888722194439894e-06,GBM
298,CKB_proteomics,0.5442462597158703,5.793441254542527e-09,6.098708001404987e-06,GBM
390,DCBLD2_proteomics,-0.5653725668293248,6.4080703524936024e-09,6.098708001404987e-06,GBM
125,ARNT2_proteomics,0.5420787847456093,6.837755397258698e-09,6.098708001404987e-06,GBM
1300,SHC1_proteomics,-0.5405244914396086,7.695117931637705e-09,6.33544978633218e-06,GBM
1253,SCPEP1_proteomics,-0.531494133013942,1.51074842787198e-08,1.1549671731081287e-05,GBM
1217,ROBO2_proteomics,0.5271277906035979,2.078744078781758e-08,1.4832531916800771e-05,GBM
1045,PHLDA3_proteomics,0.5258827854613878,2.2749193535040245e-08,1.5217788650345985e-05,GBM
177,BLOC1S2_proteomics,-0.5229648266822912,2.806359641551675e-08,1.7273842006123295e-05,GBM
152,ATP7A_proteomics,-0.5224817306372646,2.9050654593125225e-08,1.7273842006123295e-05,GBM
868,MEOX2_proteomics,0.5458632466939957,3.15918193420926e-08,1.77961706536009e-05,GBM
260,CD180_proteomics,-0.5182666129723484,3.9188354698101024e-08,2.0971648016688764e-05,GBM
512,FAM129B_proteomics,-0.5149840251387472,4.933815184977254e-08,2.4851829589332074e-05,GBM
1260,SEC23IP_proteomics,-0.5144035788843105,5.137602364276023e-08,2.4851829589332074e-05,GBM
1460,TOR4A_proteomics,-0.5138471291537452,5.3404847290912614e-08,2.4851829589332074e-05,GBM
1551,XRN1_proteomics,-0.5116564308207833,6.215974541674248e-08,2.7720656466474783e-05,GBM
1015,PCDH17_proteomics,0.5060447136622968,9.126315836197022e-08,3.907158335792669e-05,GBM
1537,WAS_proteomics,-0.5019180366341212,1.2051684359689666e-07,4.961122219298403e-05,GBM
811,LRP4_proteomics,0.5008960940270109,1.290345559556091e-07,5.1150253792329034e-05,GBM
113,ARHGAP4_proteomics,-0.4989264348229207,1.470944267430579e-07,5.295599032089138e-05,GBM
970,NPC2_proteomics,-0.498790591960705,1.484248567280722e-07,5.295599032089138e-05,GBM
715,IKBKE_proteomics,-0.5197345389973977,1.5256152296365938e-07,5.295599032089138e-05,GBM
636,GPRIN3_proteomics,-0.49783635480482147,1.5809856909910795e-07,5.295599032089138e-05,GBM
1100,PPP1R18_proteomics,-0.4972021285670396,1.648569205371532e-07,5.295599032089138e-05,GBM
948,NEO1_proteomics,0.4969841203020866,1.6724287017663087e-07,5.295599032089138e-05,GBM
365,CTSB_proteomics,-0.4968953119173142,1.682242054480339e-07,5.295599032089138e-05,GBM
483,EPHB3_proteomics,0.49601893686837845,1.7820656121740215e-07,5.340628547905504e-05,GBM
772,KYNU_proteomics,-0.49551657943951066,1.8418019170073093e-07,5.340628547905504e-05,GBM
817,LRRC75A_proteomics,0.49540215858447634,1.855671837806378e-07,5.340628547905504e-05,GBM
1190,RGMA_proteomics,0.4950729034600597,1.8961401926600872e-07,5.340628547905504e-05,GBM
303,CLIP2_proteomics,0.49327992110355356,2.131667000797299e-07,5.817126885848339e-05,GBM
1379,STAB1_proteomics,-0.4929776568817793,2.1740173356435911e-07,5.817126885848339e-05,GBM
114,ARHGAP45_proteomics,-0.49256376995601736,2.2333067744614186e-07,5.830020099283064e-05,GBM
693,HSD17B11_proteomics,-0.49184266467177457,2.3402960541558968e-07,5.9638544446739436e-05,GBM
1397,SVIL_proteomics,-0.49130315234332644,2.423511222761499e-07,6.0322885156317034e-05,GBM
1358,SOX9_proteomics,0.49067010488451357,2.5247410385485407e-07,6.141432576269325e-05,GBM
430,DOCK10_proteomics,-0.48971507364617484,2.685098314979208e-07,6.386357170049437e-05,GBM
878,MITF_proteomics,-0.5096486438817509,2.892238411102922e-07,6.619683790963951e-05,GBM
1294,SH3BP1_proteomics,-0.4884798437640261,2.9068965540064064e-07,6.619683790963951e-05,GBM
631,GPHN_proteomics,0.48659911599553907,3.278328525577992e-07,7.28721806487145e-05,GBM
