,Comparison,Correlation,P_value,Cancer Type
350,EGFR_proteomics,1.0,0.0,Luad
459,GGCT_proteomics,0.6090062021637369,8.961433687711434e-09,Luad
590,LANCL2_proteomics,0.5888080582787203,4.733914417889246e-08,Luad
730,NUDCD3_proteomics,0.5683828297279072,2.502211760931454e-07,Luad
1079,TAX1BP1_proteomics,0.5615544926721305,3.7340129419971346e-07,Luad
486,GRAP_proteomics,-0.5441949411386242,1.2229379439717046e-06,Luad
26,ADGRF1_proteomics,0.6068124376801186,1.2229379439717046e-06,Luad
213,CDK13_proteomics,0.541352988659871,1.3618436701347583e-06,Luad
485,GRAMD2B_proteomics,0.5621979613870919,2.0233180188726626e-06,Luad
620,MACC1_proteomics,0.5222575198923531,5.202097979786671e-06,Luad
1168,URGCP_proteomics,0.5157807882035345,7.864740226840802e-06,Luad
789,PGRMC1_proteomics,0.5123219374034529,9.418620158928297e-06,Luad
1009,SNX13_proteomics,0.5095785343045973,1.0724779424308668e-05,Luad
123,BAG6_proteomics,0.5043013171808813,1.4836118293938697e-05,Luad
361,ELOB_proteomics,0.49913074875270175,1.9060143005484635e-05,Luad
480,GPC4_proteomics,0.49953487456917617,1.9060143005484635e-05,Luad
340,DPY19L1_proteomics,0.4957418062264653,2.1216359497558504e-05,Luad
185,CCDC47_proteomics,0.4955948228302136,2.1216359497558504e-05,Luad
1159,UBL4A_proteomics,0.49474903000080706,2.1216359497558504e-05,Luad
457,GET4_proteomics,0.4946142413076791,2.1216359497558504e-05,Luad
386,ESRP1_proteomics,0.4871642358418356,3.448500517528589e-05,Luad
902,RBP5_proteomics,-0.48536030884856035,3.576910107633093e-05,Luad
646,MET_proteomics,0.48569150743892037,3.576910107633093e-05,Luad
284,CUTC_proteomics,-0.47858050251729345,5.2799686841749295e-05,Luad
589,LAMP2_proteomics,0.47896568784492777,5.2799686841749295e-05,Luad
889,RARA_proteomics,0.47629733473360986,5.5995795047700704e-05,Luad
1049,STARD5_proteomics,-0.4863166492180247,5.5995795047700704e-05,Luad
1105,TMEM106B_proteomics,0.4760758333323769,5.5995795047700704e-05,Luad
893,RASGRP2_proteomics,-0.4731973372682005,6.577789304409202e-05,Luad
482,GPR89A_proteomics,0.4701602634479226,7.8049661994031e-05,Luad
829,PPIA_proteomics_1,0.46649269443513247,8.679806085214435e-05,Luad
581,KRI1_proteomics,0.4660285270092378,8.679806085214435e-05,Luad
990,SLC34A2_proteomics,0.46771761211607576,8.679806085214435e-05,Luad
724,NSDHL_proteomics,0.46658741734905207,8.679806085214435e-05,Luad
1233,ZMIZ2_proteomics,0.46583410982803375,8.679806085214435e-05,Luad
991,SLC34A2_proteomics_1,0.4663443368537523,8.679806085214435e-05,Luad
390,ETF1_proteomics,0.4651461644897561,8.838545549518504e-05,Luad
161,C6orf89_proteomics,0.47287429568917727,9.624944687276823e-05,Luad
563,IVL_proteomics,0.46305374010987077,9.624944687276823e-05,Luad
370,EMD_proteomics,0.4618219843307426,0.00010172904732011191,Luad
1125,TOR1AIP2_proteomics,0.46073496075040965,0.00010401087329284532,Luad
97,ATE1_proteomics,-0.46079379290535705,0.00010401087329284532,Luad
946,SAMD12_proteomics,0.4600405041519496,0.00010629076382552455,Luad
254,CNKSR1_proteomics,0.4587419709732064,0.0001130086197853306,Luad
1051,STAT5B_proteomics,-0.4545850377152757,0.00014124147710119025,Luad
136,BLVRA_proteomics,0.4548141222367076,0.00014124147710119025,Luad
874,PURB_proteomics,0.45405266460907073,0.00014301697241767523,Luad
817,PLS3_proteomics,0.4526909438576488,0.00015272072749343468,Luad
1035,SPTLC2_proteomics,0.45084393667758427,0.00016817292736664546,Luad
840,PPP3CB_proteomics,-0.4487285436308015,0.00018459209288039226,Luad
1186,VSTM2L_proteomics,0.45648182376775864,0.00018459209288039226,Luad
638,MBOAT2_proteomics,0.4484072178619765,0.00018472702054184853,Luad
393,EVI5L_proteomics,0.446080877450079,0.0001915101646356825,Luad
882,RAB38_proteomics,0.4466356662850438,0.0001915101646356825,Luad
