,Comparison,Correlation,P_value,Cancer Type
4,CD274_proteomics,1.0,0.0,LSCC
1,STAT1_proteomics,0.6326542104635231,1.6529606833232648e-12,LSCC
7,CD4_proteomics,0.41170479527541404,1.280859905283946e-05,LSCC
13,CD163_proteomics,0.408552705785171,1.513736606945679e-05,LSCC
20,LCK_proteomics,0.40838302696820916,1.5273372761651655e-05,LSCC
22,LCK_proteomics,0.40838302696820916,1.5273372761651655e-05,LSCC
6,CD8A_proteomics,0.4063316835405719,1.701108665175051e-05,LSCC
9,CD3G_proteomics,0.4465047769764757,1.841631297590275e-05,LSCC
3,JAK2_proteomics,0.3948968319502102,3.062179435319922e-05,LSCC
14,HAVCR2_proteomics,0.38990958820091925,3.9307270306178e-05,LSCC
19,CD5_proteomics,0.3879961302572402,4.3213402789062935e-05,LSCC
17,ZAP70_proteomics,0.38784714913108986,4.353227835127272e-05,LSCC
8,CD3E_proteomics,0.3752085490587208,8.019577243808355e-05,LSCC
10,GRB2_proteomics,0.34434747941565275,0.00032199362912975287,LSCC
11,AIF1_proteomics,0.3246160207516828,0.0007288654280010794,LSCC
2,VAV1_proteomics,0.32236896237585744,0.0007972140990977181,LSCC
21,PTPN6_proteomics,0.3027040913119897,0.0016973173151960687,LSCC
18,BTK_proteomics,0.2897316371635286,0.0027184053833259948,LSCC
12,CD14_proteomics,0.2805156098559992,0.0037500702624613694,LSCC
16,IGF1_proteomics,-0.35146629262517814,0.005893921454350417,LSCC
15,HLA-DRA_proteomics,0.26296812610345965,0.006723444068254179,LSCC
5,RAC1_proteomics,0.2598683238888338,0.007425335343479033,LSCC
0,MAPK3_proteomics,-0.2572517793996033,0.008067410068133656,LSCC
23,LYN_proteomics,0.25274817239971875,0.009287799832211318,LSCC
