,Comparison,Correlation,P_value,Cancer Type
54,EGFR_proteomics,0.9999999999999998,0.0,Ovarian
57,ERO1A_proteomics,0.5121576051190955,0.003794737371685945,Ovarian
43,CP_proteomics,0.4893278131754406,0.005212181297145278,Ovarian
36,CGGBP1_proteomics,-0.49299264688237354,0.005212181297145278,Ovarian
129,PROSER2_proteomics,0.5245929168077215,0.005212181297145278,Ovarian
5,ALDH1L1_proteomics,0.4867613041483839,0.005212181297145278,Ovarian
182,TRPM4_proteomics,0.48385940835209446,0.005214937906738739,Ovarian
33,CFHR1_proteomics,0.4784062660144347,0.005589763298034135,Ovarian
125,PMPCA_proteomics,-0.4776108056016822,0.005589763298034135,Ovarian
50,DHFR_proteomics,-0.4757258748186668,0.005589763298034135,Ovarian
117,NFIC_proteomics,0.4726618015365188,0.005949677059037212,Ovarian
7,ALG9_proteomics,0.4745137853444875,0.008920225518496005,Ovarian
147,RNF41_proteomics,0.4620826908545781,0.008920225518496005,Ovarian
35,CFHR5_proteomics,0.45552955201326595,0.009046865995662302,Ovarian
155,SLC2A4_proteomics,0.6777947768010828,0.009046865995662302,Ovarian
136,RALGAPA2_proteomics,0.45929207488287627,0.009046865995662302,Ovarian
124,PLEKHA6_proteomics,0.4556149971389768,0.009046865995662302,Ovarian
1,ABRAXAS1_proteomics,-0.4521239430695056,0.009064267827264971,Ovarian
181,TRIP10_proteomics_1,0.45262113298733697,0.009064267827264971,Ovarian
91,IVNS1ABP_proteomics,0.4539583499595119,0.009064267827264971,Ovarian
190,TUBB4B_proteomics,-0.43955660924283446,0.009101244223836975,Ovarian
144,RCC2_proteomics,-0.44138888447368196,0.009101244223836975,Ovarian
52,DOCK1_proteomics,0.4399210030558673,0.009101244223836975,Ovarian
53,DOCK1_proteomics_1,0.43995158582710187,0.009101244223836975,Ovarian
28,CALU_proteomics_1,0.4411175569031522,0.009101244223836975,Ovarian
27,CALU_proteomics,0.4467257071243231,0.009101244223836975,Ovarian
49,DDX5_proteomics,-0.4446501270770963,0.009101244223836975,Ovarian
95,KIF13B_proteomics,0.43977820383347,0.009101244223836975,Ovarian
65,FAM89B_proteomics,0.4887489645659464,0.009101244223836975,Ovarian
20,C3_proteomics,0.4396574853743202,0.009101244223836975,Ovarian
140,RBM24_proteomics,-0.44013124600039455,0.009101244223836975,Ovarian
180,TRIP10_proteomics,0.4506953102079415,0.009101244223836975,Ovarian
81,HCFC1_proteomics,-0.4472493648727852,0.009101244223836975,Ovarian
102,LGALS3_proteomics,0.4444794311552248,0.009101244223836975,Ovarian
138,RALY_proteomics_1,-0.43986366891550266,0.009101244223836975,Ovarian
137,RALY_proteomics,-0.44447392248995665,0.009101244223836975,Ovarian
77,GNG12_proteomics,0.4372882581946351,0.00955540426848586,Ovarian
16,ASL_proteomics,0.43743692525998756,0.00955540426848586,Ovarian
105,LRSAM1_proteomics,-0.4367562409599259,0.00955540426848586,Ovarian
197,USF1_proteomics,-0.4353685632609848,0.009926083503525317,Ovarian
34,CFHR2_proteomics,0.43450446479205096,0.01007239764219414,Ovarian
46,CRYL1_proteomics,0.43185914515423673,0.011083201452608205,Ovarian
45,CRISP3_proteomics,0.4302447696379097,0.011165623244798823,Ovarian
99,KRT19_proteomics,0.4301595690487068,0.011165623244798823,Ovarian
24,C8A_proteomics,0.4309698527646243,0.011165623244798823,Ovarian
83,HNRNPAB_proteomics_1,-0.42855226828355797,0.011736939106728971,Ovarian
17,ATOX1_proteomics,-0.42760180630273714,0.011983975620964153,Ovarian
82,HNRNPAB_proteomics,-0.42647948621772097,0.012333821490849035,Ovarian
85,HOOK1_proteomics,0.4248113261416043,0.01300670053190436,Ovarian
188,TUBB4A_proteomics,-0.42218915003354146,0.01424129157776736,Ovarian
189,TUBB4A_proteomics_1,-0.42183324102999,0.01424129157776736,Ovarian
39,CLDND1_proteomics,0.4178396259515669,0.01597531015157539,Ovarian
154,SGF29_proteomics,-0.41744379322165703,0.01597531015157539,Ovarian
130,PROZ_proteomics,0.43810978509313886,0.01597531015157539,Ovarian
67,FETUB_proteomics,0.41815153135961014,0.01597531015157539,Ovarian
68,FGD4_proteomics,0.41686927556545283,0.016082853481462853,Ovarian
110,MPHOSPH6_proteomics,-0.4152279310632958,0.01637846726092227,Ovarian
42,CMBL_proteomics,0.4157113035403358,0.01637846726092227,Ovarian
161,SRSF7_proteomics,-0.4154580688612685,0.01637846726092227,Ovarian
202,ZNF318_proteomics,-0.41312486616827615,0.017616473074664008,Ovarian
121,PGM1_proteomics,0.41256127411656374,0.017747344959194996,Ovarian
