,Comparison,Correlation,P_value
883,EGFR_proteomics,0.9999999999999999,0.0
72,PSAT1_proteomics,0.6093187041227728,4.973595244978248e-13
707,ANGPTL4_proteomics,0.5927303341631387,2.9801580865769115e-12
52,PLA2G4A_proteomics,0.5821618873400262,8.850043244400969e-12
914,PFKP_proteomics,0.5576454572411504,9.56282529768725e-11
561,FOXA1_proteomics,-0.5512934214292077,1.7174353739367383e-10
55,CDK6_proteomics,0.5505854145057493,1.8318707686012932e-10
413,ESR1_proteomics,-0.5358493786720276,6.782657491107294e-10
396,SLC2A1_proteomics,0.5196022216464615,2.674762761881831e-09
262,RAB9A_proteomics,0.5176018804348612,3.151389489899662e-09
351,MMP12_proteomics,0.5164467401362913,3.4627285118772875e-09
918,MAP4K4_proteomics,0.50275204937182,1.0305276923107898e-08
773,ANXA1_proteomics,0.49453610339916204,1.938054768894914e-08
496,ITGB4_proteomics,0.4851230795618071,3.916448218296829e-08
934,CETN3_proteomics,-0.4840760143517346,4.229732952360795e-08
47,MAPT_proteomics,-0.4834323479832534,4.434067262422071e-08
394,CYP1B1_proteomics,0.48206733024007,4.899081611085665e-08
525,ENO1_proteomics,0.4801493711879199,5.63188701605393e-08
941,RAD17_proteomics,-0.4745668662451699,8.409457750859916e-08
92,ITGA6_proteomics,0.4726931621622974,9.605408702942197e-08
40,ITGA5_proteomics,0.4718690283575349,1.0181382090436532e-07
762,TNFAIP3_proteomics,0.46366707129749346,1.8026830818691025e-07
247,MSN_proteomics,0.4611501866251499,2.1417320596500155e-07
639,SERPINE1_proteomics,0.484666271463388,3.706792752255231e-07
860,PHGDH_proteomics,0.4464257331864679,5.712290341246574e-07
862,PPP2R3A_proteomics,0.4461367763598457,5.820667303693802e-07
378,PTGES3_proteomics,-0.4455430868225429,6.049505214695524e-07
88,CEBPB_proteomics,0.44491034920731093,6.30280070037457e-07
765,ICAM1_proteomics,0.44472804485480427,6.37763118456257e-07
56,GRB10_proteomics,0.43870299563168635,9.384250677675834e-07
16,CSPG4_proteomics,0.4382872006533078,9.635119104251438e-07
923,HK3_proteomics,0.4357425116199869,1.1314813956144748e-06
607,TEAD3_proteomics,0.4309736463977749,1.5237759625744348e-06
219,COL4A2_proteomics,0.4309429919660778,1.5266720105518028e-06
398,JUN_proteomics,0.4286790220446001,1.7555993559522207e-06
586,MKNK1_proteomics,0.42686407410511895,1.962249500450154e-06
79,MYH10_proteomics,-0.47729058968017524,1.97045143536216e-06
455,DAPK3_proteomics,0.4240133914115208,2.333989581243574e-06
333,MAP3K6_proteomics,0.42331719849714594,2.4344195625472654e-06
422,LAMB1_proteomics,0.4229764014873427,2.4850607160493854e-06
714,RRAS2_proteomics,0.42037245980071625,2.9062718879033647e-06
504,PLD1_proteomics,0.45167724975431056,3.0372931888766363e-06
356,TLN1_proteomics,0.4182093183580995,3.306700509625931e-06
748,LIMK1_proteomics,0.41649897880079045,3.6596933133922005e-06
725,ARHGAP35_proteomics,-0.4162489587124296,3.7141869102140724e-06
374,ACTB_proteomics,0.4149511205587343,4.009609886328735e-06
512,SLC2A3_proteomics,0.42395414512036855,4.353018091118918e-06
531,VAV3_proteomics,-0.41323048680071117,4.435633942163146e-06
30,TCF7L2_proteomics,0.41248377586315205,4.633528111901185e-06
858,FLNA_proteomics,0.4117632053565113,4.832382070969741e-06
3,FOXC1_proteomics,0.4371176576881566,4.867852460172134e-06
259,ITGB1_proteomics,0.41052987255228596,5.191577130361927e-06
891,MMP1_proteomics,0.40975563496793627,5.429797077938974e-06
325,YES1_proteomics,0.40915891279431726,5.620403908152562e-06
760,RHEB_proteomics,0.4068167095661076,6.431378388896963e-06
41,JUNB_proteomics,0.4032510352722588,7.880881966273274e-06
568,HCK_proteomics,0.4023290968371758,8.302971892233172e-06
416,IL6ST_proteomics,-0.39887012933921906,1.0084342279650087e-05
175,PLOD2_proteomics,0.3984938935430056,1.0298469559588393e-05
199,ACTR2_proteomics,0.39666977658073443,1.139875442731227e-05
60,LAMB3_proteomics,0.39435109459729417,1.2957484114665886e-05
520,NPC1_proteomics,0.39194894722120444,1.4782533693355241e-05
442,VIM_proteomics,0.39074806394755324,1.5783085541467225e-05
708,CDH13_proteomics,0.3906742200983126,1.584664387369365e-05
888,MRAS_proteomics,0.42032909505486604,1.639828589959274e-05
861,ERBB3_proteomics,-0.3895071522481643,1.6883672188797836e-05
354,ITGAM_proteomics,0.3883392935744263,1.7985024520135506e-05
930,LAMC2_proteomics,0.3871523879588853,1.9173276943982142e-05
358,VASP_proteomics,0.38628134371839684,2.0091822480067486e-05
588,GPI_proteomics,0.3857478830736144,2.067461952297296e-05
515,TSC22D3_proteomics,-0.38472644154931424,2.183510006835983e-05
599,SRGN_proteomics,0.39765798187054924,2.2215916784800748e-05
44,CES2_proteomics,0.38431581664182524,2.2318634871878958e-05
42,TGFB2_proteomics,0.3830340679967135,2.3893439863976748e-05
696,FCGR2A_proteomics,0.3810238891579138,2.6574784069573007e-05
45,SKP1_proteomics,-0.3803687318098911,2.750800261405673e-05
671,PPP2R5A_proteomics,-0.3802469664983786,2.7684800084176186e-05
539,ITGB6_proteomics,0.37892763951928765,2.9669977544064955e-05
147,APOC3_proteomics,0.3759636923700613,3.462690236696011e-05
19,LBR_proteomics,0.3712270227698067,4.418738115985928e-05
68,PLCB3_proteomics,0.371222071974319,4.4198555559863094e-05
142,SOS1_proteomics,0.3690597806945401,4.934004541125057e-05
242,F2_proteomics,0.36886076295161696,4.98403685542898e-05
114,CFL2_proteomics,0.36877795290182125,5.004994437920756e-05
523,ROCK2_proteomics,0.3686803194708556,5.0298093734632976e-05
191,ITGAV_proteomics,0.36848597802000926,5.0795468338116577e-05
388,ALDOC_proteomics,0.36783962540817183,5.248294734299006e-05
570,RAB11B_proteomics,0.36605983869795683,5.7404361396603976e-05
457,ZYX_proteomics,0.3625533066032335,6.838697250147713e-05
355,NBN_proteomics,-0.3625106301860286,6.853197989296221e-05
937,EML4_proteomics,0.36227284833714196,6.934519170588282e-05
908,SLC5A6_proteomics,0.3616219797107802,7.161746212340052e-05
815,KTN1_proteomics,-0.3608581425640818,7.437269128307835e-05
10,SLC39A6_proteomics,-0.3602683134620741,7.65675856685192e-05
514,MET_proteomics,0.4510636775199252,7.889146850149045e-05
942,MAPKAPK2_proteomics,-0.35814691485572636,8.49713195098987e-05
384,RAD50_proteomics,-0.3576732324859945,8.696164699796041e-05
647,PRKCA_proteomics,0.3569157696760393,9.023489097945805e-05
32,SFRP1_proteomics,0.3564459786657286,9.23223210152781e-05
70,MYL9_proteomics,0.3561948022804937,9.345675125386675e-05
183,GSN_proteomics,0.3561886747285072,9.348458774451471e-05
277,PDK1_proteomics,0.35611077057599183,9.383916796648784e-05
69,BCL2L11_proteomics,-0.3801592597991855,9.566637546137984e-05
153,PARVB_proteomics,0.3550521626739684,9.878328743446075e-05
420,ARPC5_proteomics,0.35393930986537336,0.00010424159448105409
248,VAV2_proteomics,-0.3536374913070292,0.00010576963481408603
506,ILK_proteomics,0.35138624996555423,0.00011784233486000552
601,VDR_proteomics,0.4100513721518283,0.00011819686258283208
122,LAMC1_proteomics,0.35054637397906285,0.00012266580258014665
631,FKBP5_proteomics,0.3499041270844564,0.00012647748343063664
847,EIF4B_proteomics,-0.3497526511042516,0.0001273923907132352
654,DAPK1_proteomics,0.3494504511317507,0.00012923607684834742
6,SP1_proteomics,-0.34923696191871634,0.00013055346950012942
562,PGM1_proteomics,0.3484970962062566,0.0001352162382197626
803,YAP1_proteomics,0.3484116260642104,0.00013576474735584957
65,RPS6KA5_proteomics,-0.3474873039347406,0.00014183021454503656
206,PLCG1_proteomics,0.3474860175887242,0.00014183882836917887
656,LAMA4_proteomics,0.347139954176526,0.00014417392807169148
555,TJP1_proteomics,0.3466795078876781,0.00014733623280794572
466,RPS6KA3_proteomics,0.3458723403302417,0.00015303574631380794
511,CPEB4_proteomics,-0.34549697208030083,0.00015575542705019904
261,BAD_proteomics,-0.34543090146921834,0.0001562387529183713
97,ACTG1_proteomics,0.344270139963703,0.00016496050323159785
691,PPP1R14C_proteomics,0.3692885964407608,0.0001825315613550139
43,IFNGR1_proteomics,0.3415147264044261,0.0001875055426287188
767,PKM_proteomics,0.34151242730333004,0.00018752549303925384
99,CTSB_proteomics,0.34104789265687063,0.0001915971081969414
915,MMP9_proteomics,0.3405920508651143,0.00019567207668337683
405,MOS_proteomics,0.4393009548698268,0.00019990290842052734
349,PRKAB2_proteomics,0.3393011564871627,0.00020765198515040797
64,THBS3_proteomics,0.3381279169648602,0.00021912604627389153
389,RALBP1_proteomics,-0.3377162125280106,0.00022328970556815593
864,GNB4_proteomics,0.33724729705964435,0.00022812114313782093
713,RAB5A_proteomics,0.3348381868051229,0.00025450575341309946
876,CCND1_proteomics,-0.3340159201081023,0.000264139014246068
718,TRAF2_proteomics,-0.33318378675853044,0.00027423028290047093
645,FLNC_proteomics,0.33315466019308304,0.00027458987368768253
343,PIK3AP1_proteomics,0.3330788378195872,0.00027552800736246647
436,PSPH_proteomics,0.3316783110916617,0.0002933981979568352
719,KIT_proteomics,0.3313446002888651,0.0002978113563163174
816,GSTM3_proteomics,-0.3307971245250485,0.0003051845114760075
851,C5_proteomics,0.3302829882005175,0.000312261861415252
733,HMOX1_proteomics,0.3296967850288369,0.0003205160491295108
921,SAV1_proteomics,0.32961079559770634,0.0003217436522557649
429,PFKFB4_proteomics,0.3284340037142648,0.0003389859127468559
410,SHMT2_proteomics,0.3280431711277799,0.00034489842485670706
806,CTGF_proteomics,0.32749843831120806,0.00035329799442492053
386,MYL12B_proteomics,0.3270380764959889,0.0003605433279940834
490,CREB3L4_proteomics,-0.3657450960159412,0.00036369872389791327
489,RASA3_proteomics,0.32564905706472674,0.00038324319804489734
109,ENPP3_proteomics,0.47402321720248675,0.0003854949797626632
174,GYS1_proteomics,0.3254541075527918,0.0003865325459945631
34,PRKD1_proteomics,0.3462865294006527,0.00038930396490893397
208,SMAD3_proteomics,-0.32480084842698437,0.00039774555957864207
777,DCAF1_proteomics,-0.3226749940569309,0.0004363437773328109
26,VCL_proteomics,0.32203725273837047,0.00044857854702257154
481,IRS1_proteomics,-0.3215462229599648,0.0004582131009837512
305,PPM1A_proteomics,-0.3213996131412922,0.00046112646498836093
486,RAPGEF2_proteomics,0.32019816708934973,0.00048565135035774236
948,SSH3_proteomics,-0.32019426538772405,0.0004857329140580293
899,IKBKB_proteomics,-0.31778179783951954,0.0005386484709153405
579,GCLM_proteomics,0.31737884083303414,0.000547986837138363
263,IGF1R_proteomics,-0.31712813333359324,0.0005538717279199912
297,G6PD_proteomics,0.3168261232539737,0.000561037950435362
364,HK2_proteomics,0.31671367816513935,0.0005637277888431236
220,FAS_proteomics,0.3165261362952961,0.0005682404185150089
62,APOA2_proteomics,0.3150709374478454,0.0006043994428260773
900,TLR2_proteomics,0.3673434292560128,0.0006350909627521714
802,PGR_proteomics,-0.3132999834952775,0.0006512503381201245
353,BAIAP2_proteomics,-0.31155190768273455,0.0007007423474900049
685,PGK1_proteomics,0.31144704682536206,0.0007038180910277291
621,APOA1_proteomics,0.313969207425198,0.0007079390602842469
676,MAPK8IP3_proteomics,0.31121423169623585,0.0007106912405800595
373,MST1_proteomics,0.31115129464681135,0.0007125597987792248
737,PRKAG2_proteomics,0.32019996090711167,0.0007293563576466383
692,RASAL2_proteomics,0.30970343376726567,0.0007568089330588465
825,PRKD3_proteomics,0.33238886831173886,0.00077567608617193
235,PPP2CA_proteomics,-0.30885736105961975,0.000783817696877454
91,DVL3_proteomics,0.30869163760081664,0.0007892102828084252
111,CUL1_proteomics,0.30818099101436564,0.0008060408846808843
222,DIAPH1_proteomics,0.3076331442083624,0.0008244624587769065
787,PRKCI_proteomics,-0.3074931832669707,0.0008292300985272198
103,RALA_proteomics,0.3071526388881399,0.0008409360022236567
618,RRAS_proteomics,0.30704234316085843,0.0008447596142048015
852,AKT3_proteomics,0.3070032122727079,0.0008461199798249439
826,SPP1_proteomics,0.30642334506267704,0.0008665151138205695
477,PRKAA1_proteomics,0.30586047673125916,0.0008867415399255408
448,GGT1_proteomics,0.3054174789938758,0.0009029631096243603
412,LDHB_proteomics,0.3050618087809013,0.0009161828263193189
383,RASSF1_proteomics,0.3046560548676512,0.0009314799991523995
299,PFN1_proteomics,0.3030841974434074,0.0009929697086931376
933,VGLL4_proteomics,0.30278131726093843,0.001005235821287496
772,CREBBP_proteomics,-0.3015611179532707,0.0010560662565950293
469,FGD4_proteomics,0.3009775176095677,0.0010811975684762811
788,GSTP1_proteomics,0.30090631561155434,0.0010843007746640125
842,CDKN2A_proteomics,0.30023740297942825,0.001113853415744658
778,TRIM28_proteomics,-0.29939234926685593,0.0011522379615243124
161,GNG2_proteomics,0.29512083269661743,0.0013653671744350523
212,PRKAR1B_proteomics,0.29492552553583207,0.0013759194104306846
379,CSNK2A2_proteomics,0.2938573957758803,0.0014349532938680264
739,ITGB3_proteomics,0.3042213409090151,0.0014435700972415622
453,BID_proteomics,0.293694323100517,0.0014441660404950552
554,IQGAP1_proteomics,0.29336411889110153,0.0014629857587369602
301,TSPAN8_proteomics,0.3397165933159432,0.0014685809429029468
408,RASAL1_proteomics,0.2931718732462196,0.0014740450746795822
510,GNAI3_proteomics,0.29274088887664246,0.0014991150120621862
723,NCK1_proteomics,0.29227510052133915,0.001526644711885396
21,COL4A1_proteomics,0.29209221017374754,0.0015375791888482292
169,NFATC3_proteomics,0.30215042924272223,0.0015613561189973986
592,PPP2R2A_proteomics,-0.29153221118870376,0.0015715038872169212
274,CTSL_proteomics,0.2913654666388807,0.0015817358273971834
822,TNC_proteomics,0.29066841747527494,0.0016251672846054233
260,PRKCZ_proteomics,-0.2904373900976432,0.0016397992079834024
644,ITGB2_proteomics,0.2903684317992879,0.0016441897429484676
940,HSP90B1_proteomics,0.2896972050526529,0.001687487254720987
502,ETS1_proteomics,0.2892388989812268,0.0017176420314834022
666,BAK1_proteomics,0.3019036947587069,0.0017484551780975214
89,PFKL_proteomics,0.2886150068742591,0.001759477590591655
798,ACAN_proteomics,0.28577368062302233,0.001961938871418883
947,ACVR1_proteomics,0.33362215663116024,0.00205500483778193
839,ARG1_proteomics,0.2842829616569734,0.002076395669088164
285,SRC_proteomics,0.2841360515353343,0.0020879962799663526
124,CXCL10_proteomics,0.33091333768701303,0.002108266231206482
895,USF2_proteomics,-0.2828800988225848,0.0021895909408325464
27,VTN_proteomics,0.282489162998851,0.002222114140615001
193,FN1_proteomics,0.2816895684981858,0.002289998856583796
801,HLA-E_proteomics,0.28134891873184076,0.002319484717702166
917,RBL2_proteomics,-0.2812726365303425,0.0023261343590149737
345,FKBP1A_proteomics,0.2799030316551885,0.0024484929762103222
460,NPC2_proteomics,0.27959932332743387,0.0024764008073463913
223,RAB7A_proteomics,0.27895754218183366,0.002536320821164205
250,PGD_proteomics,0.2789227284779898,0.0025396083089286982
434,PLA2G12A_proteomics,-0.2785714997663118,0.0025729908558065314
906,RPTOR_proteomics,-0.27801585625509206,0.002626611133237467
721,SLC39A14_proteomics,0.2774676132701578,0.002680502934608145
584,ME1_proteomics,0.27618509464736485,0.002810487490945805
182,CBL_proteomics,0.27529338716182894,0.002904181307731898
690,MLST8_proteomics,-0.2746562364856837,0.002972841249733473
637,CDC42EP3_proteomics,0.274601847659904,0.002978769393190455
793,CD300A_proteomics,0.2809979603695153,0.0032208682569664477
207,LRRC8A_proteomics,0.28210527592142665,0.003241215105310068
598,PLCG2_proteomics,0.2686127470048235,0.00370047394321121
916,CTNNB1_proteomics,0.2675313477073756,0.0038463566984215446
290,PPP1CC_proteomics,-0.2668997796853899,0.0039339213364367265
546,ARHGEF1_proteomics,0.2667945505758783,0.0039486833202946985
233,BRIX1_proteomics,0.2665360356786568,0.003985159826679055
683,CBR3_proteomics,0.2657412629760182,0.0040992004370080165
363,MAPK8IP1_proteomics,0.2656995310726512,0.00410526842462941
617,AHR_proteomics,0.26547263740458565,0.004138400626513743
195,MAPK7_proteomics,0.2643645508216976,0.00430367332108723
273,RXRA_proteomics,-0.26410940502197255,0.004342555058855714
265,SLC7A5_proteomics,0.2636347016939971,0.004415732184878416
257,APEX1_proteomics,-0.263609637370407,0.004419626402674166
188,CD209_proteomics,0.2822319964935658,0.004442345433448008
298,NCOA2_proteomics,-0.2631979215405972,0.00448403526886879
205,SMC1A_proteomics,-0.262649149238526,0.004571189425169831
54,NOTCH3_proteomics,0.2617310055261781,0.004720395155406259
872,PPP2R5C_proteomics,-0.2710860534705187,0.004738586184617689
283,PLCB1_proteomics,0.26141142769866693,0.0047733405533929504
764,EIF4EBP1_proteomics,0.26123452849575374,0.004802875392260754
365,ARHGEF6_proteomics,0.2602953618384952,0.004962426559415239
95,BCL2L1_proteomics,-0.2601190001670621,0.0049929098990852015
870,TGFB1_proteomics,0.25988939410465933,0.005032846571944063
641,FGR_proteomics,0.25901742165458164,0.005187122039033763
912,HK1_proteomics,-0.2583589824600978,0.005306396944338668
121,CPT2_proteomics,-0.2580502952792337,0.0053631517818705276
