,Comparison,Correlation,P_value,Cancer Type
906,EGFR_proteomics,0.9999999999999998,0.0,Ovarian
944,SLC2A4_proteomics,0.6777947768010828,1.4682516764831086e-05,Ovarian
433,LGALS3_proteomics,0.4444794311552248,2.5585971490693667e-05,Ovarian
603,DOCK1_proteomics,0.4399210030558673,3.1635411130523083e-05,Ovarian
922,GNG12_proteomics,0.4372882581946351,3.571174501180456e-05,Ovarian
473,FGD4_proteomics,0.41686927556545283,8.84367434173134e-05,Ovarian
571,PGM1_proteomics,0.41256127411656374,0.00010630283213971866,Ovarian
870,C5_proteomics,0.40627198372172346,0.00013844628342022126,Ovarian
759,UBE2T_proteomics,-0.43684955962338795,0.00019566519296848004,Ovarian
914,SORBS2_proteomics,0.39666906355761333,0.00020518161861202123,Ovarian
488,RIN1_proteomics,0.3886534759690498,0.0002823807564865852,Ovarian
48,CDH3_proteomics,0.3818657418467631,0.00036775607551899265,Ovarian
33,ACADM_proteomics,-0.3809024593969968,0.00038162900253545744,Ovarian
146,SYNGAP1_proteomics,-0.43990095095339493,0.0004365766105626765,Ovarian
961,LAMC2_proteomics,0.3765184749683622,0.0004510344198868037,Ovarian
299,GNA11_proteomics,0.3764949648633086,0.00045143592976372475,Ovarian
554,GNAQ_proteomics,0.37547535873717763,0.0004691670917475375,Ovarian
600,GSTA3_proteomics,0.3692791817278256,0.0005913450504922164,Ovarian
810,GSTA1_proteomics,0.36742723546740197,0.0006331374762964132,Ovarian
876,AMOT_proteomics,0.3853773604116526,0.0006394471941921617,Ovarian
936,UBE2C_proteomics,-0.3626973227599256,0.0007523981233515778,Ovarian
572,ANKRD1_proteomics,-0.4224195566328908,0.0008600168184001347,Ovarian
485,CASP9_proteomics,-0.3718949961375605,0.0009400795905709304,Ovarian
596,ME1_proteomics,0.35128497708641293,0.00112889492706958,Ovarian
862,BCAR1_proteomics,0.34960102239710505,0.0011970364827551033,Ovarian
710,RASAL2_proteomics,-0.3459548394805167,0.0013575214478680185,Ovarian
530,HSPB1_proteomics,0.3435817687160049,0.0014721814478324225,Ovarian
702,CBR3_proteomics,0.3383669351248593,0.0017554734286682157,Ovarian
483,HRAS_proteomics,-0.335098273340401,0.0019572290234618826,Ovarian
