,Comparison,Correlation,P_value
2561,EGFR_proteomics,0.9999999999999998,0.0
2786,ERO1A_proteomics,0.5121576051190955,0.003794737371685945
6808,PROSER2_proteomics,0.5245929168077215,0.005212181297145278
313,ALDH1L1_proteomics,0.4867613041483839,0.005212181297145278
1547,CGGBP1_proteomics,-0.49299264688237354,0.005212181297145278
1868,CP_proteomics,0.4893278131754406,0.005212181297145278
9261,TRPM4_proteomics,0.48385940835209446,0.005214937906738739
1538,CFHR1_proteomics,0.4784062660144347,0.005589763298034135
2251,DHFR_proteomics,-0.4757258748186668,0.005589763298034135
6524,PMPCA_proteomics,-0.4776108056016822,0.005589763298034135
5672,NFIC_proteomics,0.4726618015365188,0.005949677059037212
341,ALG9_proteomics,0.4745137853444875,0.008920225518496005
7434,RNF41_proteomics,0.4620826908545781,0.008920225518496005
6467,PLEKHA6_proteomics,0.4556149971389768,0.009046865995662302
7143,RALGAPA2_proteomics,0.45929207488287627,0.009046865995662302
8079,SLC2A4_proteomics,0.6777947768010828,0.009046865995662302
1542,CFHR5_proteomics,0.45552955201326595,0.009046865995662302
4219,IVNS1ABP_proteomics,0.4539583499595119,0.009064267827264971
9234,TRIP10_proteomics_1,0.45262113298733697,0.009064267827264971
59,ABRAXAS1_proteomics,-0.4521239430695056,0.009064267827264971
4549,LGALS3_proteomics,0.4444794311552248,0.009101244223836975
9233,TRIP10_proteomics,0.4506953102079415,0.009101244223836975
7147,RALY_proteomics,-0.44447392248995665,0.009101244223836975
2388,DOCK1_proteomics_1,0.43995158582710187,0.009101244223836975
7268,RCC2_proteomics,-0.44138888447368196,0.009101244223836975
4342,KIF13B_proteomics,0.43977820383347,0.009101244223836975
9359,TUBB4B_proteomics,-0.43955660924283446,0.009101244223836975
3684,HCFC1_proteomics,-0.4472493648727852,0.009101244223836975
7226,RBM24_proteomics,-0.44013124600039455,0.009101244223836975
2955,FAM89B_proteomics,0.4887489645659464,0.009101244223836975
7148,RALY_proteomics_1,-0.43986366891550266,0.009101244223836975
2387,DOCK1_proteomics,0.4399210030558673,0.009101244223836975
1094,C3_proteomics,0.4396574853743202,0.009101244223836975
1176,CALU_proteomics_1,0.4411175569031522,0.009101244223836975
2196,DDX5_proteomics,-0.4446501270770963,0.009101244223836975
1175,CALU_proteomics,0.4467257071243231,0.009101244223836975
4683,LRSAM1_proteomics,-0.4367562409599259,0.00955540426848586
681,ASL_proteomics,0.43743692525998756,0.00955540426848586
3437,GNG12_proteomics,0.4372882581946351,0.00955540426848586
9569,USF1_proteomics,-0.4353685632609848,0.009926083503525317
1539,CFHR2_proteomics,0.43450446479205096,0.01007239764219414
1940,CRYL1_proteomics,0.43185914515423673,0.011083201452608205
1123,C8A_proteomics,0.4309698527646243,0.011165623244798823
1921,CRISP3_proteomics,0.4302447696379097,0.011165623244798823
4430,KRT19_proteomics,0.4301595690487068,0.011165623244798823
3842,HNRNPAB_proteomics_1,-0.42855226828355797,0.011736939106728971
727,ATOX1_proteomics,-0.42760180630273714,0.011983975620964153
3841,HNRNPAB_proteomics,-0.42647948621772097,0.012333821490849035
3869,HOOK1_proteomics,0.4248113261416043,0.01300670053190436
9358,TUBB4A_proteomics_1,-0.42183324102999,0.01424129157776736
9357,TUBB4A_proteomics,-0.42218915003354146,0.01424129157776736
1654,CLDND1_proteomics,0.4178396259515669,0.01597531015157539
3054,FETUB_proteomics,0.41815153135961014,0.01597531015157539
6809,PROZ_proteomics,0.43810978509313886,0.01597531015157539
7927,SGF29_proteomics,-0.41744379322165703,0.01597531015157539
3062,FGD4_proteomics,0.41686927556545283,0.016082853481462853
1697,CMBL_proteomics,0.4157113035403358,0.01637846726092227
5154,MPHOSPH6_proteomics,-0.4152279310632958,0.01637846726092227
8432,SRSF7_proteomics,-0.4154580688612685,0.01637846726092227
10040,ZNF318_proteomics,-0.41312486616827615,0.017616473074664008
6305,PGM1_proteomics,0.41256127411656374,0.017747344959194996
1534,CFB_proteomics,0.41178189972859625,0.0179246443756497
7235,RBM38_proteomics,-0.4115649490968686,0.0179246443756497
9621,UTRN_proteomics,0.40998610073976505,0.018859812169948663
8708,TBC1D4_proteomics,0.40945406158319464,0.01898974724873035
86,ACIN1_proteomics_1,-0.4086761740951632,0.01932252231203987
8798,TFDP1_proteomics,-0.41830463874470813,0.019680029480483967
1105,C5_proteomics,0.40627198372172346,0.019680029480483967
3403,GM2A_proteomics,-0.405863132968673,0.019680029480483967
1111,C6_proteomics,0.40549276708949855,0.019680029480483967
1118,C7_proteomics,0.40667216832956576,0.019680029480483967
6950,PTPN12_proteomics,0.40696397637551096,0.019680029480483967
4427,KRT16_proteomics,0.40625961258816445,0.019680029480483967
335,ALG14_proteomics,0.43913736726563873,0.019680029480483967
3039,FCN3_proteomics,0.4047748763978697,0.0200040104977859
9527,UIMC1_proteomics,-0.4043774336136787,0.020068065324828913
3170,FOXP4_proteomics_1,-0.4021614375782635,0.02034171313514227
8613,SYNE2_proteomics,0.40173346705816304,0.02034171313514227
3146,FNBP1L_proteomics,0.4016171193127172,0.02034171313514227
9356,TUBB3_proteomics,-0.40222329315454886,0.02034171313514227
4340,KIF13A_proteomics,0.4034028958451173,0.02034171313514227
6086,PAPOLG_proteomics,-0.401897880976071,0.02034171313514227
6235,PDS5A_proteomics,-0.40314689735847253,0.02034171313514227
7219,RBM15_proteomics,-0.40258311294273774,0.02034171313514227
4065,ILKAP_proteomics,-0.40097394849184476,0.0204319599091019
3169,FOXP4_proteomics,-0.40093426141784727,0.0204319599091019
5471,NAALADL2_proteomics,0.40057398824790336,0.020496730164960845
7511,RPL7L1_proteomics,-0.39873846256655154,0.021836931508632383
9467,UBE2T_proteomics,-0.43684955962338795,0.02214060361323334
1134,C9orf78_proteomics,-0.3980674525297793,0.02214060361323334
8295,SORBS2_proteomics_2,0.39649737674530594,0.022383952435583523
4341,KIF13A_proteomics_1,0.3966215029457707,0.022383952435583523
8293,SORBS2_proteomics,0.39666906355761333,0.022383952435583523
7427,RNF216_proteomics,0.5877104848531128,0.022383952435583523
9787,WDR91_proteomics,0.3951980533055096,0.023094225843455572
8294,SORBS2_proteomics_1,0.3951992517509628,0.023094225843455572
1125,C8G_proteomics,0.3942440095352499,0.023747542601152243
8857,TIAL1_proteomics_1,-0.3937782322870932,0.023947389301079067
9228,TRIM59_proteomics,0.39343805795841313,0.024029943565662095
10167,ZRANB2_proteomics,-0.389864052421252,0.026648744912563416
