Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2016	Signaling by Rho GTPases Homo sapiens R-HSA-194315	136/367	1.4620701895640446e-25	1.9226222992767184e-22	0	0	3.4247354497354503	195.84272255016083	TRIO;RTKN;WIPF1;NCF2;WIPF2;ITSN1;WIPF3;NCF4;FAM13A;ARHGAP39;ARHGAP35;MYLK;SYDE1;KIF5B;KIF5A;RALBP1;CYBA;BCR;TIAM1;CLIP1;NUP98;PFN1;SEH1L;PIK3R4;ARHGAP18;ARHGAP17;IQGAP1;IQGAP2;ARHGAP15;KLC1;KALRN;LIN7B;ARHGAP12;ARHGAP22;KLC4;DSN1;KLC2;ABL1;DVL2;MYH14;DVL3;SRGAP3;SRGAP2;ECT2;SRGAP1;STARD13;ARHGAP29;ARHGAP25;PTK2;ARHGAP24;NDC80;ARHGAP23;ARHGAP33;ARHGAP32;ARHGAP31;ARHGAP30;DLG4;NF2;ARHGAP9;YWHAE;ITGB1;AHCTF1;YWHAB;WASL;ARHGAP5;ARHGAP6;ARHGAP4;AKAP13;XPO1;PPP2R5E;MCF2L;TAGAP;NDEL1;NCK1;VAV3;ARHGEF11;NCOA2;NUDC;ARHGEF12;PPP1R12A;PLEKHG2;NUP133;ARHGEF17;PLEKHG5;ARHGEF16;PPP2R5B;ARAP1;GMIP;RANGAP1;CKAP5;YWHAZ;VAV2;ARHGAP10;CTTN;KIF2A;ARHGEF3;ARHGEF4;MYH9;EVL;ARHGEF2;ARHGEF7;PPP1R12B;SOS1;SOS2;ARHGEF6;ROCK2;SRF;CENPA;FGD1;CENPC;FGD3;FGD4;PAK1;FLNA;MAPK1;PAK2;WASF2;CLASP1;WASF3;CLASP2;MAPK3;RANBP2;MYO9B;MYO9A;KTN1;CENPF;FMNL1;FMNL2;ABI2;DLC1;TAOK1;ABI1;TRIP10;CTNNB1;PKN2;PKN1
Reactome_2016	Signalling by NGF Homo sapiens R-HSA-166520	146/450	7.784427731954068e-21	5.1182612337598e-18	0	0	2.791215844489272	129.23932725768893	TRIO;AHCYL1;IRS1;ITSN1;IRS2;ELK1;CRKL;RPS6KA3;SYNGAP1;RPS6KA2;AKT1;PRKACA;PRKACB;PRKCG;MEF2A;MEF2C;MAP2K1;PRKCE;PRKCD;TSC2;PRKCA;TIAM1;ADAM17;ADCY9;PRKAR1B;PSME3;AKAP9;TLN1;RAF1;SQSTM1;VCL;SPTBN4;SHC3;PDE1C;SHC1;PDE1B;MAPKAP1;ITPR2;ITPR3;IQGAP1;RASAL2;RASAL3;FOXO3;KALRN;FOXO1;RTN4;GRIN2A;IRAK1;PRKAR2B;PRKAR2A;PIP5K1A;PLCG1;PSMF1;PIP5K1C;ECT2;MARK3;SPTBN1;BRAP;NGFR;INSR;FN1;BRAF;GRIN2B;NFKB1;PTK2;PTPRA;DLG4;NF1;FGFR3;YWHAE;YWHAB;PIK3CD;AP2A1;AATF;DUSP16;AP2A2;ARHGAP4;SPRED3;AKAP13;SPRED2;PPP2R5E;MCF2L;JAK3;SPTAN1;VAV3;ARHGEF11;FGA;PLEKHG2;ARHGEF12;KSR1;CHUK;RIPK2;PLEKHG5;ARHGEF17;ARHGEF16;GAB1;PPP2R5B;SPTB;DNM1;VAV2;APBB1IP;CNKSR2;PSMA1;LCK;TRAF6;AKT1S1;RAPGEF1;ARHGEF3;RAPGEF2;ARHGEF4;ARHGEF1;ARHGEF2;SOS1;ARHGEF7;SOS2;CRK;ARHGEF6;CAMK2B;PHLPP1;CAMK2A;ADCY3;FGD1;EGFR;FGD3;FGD4;MAPK7;ERBB3;MAPK1;RICTOR;FYN;NCAM1;CAMK2G;MAPK3;KIDINS220;BAD;STAT3;DAB2IP;PTPN11;MAPK14;MTOR;MAPK12;TNRC6C;RPS6KB2;LAMTOR2;TNRC6A;TNRC6B
Reactome_2016	Axon guidance Homo sapiens R-HSA-422475	156/515	6.158785219299801e-19	2.1653386832452455e-16	0	0	2.525955938212205	105.91645763589348	TRIO;IRS1;ITSN1;IRS2;ARHGAP39;ARHGAP35;RPS6KA4;RPS6KA3;SYNGAP1;DPYSL5;DPYSL2;RPS6KA2;DPYSL3;CFL1;NRCAM;PLXNC1;EPHB2;MAP2K1;SEMA6A;SEMA6D;ADAM10;ANK2;ANK3;ANK1;CACNB1;CACNB2;TIAM1;CACNB4;TYROBP;PSME3;AKAP9;KCNQ2;KCNQ3;PRKCQ;TLN1;PFN1;EZR;RAF1;VCL;SPTBN4;SHC3;SHC1;ARHGEF28;AGAP2;IQGAP1;RASAL2;RASAL3;KALRN;CACNA1G;SDCBP;GRIN2A;EFNB3;RRAS;ABL1;ABL2;PLXNA1;MYH14;PLCG1;PSMF1;PIP5K1C;SRGAP3;SRGAP2;SRGAP1;MARK3;SPTBN1;BRAP;VASP;FN1;MSN;BRAF;L1CAM;GRIN2B;PTK2;DLG1;PTPRC;DLG3;PTPRA;DLG4;FES;NF1;PLXNB1;SCN2A;FGFR3;ITGB1;ROBO2;YWHAB;AP2A1;WASL;SHB;DUSP16;AP2A2;ROBO1;SPRED3;SPRED2;CHL1;PPP2R5E;NCK2;JAK3;NEO1;SPTAN1;NCK1;VAV3;CAP1;ARHGEF11;FGA;HSP90AA1;ARHGEF12;KSR1;DCC;PPP2R5B;SPTB;DNM1;VAV2;RGMA;APBB1IP;CNKSR2;PSMA1;NUMB;DCX;RAPGEF2;MYH9;EVL;ITGA5;SOS1;ARHGEF7;SOS2;DOCK1;CAMK2B;ROCK2;CAMK2A;CRMP1;EGFR;ABLIM1;PAK1;ABLIM2;ABLIM3;ERBB3;GPC1;PAK6;MAPK1;FYN;NCAM1;PAK2;CAMK2G;CLASP1;CAP2;PAK4;CLASP2;MAPK3;SEMA4D;MYO10;DAB2IP;PTPN11;LAMB1;NFASC;LAMTOR2
Reactome_2016	Rho GTPase cycle Homo sapiens R-HSA-194840	60/122	6.586581545993143e-19	2.1653386832452455e-16	0	0	5.539962460168493	231.92544429660333	ARHGAP9;TRIO;FAM13A;ITSN1;ARHGAP39;ARHGAP5;ARHGAP6;ARHGAP35;ARHGAP4;SYDE1;AKAP13;MCF2L;TAGAP;ARHGEF11;VAV3;RALBP1;ARHGEF12;PLEKHG2;ARHGEF17;PLEKHG5;ARHGEF16;ARAP1;GMIP;VAV2;BCR;TIAM1;ARHGAP10;ARHGEF3;ARHGEF4;ARHGEF2;ARHGEF7;SOS1;SOS2;ARHGEF6;ARHGAP18;ARHGAP17;ARHGAP15;KALRN;FGD1;ARHGAP12;ARHGAP22;FGD3;FGD4;SRGAP3;SRGAP2;ECT2;SRGAP1;STARD13;ARHGAP29;MYO9B;ARHGAP25;MYO9A;ARHGAP24;ARHGAP23;ARHGAP33;ARHGAP32;ARHGAP31;ARHGAP30;DLC1;TRIP10
Reactome_2016	Developmental Biology Homo sapiens R-HSA-1266738	204/786	4.920595383707947e-16	1.29411658591519e-13	0	0	2.0445073396782565	72.06465558388008	TRIO;ITSN1;SOX2;RPS6KA4;RPS6KA3;SYNGAP1;DPYSL5;DPYSL2;RPS6KA2;DPYSL3;AKT1;EPHB2;HOXA4;MEF2A;MED1;MEF2C;MED9;ANK2;ANK3;ANK1;TIAM1;PSME3;KCNQ2;AKAP9;KCNQ3;PRKCQ;TLN1;PFN1;EZR;STX1A;SPTBN4;AGAP2;IQGAP1;KALRN;GRIN2A;RRAS;PSMF1;PIP5K1C;PLCG1;SPTBN1;BRAP;VASP;JUN;FN1;BRAF;L1CAM;GRIN2B;PBX1;PTK2;MED13L;SCN2A;ROBO2;AP2A1;WASL;SHB;AP2A2;ROBO1;MED14;MED13;CHL1;JAK3;SPTAN1;NCOA1;CAP1;VAV3;NCOA2;NCOA6;RGMA;VAV2;CNKSR2;APBB1IP;NCOR2;NCOR1;PSMA1;RARA;RAPGEF2;ARHGEF7;ADAM22;EGFR;PAK1;GPC1;PAK6;CTNNA2;MEF2D;PAK2;CAP2;PAK4;STAT3;DAB2IP;CTNNB1;LAMTOR2;IRS1;IRS2;ARHGAP39;ARHGAP35;SALL1;CDH2;CFL1;NRCAM;PLXNC1;EOMES;MAP2K1;SEMA6A;SEMA6D;ADAM10;CACNB1;CACNB2;TYROBP;CACNB4;RAF1;AJUBA;VCL;KMT2D;SHC3;NOTCH1;SHC1;KMT2C;ARHGEF28;RASAL2;FOXO3;RASAL3;FOXO1;CACNA1G;SDCBP;EFNB3;ABL1;ABL2;PLXNA1;MYH14;SRGAP3;SRGAP2;SRGAP1;MARK3;MSN;NFKB1;DLG1;PTPRC;DLG3;PTPRA;DLG4;FES;NF1;TCF4;PLXNB1;TCF3;FGFR3;ITGB1;YWHAB;DUSP16;SPRED3;SPRED2;PPP2R5E;NCK2;NEO1;NCK1;KDM6A;ARHGEF11;FGA;HSP90AA1;ARHGEF12;KSR1;EED;DCC;PPP2R5B;SPTB;DNM1;NUMB;DCX;MYH9;EVL;ITGA5;SOS1;SOS2;DOCK1;CAMK2B;CEBPB;SMARCD3;ROCK2;CAMK2A;CRMP1;ABLIM1;ABLIM2;ABLIM3;ERBB3;TGS1;BNIP2;MAPK1;FYN;HES1;NCAM1;CACNG2;CAMK2G;CACNG4;CLASP1;CLASP2;MAPK3;SPAG9;MYO10;SEMA4D;LAMB1;PTPN11;MAPK14;MAPK12;NFASC
Reactome_2016	Immune System Homo sapiens R-HSA-168256	342/1547	1.2278902475063477e-14	2.691126125784745e-12	0	0	1.6747775567397127	53.644622144269505	ATF2;APP;AHCYL1;WIPF1;WIPF2;WIPF3;CBLB;ELK1;IFIT3;CRKL;IFIT2;RPS6KA3;SYNGAP1;HERC2;HERC1;RPS6KA2;CDC27;C3AR1;AKT1;FBXO6;PRKACA;BTRC;SKP2;PRKACB;TRIM22;PRKCG;MEF2A;MEF2C;PRKCB;PRKCE;PRKCD;HLA-B;PRKCA;NUP93;DYNC1LI2;RNF126;ADCY9;PRKAR1B;HECW2;PSME3;AKAP9;PRKCQ;NUP98;TLN1;STX1A;SPTBN4;NUP205;POM121;SEH1L;PDE1C;SAR1B;DHX9;PRKDC;PDE1B;MAPKAP1;PIK3R4;IQGAP1;PLA2G6;MEFV;C3;GRIN2A;RNF213;POM121C;PRKAR2B;PRKAR2A;INPP5D;PIP5K1A;NUP88;PIP5K1C;PSMF1;PLCG1;FADD;SPTBN1;PAG1;SEC31A;VASP;BRAP;JUN;INSR;FN1;NFATC3;NFATC2;LNPEP;BRAF;MEX3C;GRIN2B;PTK2;CYLD;TOLLIP;RNF220;SIGLEC9;SH3KBP1;AP2A1;WASL;AP2A2;SH3RF1;PPP3CA;TRIM9;TRIM2;TRIM3;JAK3;SPTAN1;HAVCR2;VAV3;FCER1G;RIPK3;RIPK2;IFNGR1;GAB1;IL16;KIF23;FOS;GAB2;LRRC41;VAV2;IL17RA;CNKSR2;APBB1IP;LAT2;HCK;PSMA1;KIF2A;CANX;RAPGEF1;TAX1BP1;RAPGEF2;RAB7A;DYNC1I2;SP100;PHLPP1;ADCY3;TANK;EGFR;RELB;RNF135;PAK1;RICTOR;FLNB;PAK2;RANBP2;MAP3K3;DYNC1H1;MAP3K1;IL10RB;STAT3;CARD9;DAB2IP;HUWE1;MYO9B;LILRB3;LILRB4;ITCH;ABI2;NEDD4;ABI1;RLIM;CTNNB1;LAMTOR2;TRIP12;SIGLEC7;SIPA1;OTUD5;NUP188;NCF2;IRS1;NCF4;INPPL1;IRS2;PVR;NPEPPS;KIF5B;GRAP2;CFL1;KIF5A;MAP3K8;KPNA4;MAP3K7;KPNA3;MAP2K3;MAP2K4;MAP2K1;TICAM2;FBXW8;UBE2E3;UBE2E2;TSC2;CYBA;MID1;ADAM17;TYROBP;STIM1;ELMO1;RAF1;SQSTM1;CARD11;VCL;ANAPC2;CD274;CSF1R;SHC3;SHC1;C5AR1;UBR4;DAPP1;ITPR2;UBR2;ITPR3;UBR1;TNFRSF11A;RASAL2;FOXO3;RASGRP2;RASAL3;KLC1;FOXO1;RAP1GAP;HSP90B1;PLD2;KLC4;KLC2;IRAK1;KIF3A;TPR;ABL1;RIPK1;MARK3;RAP1GAP2;HSPA5;ZBTB16;NUP153;NFKB1;NFKB2;MAVS;PTPRC;PTPRA;DLG4;NF1;UBE2O;TAB3;TAB2;OSBPL1A;FGFR3;EIF4G3;EIF4G2;EIF4G1;ITGB1;YWHAB;RNF14;TNFAIP3;PIK3CD;TCIRG1;ITGAL;DUSP16;SPRED3;SPRED2;PSTPIP1;PPP2R5E;BLNK;LRRFIP1;PRKG1;NCK1;FGA;HSP90AA1;ITGA4;NUP133;KSR1;DTX3L;CHUK;PPP2R5B;IRAK3;SPTB;YWHAZ;DNM1;PJA2;PJA1;TRAF7;PPM1B;LCK;NUP50;TRAF6;AKT1S1;MYH9;IRF8;LCP2;EVL;SOS1;CRK;DOCK1;BIRC2;IRF9;CAMK2B;DCTN2;MGRN1;UNC93B1;DCTN4;CAMK2A;NLRC4;SAMHD1;ZNRF1;ZNRF2;HECTD1;MAPK7;IFI16;ERBB3;MAPK1;FYN;RBBP6;NCAM1;FCGR1A;GBP1;WASF2;CAMK2G;WASF3;MAPK3;SH2B1;PTPN1;SEC24B;SEC24A;MYO10;NOS2;NOS3;RNF25;BAD;MX1;PTPN11;MAPK14;MTOR;PML;MAPK12;TNRC6C;MYO1C;TNIP2;RPS6KB2;TRIM36;TRIM37;STUB1;SUGT1;PIK3AP1;SEC24D;FCGR2B;TNRC6A;TNRC6B
Reactome_2016	Signaling by Robo receptor Homo sapiens R-HSA-376176	24/32	5.3782886426767575e-14	1.0103499378742768e-11	0	0	17.02139037433155	520.0685159365937	ROBO2;CAP1;VASP;ARHGAP39;ROBO1;PAK1;GPC1;ABL1;NCK2;ABL2;PAK6;EVL;SRGAP3;SRGAP2;PFN1;SOS1;PAK2;SRGAP1;SOS2;CLASP1;CAP2;PAK4;NCK1;CLASP2
Reactome_2016	NRAGE signals death through JNK Homo sapiens R-HSA-193648	29/45	7.08673929351583e-14	1.1648827713716645e-11	0	0	10.29611650485437	311.7454651503816	TRIO;ITSN1;AATF;KALRN;FGD1;ARHGAP4;FGD3;AKAP13;FGD4;MCF2L;ECT2;ARHGEF11;VAV3;NGFR;ARHGEF12;PLEKHG2;BAD;PLEKHG5;ARHGEF17;ARHGEF16;VAV2;TIAM1;ARHGEF3;ARHGEF4;ARHGEF2;ARHGEF7;SOS1;SOS2;ARHGEF6
Reactome_2016	Signaling by EGFR Homo sapiens R-HSA-177929	108/355	1.2165644810880956e-13	1.7775358807009398e-11	0	0	2.5165758009455974	74.8368624333124	AHCYL1;IRS1;IRS2;SYNGAP1;AKT1;PRKACA;PRKACB;PRKCG;MAP2K1;PRKCE;PRKCD;ADAM10;TSC2;PRKCA;ADAM17;ADCY9;PRKAR1B;PSME3;AKAP9;TLN1;RAF1;VCL;SPTBN4;SHC3;PDE1C;PDE1B;SHC1;MAPKAP1;PXN;ITPR2;ITPR3;IQGAP1;RASAL2;RASAL3;FOXO3;FOXO1;GRIN2A;PRKAR2B;PRKAR2A;PIP5K1A;PLCG1;PSMF1;PIP5K1C;MARK3;SPTBN1;PAG1;BRAP;INSR;FN1;BRAF;GRIN2B;PTK2;PTPRA;DLG4;NF1;FGFR3;SH3KBP1;YWHAB;PIK3CD;AP2A1;PTPRK;AP2A2;DUSP16;SPRED3;SPRED2;PPP2R5E;JAK3;SPTAN1;FGA;KSR1;CHUK;GAB1;PPP2R5B;EPS15L1;SPTB;EPN1;CNKSR2;APBB1IP;PSMA1;LCK;AKT1S1;RAPGEF2;ARHGEF7;SOS1;CAMK2B;PHLPP1;CAMK2A;ADCY3;EGFR;ERBB3;LRIG1;MAPK1;RICTOR;NCAM1;FYN;EPS15;CAMK2G;MAPK3;BAD;DAB2IP;PTPN11;MTOR;TNRC6C;RPS6KB2;LAMTOR2;SPRY1;TNRC6A;TNRC6B
Reactome_2016	NGF signalling via TRKA from the plasma membrane Homo sapiens R-HSA-187037	110/374	8.360887996887392e-13	1.099456771590692e-10	0	0	2.397338839183299	66.67009276965356	AHCYL1;IRS1;IRS2;ELK1;CRKL;RPS6KA3;SYNGAP1;RPS6KA2;AKT1;PRKACA;PRKACB;PRKCG;MEF2A;MEF2C;MAP2K1;PRKCE;PRKCD;TSC2;PRKCA;ADCY9;PRKAR1B;PSME3;AKAP9;TLN1;RAF1;VCL;SPTBN4;SHC3;PDE1C;PDE1B;SHC1;MAPKAP1;ITPR2;ITPR3;IQGAP1;RASAL2;RASAL3;FOXO3;FOXO1;GRIN2A;PRKAR2B;PRKAR2A;PIP5K1A;PLCG1;PSMF1;PIP5K1C;MARK3;SPTBN1;BRAP;INSR;FN1;BRAF;GRIN2B;PTK2;PTPRA;DLG4;NF1;FGFR3;YWHAB;PIK3CD;AP2A1;AP2A2;DUSP16;SPRED3;SPRED2;PPP2R5E;JAK3;SPTAN1;FGA;KSR1;CHUK;GAB1;PPP2R5B;SPTB;DNM1;CNKSR2;APBB1IP;PSMA1;LCK;AKT1S1;RAPGEF1;RAPGEF2;SOS1;CRK;CAMK2B;PHLPP1;CAMK2A;ADCY3;EGFR;MAPK7;ERBB3;MAPK1;RICTOR;NCAM1;FYN;CAMK2G;MAPK3;KIDINS220;BAD;STAT3;DAB2IP;PTPN11;MAPK14;MAPK12;MTOR;TNRC6C;RPS6KB2;LAMTOR2;TNRC6A;TNRC6B
