Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2016	Fcgamma receptor (FCGR) dependent phagocytosis Homo sapiens R-HSA-2029480	22/120	1.3127387585355262e-09	9.550145886664097e-07	0	0	5.655427388346643	115.65999511550528	LYN;ACTR3;HSP90AA1;AHCYL1;SYK;WIPF1;WIPF2;ARPC1B;ARPC4;ARPC5;VAV2;HCK;IGHG1;FCGR3A;FCGR2A;ARPC2;IGKC;ABI2;ARPC3;PLCG2;FYN;FCGR1A
Reactome_2016	Innate Immune System Homo sapiens R-HSA-168249	68/807	1.981358067772634e-09	9.550145886664097e-07	0	0	2.3849370002676	47.79290527079629	AHCYL1;WIPF1;ARPC1B;WIPF2;ITGB2;ARRB2;C8A;CLU;CTSS;RPS6KA3;FCGR3A;IGHG1;PSTPIP1;C8G;CASP10;CTSL;PIP4K2B;LBP;SPTAN1;CTSB;ACTR3;FGB;HSP90AA1;FCER1G;SYK;VAV2;CNKSR1;HCK;RASA1;PSME4;KIT;BPI;TLN1;VCL;TLR2;SPTBN4;C1QA;SHC1;BCL10;RASAL2;RASGRP2;FOXO1;HSP90B1;RELB;C6;IFI16;IGKC;ERBB3;C9;DHX36;PLCG2;STAT6;FYN;CD14;FCGR1A;MARK3;LYN;ARPC4;ARPC5;MAPK14;KITLG;FCGR2A;ARPC2;ABI2;ARPC3;CD209;CAPZA1;LGMN
Reactome_2016	Platelet activation, signaling and aggregation Homo sapiens R-HSA-76002	30/253	6.528625365213867e-08	2.0978649506887223e-05	0	0	3.402817170528981	56.2978553676207	SHC1;DGKA;PLEK;F13A1;ARRB2;RASGRP2;CLU;ISLR;GNG2;TMSB4X;GNG7;PLCG2;FYN;A2M;LYN;SRGN;FGB;FCER1G;TGFB1;SYK;PLA2G4A;MAPK14;VAV2;RHOB;DGKQ;PECAM1;SERPING1;TLN1;PFN1;VCL
Reactome_2016	Regulation of actin dynamics for phagocytic cup formation Homo sapiens R-HSA-2029482	17/97	1.9411767335839253e-07	4.67823592793726e-05	0	0	5.323347513089005	82.27127805534137	ACTR3;HSP90AA1;SYK;WIPF1;WIPF2;ARPC1B;ARPC4;ARPC5;VAV2;IGHG1;FCGR3A;FCGR2A;ARPC2;IGKC;ABI2;ARPC3;FCGR1A
Reactome_2016	Hemostasis Homo sapiens R-HSA-109582	47/552	4.987805050999847e-07	9.616488138327704e-05	0	0	2.3728869344700136	34.43319890073022	ITGB1;DOCK5;CD84;SHC1;DGKA;ITGB2;PLEK;F13A1;ARRB2;RASGRP2;CLU;THBD;DOCK11;ISLR;GNG2;TMSB4X;GNG7;PLCG2;FYN;A2M;APOB;SH2B2;LYN;SRGN;FGB;FCER1G;TGFB1;F10;SYK;ITGA3;PDE2A;PLAUR;PLA2G4A;MAPK14;VAV2;RHOB;PROCR;DOK2;F9;KIF16B;DGKQ;CAPZA1;PECAM1;SERPING1;TLN1;PFN1;VCL
Reactome_2016	Collagen formation Homo sapiens R-HSA-1474290	15/85	9.218392487319528e-07	0.00014810883929626705	0	0	5.35686311077956	74.44376406849034	COL15A1;CRTAP;COL11A1;COL12A1;CTSS;LOXL2;COL1A1;ADAMTS2;COL3A1;COL1A2;CTSL;P4HA2;COL5A2;PPIB;CTSB
Reactome_2016	Metabolism Homo sapiens R-HSA-1430728	115/1908	1.4976947967180157e-06	0.0002062539691480239	0	0	1.6781896229748992	22.507180146828816	RPL4;ALDH1L1;FAAH;AHCYL1;PITPNB;ALDH1L2;ENO3;RPL7;IL4I1;PPIP5K2;PDK4;PIP4K2B;GLUL;PDK1;GAMT;G6PD;STARD5;PCYT2;PHYKPL;ACSL1;RPL22;ACSL5;ACSL4;PGD;ASRGL1;MED7;CHIT1;INPP4A;DCTD;PSME4;RPL27;ALDH7A1;LPL;MTMR6;ACAT1;CYB5R2;PLCG2;APOE;A2M;APOB;ARSB;IDH2;ALDH6A1;TCN2;ADI1;CYP2S1;TBXAS1;PI4KA;MMS19;LGMN;ADPGK;FHL2;PYGM;SLC2A5;PFAS;ADAL;RPL7A;HK3;ACADL;NNT;KYNU;ME1;PGM2;UPP1;DLAT;HIBCH;ACAD8;NCOA2;CERS5;HSP90AA1;MANBA;GSTO1;APOA2;PLA2G4A;CTPS2;NME4;AMPD3;SUMF1;BDH1;RRM2B;CHDH;DPYD;PLIN2;DCTPP1;CHST3;CERS2;HPGD;HAAO;GBA;ZDHHC21;PDHB;UQCR10;AKAP5;HSD17B11;PAPSS2;GNG2;MAT2A;ALDH1B1;GNG7;ALOX5;RPL14;SC5D;SLC25A20;TBL1X;ACSS1;CA12;HSD3B7;GK;B3GAT3;AKR1C1;MBOAT2;GSTZ1;FABP7;LPIN1;PFKP
Reactome_2016	Immune System Homo sapiens R-HSA-168256	97/1547	2.112066930090002e-06	0.0002452167750935362	0	0	1.737843315184513	22.709864474243187	AHCYL1;NCF1;WIPF1;WIPF2;NCF4;CLU;NPEPPS;RPS6KA3;IGHG1;FBXO4;FBXO3;PIP4K2B;CD300A;PSME4;TLN1;VCL;SPTBN4;SHC1;CUL2;BCL10;RASAL2;RASGRP2;FOXO1;HSP90B1;DYNC2LI1;C6;C9;DHX36;PLCG2;CD14;MARK3;PAG1;LYN;VASP;EIF2AK2;ARPC4;ARPC5;ARPC2;ARPC3;CD209;REL;LGMN;ITGB1;CD40;ITGB5;ARPC1B;ITGB2;PTPRJ;ARRB2;C8A;CTSS;FCGR3A;PSTPIP1;C8G;CASP10;CTSL;MRC1;LBP;SPTAN1;CTSC;CD33;CTSB;ACTR3;FGB;HSP90AA1;FCER1G;SYK;VAV2;CNKSR1;HCK;RASA1;KIT;BPI;TLR2;C1QA;CBL;RELB;ZNRF1;IFI16;IGKC;ERBB3;STAT6;FLNB;FYN;FCGR1A;LAIR1;MAPK14;LILRB4;KITLG;FCGR2A;ABI2;NEDD4;CAPZA1;FCGR2B;PIK3AP1;CRLF1;SIPA1
Reactome_2016	Extracellular matrix organization Homo sapiens R-HSA-1474244	29/283	2.289368232201064e-06	0.0002452167750935362	0	0	2.879382015412967	37.39520990878646	DDR1;ITGB1;COL15A1;ITGB5;COL11A1;COL12A1;ITGB2;NID1;LTBP1;CTSS;LOXL2;ADAMTS2;CAPN6;CTSL;A2M;CTSB;FGB;CRTAP;TGFB1;PHYKPL;ITGA3;COL1A1;COL3A1;COL1A2;P4HA2;COL5A2;MFAP2;PECAM1;PPIB
Reactome_2016	Terminal pathway of complement Homo sapiens R-HSA-166665	5/8	4.551067719269367e-06	0.00043872292813756697	0	0	41.27147766323024	507.64531187061374	C8G;C6;C9;C8A;CLU
