,Comparison,Correlation,P_value,Cancer Type
20,EGFR_proteomics,1.0,0.0,Luad
34,GGCT_proteomics,0.6090062021637369,1.6766012512088744e-12,Luad
45,LANCL2_proteomics,0.5888080582787203,1.3285073202682637e-11,Luad
52,NUDCD3_proteomics,0.5683828297279072,9.362812950164468e-11,Luad
78,TAX1BP1_proteomics,0.5615544926721305,1.7464981019631125e-10,Luad
1,ADGRF1_proteomics,0.6068124376801186,7.466411024205248e-10,Luad
38,GRAP_proteomics,-0.5441949411386242,8.0080127294686e-10,Luad
11,CDK13_proteomics,0.541352988659871,1.0191533546377986e-09,Luad
37,GRAMD2B_proteomics,0.5621979613870919,1.7034482852997157e-09,Luad
46,MACC1_proteomics,0.5222575198923531,4.866321777162461e-09,Luad
86,URGCP_proteomics,0.5157807882035345,8.092810336318881e-09,Luad
55,PGRMC1_proteomics,0.5123219374034529,1.0572819635840932e-08,Luad
72,SNX13_proteomics,0.5095785343045973,1.3042294903275276e-08,Luad
7,BAG6_proteomics,0.5043013171808813,1.9429902349405218e-08,Luad
35,GPC4_proteomics,0.49953487456917617,2.76905167522136e-08,Luad
21,ELOB_proteomics,0.49913074875270175,2.852780992401816e-08,Luad
18,DPY19L1_proteomics,0.4957418062264653,3.656815682554185e-08,Luad
10,CCDC47_proteomics,0.4955948228302136,3.69618417172977e-08,Luad
85,UBL4A_proteomics,0.49474903000080706,3.930718134950409e-08,Luad
33,GET4_proteomics,0.4946142413076791,3.9693843774665117e-08,Luad
24,ESRP1_proteomics,0.4871642358418356,6.774416358101064e-08,Luad
49,MET_proteomics,0.48569150743892037,7.518188139392323e-08,Luad
65,RBP5_proteomics,-0.48536030884856035,7.69587768714323e-08,Luad
44,LAMP2_proteomics,0.47896568784492777,1.202392613747088e-07,Luad
15,CUTC_proteomics,-0.47858050251729345,1.234791553829497e-07,Luad
75,STARD5_proteomics,-0.4863166492180247,1.4442055518560532e-07,Luad
63,RARA_proteomics,0.47629733473360986,1.4446076176929887e-07,Luad
79,TMEM106B_proteomics,0.4760758333323769,1.466681254757362e-07,Luad
64,RASGRP2_proteomics,-0.4731973372682005,1.7844330199052092e-07,Luad
36,GPR89A_proteomics,0.4701602634479226,2.190355341273087e-07,Luad
71,SLC34A2_proteomics,0.46771761211607576,2.579201843462575e-07,Luad
70,SLC34A2_proteomics,0.46771761211607576,2.579201843462575e-07,Luad
51,NSDHL_proteomics,0.46658741734905207,2.7805888627124666e-07,Luad
43,KRI1_proteomics,0.4660285270092378,2.8856247964381373e-07,Luad
88,ZMIZ2_proteomics,0.46583410982803375,2.9230404028785746e-07,Luad
25,ETF1_proteomics,0.4651461644897561,3.059178534445133e-07,Luad
41,IVL_proteomics,0.46305374010987077,3.511326846142136e-07,Luad
9,C6orf89_proteomics,0.47287429568917727,3.511439128192667e-07,Luad
23,EMD_proteomics,0.4618219843307426,3.8065125283484345e-07,Luad
5,ATE1_proteomics,-0.46079379290535705,4.070847561060038e-07,Luad
4,ATE1_proteomics,-0.46079379290535705,4.070847561060038e-07,Luad
81,TOR1AIP2_proteomics,0.46073496075040965,4.0864889413465887e-07,Luad
68,SAMD12_proteomics,0.4600405041519496,4.275493774085646e-07,Luad
12,CNKSR1_proteomics,0.4587419709732064,4.65143056179097e-07,Luad
8,BLVRA_proteomics,0.4548141222367076,5.989368433553231e-07,Luad
76,STAT5B_proteomics,-0.4545850377152757,6.077743635785548e-07,Luad
61,PURB_proteomics,0.45405266460907073,6.287930499186844e-07,Luad
56,PLS3_proteomics,0.4526909438576488,6.85743210447602e-07,Luad
74,SPTLC2_proteomics,0.45084393667758427,7.708581329247546e-07,Luad
87,VSTM2L_proteomics,0.45648182376775864,8.741012068595358e-07,Luad
57,PPP3CB_proteomics,-0.4487285436308015,8.806545123386347e-07,Luad
48,MBOAT2_proteomics,0.4484072178619765,8.985785844879442e-07,Luad
27,FAF2_proteomics,0.44707511214636697,9.76646512904813e-07,Luad
59,PRKCB_proteomics,-0.4470013385024822,9.811529077839402e-07,Luad
62,RAB38_proteomics,0.4466356662850438,1.0037824979061367e-06,Luad
13,COTL1_proteomics,-0.4463412857867368,1.0223591755387491e-06,Luad
31,FBXL18_proteomics,0.44614404723737794,1.0349877917024818e-06,Luad
26,EVI5L_proteomics,0.446080877450079,1.0390635686501015e-06,Luad
40,HMOX2_proteomics,0.4453657512368711,1.086279098931358e-06,Luad
77,STK17A_proteomics,0.45340417336209915,1.1910992346786624e-06,Luad
89,ZYG11B_proteomics,0.4427123003127549,1.279877619843966e-06,Luad
54,PAFAH1B1_proteomics,-0.44246572102865644,1.2994421084433881e-06,Luad
83,TTYH3_proteomics,0.4402506487395471,1.4883720969683285e-06,Luad
42,KIDINS220_proteomics,0.43892003794662127,1.6140862283363207e-06,Luad
32,GALNT10_proteomics,0.4385655282913318,1.6492400002678317e-06,Luad
6,ATP9A_proteomics,0.43767965201010184,1.7402837875502324e-06,Luad
29,FAM13A_proteomics,0.43760304242213893,1.7483769589710067e-06,Luad
17,DDX41_proteomics,0.43662612475140483,1.8547573989338528e-06,Luad
84,TXNDC17_proteomics,0.4358109332325393,1.9481910578250693e-06,Luad
58,PPP3CC_proteomics,-0.43227148671382276,2.408053800397277e-06,Luad
16,DAAM1_proteomics,0.4321835177833664,2.420696898343342e-06,Luad
66,RCC1_proteomics,0.4315642438461721,2.511494595006905e-06,Luad
