,Comparison,Correlation,P_value
0,EGFR_proteomics_,1.0,0.0
10597,EGFR_phosphoproteomics_S1064,0.8198211728247387,1.466082144439896e-50
10606,EGFR_phosphoproteomics_Y1172,0.7666881064375202,1.63849326483019e-35
10595,EGFR_phosphoproteomics_S1039,0.7190424581316089,4.94346980941041e-35
10605,EGFR_phosphoproteomics_T693,0.7068506219614599,2.0598201101964404e-33
10596,EGFR_phosphoproteomics_S1042S1045N1053,0.686293891293806,8.056650210183508e-27
26090,PHLDA2_phosphoproteomics_S144,0.6502197420745128,9.66595631210212e-27
10607,EGFR_phosphoproteomics_Y1197,0.6711881940856659,4.2003740093779417e-26
10599,EGFR_phosphoproteomics_S1166,0.6260279367607527,1.807793662490591e-24
16411,ITGB4_phosphoproteomics_T1496,0.6409544095497581,4.585672879853906e-24
39183,TRIM29_phosphoproteomics_S21N31,0.6106602338745709,4.688861609991153e-23
18112,KRT6A_phosphoproteomics_S22,0.609753139213834,5.651023869247824e-23
16405,ITGB4_phosphoproteomics_S1483,0.6457881471518905,9.683622742680907e-23
22955,NECTIN1_phosphoproteomics_S422,0.600456598528097,3.699103860907807e-22
18094,KRT5_phosphoproteomics_S5,0.5988985226430626,5.038054294959306e-22
13440,FZD6_phosphoproteomics_S641,0.5866125159800883,5.433775109020073e-21
18131,KRT6A_phosphoproteomics_S60,0.5852223096911876,7.066890028216863e-21
6651,CELSR1_phosphoproteomics_S3009,0.57270341575817,7.125061632279472e-20
38028,TMEM40_phosphoproteomics_S137,0.5710159972288524,9.656226044343069e-20
12348,FAM83H_phosphoproteomics_S881,0.5706345362075993,1.0340631479143944e-19
18095,KRT5_phosphoproteomics_S50,0.5697540523895015,1.210723122260928e-19
30689,RIN1_phosphoproteomics_S337,0.5808871127222708,1.2760073201255645e-19
16397,ITGB4_phosphoproteomics_M1447S1454S1457,0.6045181178669456,1.2903523261274996e-19
18067,KRT19_phosphoproteomics_S35,0.5683000328510621,1.5693294455616094e-19
16414,ITGB4_phosphoproteomics_T1797,0.6130365300294346,3.108904349245261e-19
4363,BNC1_phosphoproteomics_S338,0.5915542244957093,3.1669867101080386e-19
16396,ITGB4_phosphoproteomics_M1447S1454,0.5638618589486348,3.4372315449380087e-19
21131,MICALL1_phosphoproteomics_S273,0.5630554635991009,3.958481082961829e-19
12451,FAT2_phosphoproteomics_S4258,0.56452113185691,4.51478405210477e-19
18133,KRT6A_phosphoproteomics_S71,0.5608417948091873,5.821100684189882e-19
12259,FAM83B_phosphoproteomics_S466N468,0.5569374747149745,1.1412049255483863e-18
15912,IL1RAP_phosphoproteomics_S555,0.5567101846913399,1.1864935817829895e-18
42456,ZNF48_phosphoproteomics_S344,0.5782018947346662,1.974184431976517e-18
16412,ITGB4_phosphoproteomics_T1530,0.5562824377519786,2.240271089727613e-18
12355,FAM83H_phosphoproteomics_S936,0.5506885288347458,3.291464470025168e-18
18120,KRT6A_phosphoproteomics_S37,0.5556958375210382,4.3338558646101475e-18
17981,KRT14_phosphoproteomics_S128,0.5635218144905836,4.51048423059651e-18
12349,FAM83H_phosphoproteomics_S892,0.5469684226254736,6.1195408083621394e-18
26091,PHLDA2_phosphoproteomics_S42,0.546429544469333,6.69046425104782e-18
12272,FAM83B_phosphoproteomics_S804,0.5473262468786662,6.906959685946199e-18
12262,FAM83B_phosphoproteomics_S543,0.5469681604115095,7.327318789515475e-18
37952,TMEM132A_phosphoproteomics_S914,0.5729054556283718,1.0556440932883594e-17
16409,ITGB4_phosphoproteomics_T1471,0.542824171776531,1.2101754611183019e-17
17687,KLC3_phosphoproteomics_S466,0.5428014910769972,1.2146685601388755e-17
39178,TRIM29_phosphoproteomics_S104,0.5467576571944877,1.3015200740120302e-17
21148,MICALL1_phosphoproteomics_S640,0.5407690218021182,1.6911907561386896e-17
9234,DENND2C_phosphoproteomics_S504,0.5404295637253487,1.7869170240569915e-17
27694,PPP1R9A_phosphoproteomics_T201,-0.5512518006258933,1.8760300019414976e-17
10604,EGFR_phosphoproteomics_T1085,0.8164763262903645,2.1471438916527206e-17
18098,KRT5_phosphoproteomics_S567S571,0.543568298837415,2.1789660516201396e-17
12338,FAM83H_phosphoproteomics_S5S8S9,0.5489307337503763,2.265257987835032e-17
12335,FAM83H_phosphoproteomics_S523,0.5406391480255754,2.4519835527607314e-17
28436,PRRG4_phosphoproteomics_S222,0.5390445273196411,2.660391355826413e-17
17988,KRT14_phosphoproteomics_S32,0.5443689599015898,2.73523119680382e-17
12265,FAM83B_phosphoproteomics_S664,0.537446865737536,2.89104340879211e-17
12332,FAM83H_phosphoproteomics_S513,0.5373498312258075,2.936416284260871e-17
16413,ITGB4_phosphoproteomics_T1688,0.5537741107263796,3.1629402740222183e-17
18103,KRT5_phosphoproteomics_S62,0.5452079946050337,3.420147816536674e-17
17375,KIAA1522_phosphoproteomics_S604,0.5362196925752658,3.5190457624459444e-17
18123,KRT6A_phosphoproteomics_S44,0.5361318096112959,4.2376495153068284e-17
16400,ITGB4_phosphoproteomics_S1084,0.583471583196165,4.4870584330579787e-17
18107,KRT5_phosphoproteomics_S82,0.546898324961911,4.487983459430937e-17
28127,PROM2_phosphoproteomics_S817S818,0.5442476464603117,4.7574159255022476e-17
12276,FAM83B_phosphoproteomics_S869,0.5358026595926251,5.3008639420205245e-17
12255,FAM83B_phosphoproteomics_S334,0.5485091028921305,6.001611154086687e-17
18630,LIMA1_phosphoproteomics_S609,0.5323366592017137,6.520498051464727e-17
31411,RTKN_phosphoproteomics_S543,0.531886781843597,6.999903266828929e-17
12318,FAM83H_phosphoproteomics_S1003,0.532168837880169,7.926706959713061e-17
16399,ITGB4_phosphoproteomics_S1069,0.5792999467820577,8.423061122645218e-17
39182,TRIM29_phosphoproteomics_S168,0.538107058368262,8.746153913789488e-17
18099,KRT5_phosphoproteomics_S571,0.5378930215215767,9.042151502689943e-17
18236,LAD1_phosphoproteomics_M354S355,0.5285067339784376,1.1888499272480155e-16
15549,HSPB1_phosphoproteomics_S199,0.5523812140669537,1.1913613427749046e-16
27604,PPP1R13L_phosphoproteomics_S71,0.5392194488105506,1.476223858149635e-16
10178,DSG2_phosphoproteomics_S893,0.6533361608851802,1.479131949925006e-16
42455,ZNF48_phosphoproteomics_S343,0.5514304746852734,1.6540346001333999e-16
7999,COL17A1_phosphoproteomics_S85,0.5262519207171525,1.9887734354516203e-16
14675,HDAC5_phosphoproteomics_S500,-0.5239800595964519,2.394465011289366e-16
26492,PKP1_phosphoproteomics_S205,0.5244842130777533,2.608744971853812e-16
38608,TNS4_phosphoproteomics_S350,0.5435656585705507,2.6182759823508026e-16
12353,FAM83H_phosphoproteomics_S914,0.5231416332919331,2.722916487885006e-16
22957,NECTIN1_phosphoproteomics_S434S435,0.5230283641279757,2.7705401045808157e-16
26483,PKP1_phosphoproteomics_S134,0.5344745881069121,3.0349568715326727e-16
37954,TMEM134_phosphoproteomics_S53,0.5317210156380525,3.27434771054691e-16
22959,NECTIN1_phosphoproteomics_S508,0.5227936080558891,3.3767436895833163e-16
10169,DSG2_phosphoproteomics_S680N685,0.521599384194975,3.446055691438124e-16
22908,NDRG1_phosphoproteomics_S364T375,0.5214117804577952,3.54592504967821e-16
19351,LYL1_phosphoproteomics_S260,-0.5309114044124436,4.3755928340818453e-16
39188,TRIM29_phosphoproteomics_S488,0.5229995848307749,4.52577289586168e-16
18093,KRT5_phosphoproteomics_S38,0.5833602968162702,5.738074656791047e-16
12323,FAM83H_phosphoproteomics_S1061T1065,0.5420336592489159,6.669633221492825e-16
26515,PKP1_phosphoproteomics_Y187,0.592693014610053,6.980399082552634e-16
6837,CEP170B_phosphoproteomics_S1129,0.527359059781773,7.423528694542186e-16
26915,PLEKHG3_phosphoproteomics_S76,0.5261515425386153,7.526648311558529e-16
18136,KRT6A_phosphoproteomics_S80,0.5193836872062894,7.784205065774916e-16
12324,FAM83H_phosphoproteomics_S1068,0.5300605934708862,8.209867884738647e-16
26552,PKP3_phosphoproteomics_S346,0.5157275891060442,8.357063521081281e-16
20933,MEOX2_phosphoproteomics_S155,-0.5371437510252745,9.58845770905779e-16
36231,SYNE2_phosphoproteomics_S4159T4161,0.5489655949523106,1.0266383622204837e-15
18241,LAD1_phosphoproteomics_S177,0.516494240367767,1.1951389251091436e-15
20233,MARCKS_phosphoproteomics_N32N42S46,0.512943479245591,1.2644447182036651e-15
6646,CELSR1_phosphoproteomics_S2761S2764,0.5714672240744438,1.335547026459556e-15
12273,FAM83B_phosphoproteomics_S804S809,0.5220626751938945,1.373390239889652e-15
12334,FAM83H_phosphoproteomics_S516,0.5366193453729833,1.4605982167486913e-15
10165,DSC3_phosphoproteomics_T851S863,0.5237515347206768,1.4849176475941161e-15
12340,FAM83H_phosphoproteomics_S685,0.5117536826388136,1.507504395558961e-15
18117,KRT6A_phosphoproteomics_S348,0.5726788590803653,1.6885455115663494e-15
39193,TRIM29_phosphoproteomics_S95,0.5755918713889092,1.6961273749064069e-15
18113,KRT6A_phosphoproteomics_S227,0.595776824426921,1.7207898707413105e-15
7985,COL17A1_phosphoproteomics_S148S150,0.5270803491777124,1.7669977034874864e-15
18125,KRT6A_phosphoproteomics_S540,0.5348996192194452,2.2166797643422233e-15
18105,KRT5_phosphoproteomics_S75,0.5140346835509854,2.343388163093835e-15
12347,FAM83H_phosphoproteomics_S870,0.5107923198439153,2.3608206967498598e-15
10227,DSP_phosphoproteomics_S2821,0.5083104806557711,2.4978588724515554e-15
12339,FAM83H_phosphoproteomics_S647,0.5081661095477553,2.550994532646705e-15
39191,TRIM29_phosphoproteomics_S67,0.5201429671284842,2.9369639625410775e-15
26548,PKP3_phosphoproteomics_S253,0.5091257004710268,3.0074036794193475e-15
18250,LAD1_phosphoproteomics_S394,0.5108217764769498,3.1956520675018745e-15
10225,DSP_phosphoproteomics_S2820S2821,0.5064312211147917,3.2826639126414618e-15
1150,AHNAK2_phosphoproteomics_S4710,0.5651403426687578,3.880024813972576e-15
12354,FAM83H_phosphoproteomics_S925,0.5047958151327645,4.158112691394672e-15
32523,SFN_phosphoproteomics_S74,0.5794662602992295,4.2437853079835575e-15
5022,C6orf132_phosphoproteomics_S260,0.5396300381359525,4.560296375714101e-15
32259,SEPT4_phosphoproteomics_S107,-0.5143577049206822,4.878976516902645e-15
7986,COL17A1_phosphoproteomics_S150,0.5047163208750494,4.883441076723193e-15
1676,ANK2_phosphoproteomics_S3793,-0.5021147490156008,6.109840160807084e-15
10147,DSC2_phosphoproteomics_S868,0.5505112124038991,6.1773706093177666e-15
22910,NDRG1_phosphoproteomics_T328,0.5018233824865588,6.369498040274991e-15
20171,MAPK6_phosphoproteomics_S452,0.5749529315521433,7.713047943685373e-15
18129,KRT6A_phosphoproteomics_S557,0.5247755991119434,7.732630238079927e-15
12360,FAM83H_phosphoproteomics_T938S945,0.5243988301558644,8.145024971861365e-15
15915,IL1RAP_phosphoproteomics_S557S566,0.499940176195489,8.327584841587528e-15
26479,PKP1_phosphoproteomics_S118,0.5030460423933709,8.341481698037327e-15
3782,BAIAP2_phosphoproteomics_T455,0.4992753553066971,9.150517294238538e-15
26541,PKP3_phosphoproteomics_S138,0.50819396799959,9.955427775735901e-15
17466,KIDINS220_phosphoproteomics_S1556,0.49803791888606397,1.0899000709749756e-14
39194,TRIM29_phosphoproteomics_S98,0.5374886281084441,1.2241648463414479e-14
18135,KRT6A_phosphoproteomics_S76,0.519236246402067,1.4058901448909073e-14
10144,DSC2_phosphoproteomics_S838,0.5111423244041335,1.4207725417032044e-14
21018,MFSD6_phosphoproteomics_S733,0.5066935134035526,1.426571691292013e-14
16404,ITGB4_phosphoproteomics_S1364N1374,0.4991029434646046,1.451138931736024e-14
13436,FZD6_phosphoproteomics_S620,0.4959208880870566,1.467572804922303e-14
18132,KRT6A_phosphoproteomics_S67,0.5439463739265593,1.4866728960899493e-14
16407,ITGB4_phosphoproteomics_S1747,0.5419178836748558,1.6280083058546273e-14
10217,DSP_phosphoproteomics_S2526,0.502348089232552,1.662473373634583e-14
17684,KLC3_phosphoproteomics_S167S173,0.5346902458456972,1.7783717950231438e-14
34940,SRC_phosphoproteomics_S104,0.5946529121537726,1.8381561221790427e-14
1264,AKAP12_phosphoproteomics_S1587,-0.49370557138640514,1.9992183663788508e-14
22909,NDRG1_phosphoproteomics_S367,0.49251821534757906,2.3573428437582112e-14
1294,AKAP12_phosphoproteomics_S612,-0.49251591451882526,2.3580942154403896e-14
21145,MICALL1_phosphoproteomics_S612,0.502822980698374,2.42781576574663e-14
10184,DSG2_phosphoproteomics_T922,0.49192563615752116,2.5587884470035573e-14
38607,TNS4_phosphoproteomics_S197,0.5365194268116661,2.779177322727414e-14
18246,LAD1_phosphoproteomics_S364,0.491275763411943,2.79904700812899e-14
14792,HECTD4_phosphoproteomics_S1327,0.5289338056247261,3.210029664088577e-14
39181,TRIM29_phosphoproteomics_S133,0.6369636806209202,3.350587375465086e-14
22911,NDRG1_phosphoproteomics_T328S330,0.48987351093644504,3.3949170302085304e-14
6649,CELSR1_phosphoproteomics_S2960,0.5003370323278558,3.4040888478876514e-14
26909,PLEKHG3_phosphoproteomics_S640S643,0.5000901854528993,3.519746338813e-14
23321,NFIB_phosphoproteomics_S333,-0.49884023731041266,3.602664379945236e-14
26485,PKP1_phosphoproteomics_S142,0.4965846515325646,3.6620961305551195e-14
12357,FAM83H_phosphoproteomics_S974,0.48909015981086196,3.7799606640675614e-14
16410,ITGB4_phosphoproteomics_T1487,0.6312260242674617,3.960320801691318e-14
36393,SYNPO2_phosphoproteomics_T626,-0.547187408470059,4.105188378210937e-14
17990,KRT14_phosphoproteomics_S326,0.5042489591483876,4.210702886315098e-14
33909,SMTNL2_phosphoproteomics_S344,-0.4881997955938119,4.269480841816616e-14
26657,PLCH2_phosphoproteomics_S595,0.4904926921642654,4.744331541387433e-14
