,Comparison,Correlation,P_value
1048,EGFR_proteomics,1.0,0.0
927,GRB2_proteomics,-0.532341215310538,2.5598240490135205e-09
140,JAG1_proteomics,0.5193675703808045,7.186589142408846e-09
1109,PKN1_proteomics,-0.5084976649711582,1.6517096004527023e-08
179,WAS_proteomics,-0.5034268684782973,2.4113325017541083e-08
908,ARRB1_proteomics,-0.4919111584556752,5.567523487451946e-08
413,PIK3AP1_proteomics,-0.4734454453412432,2.0007951681674783e-07
1088,PFKP_proteomics,0.47213452929198235,2.1848077134321891e-07
5,FHIT_proteomics,-0.4681310660984413,5.413160014255303e-07
554,PRKCB_proteomics,-0.45425750894818057,6.996893309568912e-07
956,CYFIP2_proteomics,-0.4488312062809535,9.83431196443925e-07
159,ITGAL_proteomics,-0.4438449068890873,1.3377200617406303e-06
160,HNF1A_proteomics,-0.4438449068890873,1.3377200617406303e-06
228,ITGAV_proteomics,0.4428407536140119,1.4223908397161948e-06
765,SERPINE1_proteomics,0.44058980862939956,1.6310171073916581e-06
754,VAV1_proteomics,-0.43946391089850745,1.745943823346517e-06
1106,TBC1D1_proteomics,-0.43320159163906957,2.5385813883099386e-06
98,EFNA1_proteomics,0.4304135149258218,2.991779215871139e-06
746,RASAL3_proteomics,-0.42493070884197964,4.115124083578488e-06
917,MAP4K1_proteomics,-0.4232537960756701,4.531560021463983e-06
208,PRKAR2B_proteomics,-0.4186443323233162,5.890838240275687e-06
842,SLC6A15_proteomics,-0.4135769168321187,7.82536001034674e-06
841,CAB39L_proteomics,-0.4135769168321187,7.82536001034674e-06
1059,SORBS2_proteomics,-0.41176270252026836,8.653139329963523e-06
119,ZAP70_proteomics,-0.4101673910556346,9.448543923452697e-06
245,LRRC8A_proteomics,0.40864130270534244,1.0273458810627985e-05
300,CD48_proteomics,-0.40659996010683563,1.1483248275216273e-05
149,RASGRP2_proteomics,-0.4046579281461644,1.2757564083961102e-05
35,PIK3CG_proteomics,-0.40248400493335645,1.4341385286367369e-05
603,PTPRC_proteomics,-0.4023965480766871,1.4408816402928144e-05
475,SLC2A1_proteomics,0.40149734169546425,1.5119627164846595e-05
767,SELP_proteomics,-0.4012807982103539,1.529565899741837e-05
437,ARHGEF6_proteomics,-0.4010364518648825,1.549660462837993e-05
476,ITGB8_proteomics,0.4008437150067259,1.565685510172535e-05
104,ARRB2_proteomics,-0.3959667040338391,2.0269588233458144e-05
728,PLCB2_proteomics,-0.39576258019549754,2.048802946886494e-05
226,GNG7_proteomics,-0.4047302218447526,2.2317568496500106e-05
984,ITGA2_proteomics,0.39275855913291924,2.396938758055264e-05
1131,ACVR1_proteomics,0.41375294438577986,2.5249843385389983e-05
162,JAK1_proteomics,-0.3911420532307712,2.606516719781083e-05
55,ITGA5_proteomics,0.3891455243561357,2.889086552215571e-05
408,SOD3_proteomics,-0.38863488913129884,2.965834012550729e-05
790,COL11A1_proteomics,0.3884581110361827,2.992845577355483e-05
134,CSF2RA_proteomics,-0.3882876870887532,3.0191042963843518e-05
133,TTC9_proteomics,-0.3882876870887532,3.0191042963843518e-05
1111,LAMC2_proteomics,0.3863042786980868,3.3410057171273026e-05
572,CSK_proteomics,-0.38026000953885974,4.531369102418434e-05
1123,STAT5B_proteomics,-0.38013157110322715,4.560513958844561e-05
721,PLCG2_proteomics,-0.3789496501144576,4.837060683348736e-05
926,WNT4_proteomics,0.4546534862783034,5.326936918412859e-05
258,REL_proteomics,0.37652670127265897,5.453675060328998e-05
259,DUSP1_proteomics,0.37652670127265897,5.453675060328998e-05
723,FZD6_proteomics,0.37443467570096844,6.044362317298325e-05
81,LAMB3_proteomics,0.37322477157239486,6.412703523299297e-05
713,ANXA2_proteomics,0.37251289406400623,6.639105449808555e-05
571,RIN1_proteomics,0.37241351582226506,6.67129789326603e-05
189,GJA1_proteomics,0.36985480087626305,7.552052173861204e-05
690,FGF1_proteomics,0.36584032019033835,9.154952528390441e-05
776,STAT5A_proteomics,-0.3625957253311337,0.00010676192199546281
860,COL5A1_proteomics,0.3617761041136906,0.00011096050372329053
230,FN1_proteomics,0.36081326340286285,0.00011608872406770517
