,Comparison,Correlation,P_value
969,EGFR_proteomics,1.0,0.0
546,ITGB4_proteomics,0.567379918673675,1.0269808364774248e-10
398,CSNK1A1_proteomics,0.5315294648782994,2.3056531521932346e-09
913,ITGA2_proteomics,0.5305344871888873,2.500782453320639e-09
531,RIN1_proteomics,0.5085529450060499,1.4100295660007858e-08
671,FZD6_proteomics,0.5004563630880492,2.586833750324522e-08
70,LAMB3_proteomics,0.492286041839352,4.697496293825685e-08
1019,LAMC2_proteomics,0.47641054930827753,1.433447950959028e-07
314,SRC_proteomics,0.46615810465078955,2.8609412612063827e-07
105,ITGA6_proteomics,0.46007149259951086,4.266885562938389e-07
577,HSPB1_proteomics,0.45986376845742977,4.324905393459446e-07
439,ITGB8_proteomics,0.4586921444006671,4.66646420220118e-07
367,MAP3K6_proteomics,0.45140537303883477,7.439784507618377e-07
995,EPHA2_proteomics,0.4450282177569803,1.1092649608561204e-06
894,RAB10_proteomics,0.4424926453190173,1.2972921256271552e-06
293,NCKAP1_proteomics,0.4318550268142002,2.4684659273320046e-06
212,CTNNA1_proteomics,0.4163577521281071,6.065511992493301e-06
170,GJA1_proteomics,0.4159466729993556,6.208167202375465e-06
377,TNS4_proteomics,0.4240889394745317,6.5357275322549945e-06
481,PSPH_proteomics,0.41366255266779645,7.060236431994395e-06
775,CDKN1B_proteomics,-0.41157807175764305,7.933007807642462e-06
438,SLC2A1_proteomics,0.4112543904760416,8.077328542182174e-06
125,JAG1_proteomics,0.3981032589546122,1.654293160581357e-05
804,RASA4_proteomics,-0.3978429624614769,1.6774243154465603e-05
511,CD44_proteomics,0.39196258345366836,2.288428655691305e-05
675,DEPTOR_proteomics,-0.3892208098297453,2.6397493125702224e-05
391,BAIAP2_proteomics,0.38579606249376275,3.1497014924204484e-05
488,CDH1_proteomics,0.3857244099096886,3.1612961498074886e-05
1005,CTNNB1_proteomics,0.36919848300541247,7.213702509098772e-05
692,RTN4_proteomics,0.37519820458638475,0.00012995631980760515
3,FHIT_proteomics,-0.3555673724547272,0.00013786140445244875
661,ANXA2_proteomics,0.3519658172192271,0.00016280681983447452
280,APEX1_proteomics,-0.3432511681833087,0.000241495766890599
270,WNT7B_proteomics,0.359199944559799,0.00024243767270127196
246,BCR_proteomics,0.34242152130338577,0.00025058401582219505
