Proteomics,Gbm_P_Value,Gbm_Median
ARMH3,5.766739162739872e-07,-0.4051337799246164
CUTC,8.514758420578509e-07,-0.5532547699078205
CUL2,2.7834772833975867e-06,-0.5863958946593785
PIP4K2A,2.7834772833975867e-06,-0.8388820985545764
GDI2,2.7834772833975867e-06,-0.610188271828867
ANXA7,3.0242633541663186e-06,-0.4904899066101099
DCTN1,1.5008898009485896e-05,-0.38298750640634
PACS2,1.5008898009485896e-05,-0.3862791741217283
DOCK5,3.270411674040069e-05,-0.86281890029819
ACTR1A,3.8477152910742476e-05,-0.49112591747444356
BORCS7,6.820854514461959e-05,-0.4286028991800581
NHLRC2,8.908420321202958e-05,-0.4323391099631409
ABRAXAS2,0.00017590677488208597,-0.3192491226979453
PDZD8,0.00017674880317288425,-0.4442598131900591
TTI2,0.00018246316872320105,0.3681868124475024
EIF5B,0.00018246316872320105,0.3920124693560139
HAGH,0.00020318054232371988,-0.6016187603764556
ATE1,0.000225072014021679,-0.3782040342065589
DCTN4,0.0002501062995320566,-0.3621403649312675
MEPCE,0.0002501062995320566,0.39013900603514406
DOCK1,0.0002501062995320566,-0.44450339145630036
PPM1G,0.0002501062995320566,0.5742656729739299
CDK18,0.0002501062995320566,-0.8602582164171539
STAM,0.0002501062995320566,-0.591531385772912
ANKRD17,0.0002501062995320566,0.29168315845033954
USP54,0.0002758164477289858,-0.5871442067152436
ADAM10,0.0002758164477289858,-0.5166038311790795
PPIG,0.0002758164477289858,0.48664532104942404
RABGGTB,0.0002758164477289858,-0.271572669319554
FAM49B,0.00027671583169833593,-0.5683652465577332
PLEKHB1,0.00029269650886779594,-1.046206409207111
MAPK3,0.00034086856937722693,-0.6651049672988946
DCTN6,0.00035021982592617096,-0.29149198815814903
INPP5F,0.00037267515171568775,-0.49794675010187756
RABGGTA,0.0003736458031645535,-0.34407553479442066
SEMA7A,0.00038915851197708103,-0.8348579315947146
EIF2S2,0.0004337094625535521,0.3234582325974178
CASP2,0.0004357814500673585,0.4139271504405456
RBP7,0.0004357814500673585,-0.6786073211856101
LIPE,0.0004357814500673585,-0.3883654038670028
HERC4,0.0004357814500673585,-0.3635233120773429
DEPTOR,0.0004357814500673585,-0.7270441409950436
PRKDC,0.0004357814500673585,0.4673597642944506
ABHD6,0.00046591735095426065,-0.6102542626463034
MINDY1,0.00047509824452256384,-0.6319573589664325
NCBP2,0.0005081460697384607,0.571310957653664
TMCC2,0.0005236295364043763,-0.7360387938194519
DCTN3,0.0005973943329514466,-0.3535030102807755
VPS26A,0.0006218184807157023,-0.37262570344240153
SSB,0.0006218184807157023,0.5349652434758666
ELMO1,0.0006218184807157023,-0.7064987971360025
BRCC3,0.0006218184807157023,-0.22449767778044122
NUP205,0.0006218184807157023,0.3221240287200276
KXD1,0.0006218184807157023,-0.3460024847180629
EIF4G1,0.0006218184807157023,0.4023805818847615
RPS5,0.0006218184807157023,0.49757790836006904
SGCD,0.0006218184807157023,-1.013305887886234
KLK6,0.0006218184807157023,-0.9655816311612929
HDAC5,0.0006218184807157023,-0.359660892103481
ADO,0.0006218184807157023,-0.537734831228088
DENND1A,0.0006218184807157023,-0.23785148821905083
PPA1,0.0006290790774708203,-0.46397239145477553
CYTH1,0.0006290790774708203,-0.560385184352127
BORCS5,0.0006290790774708203,-0.30669518607559887
EI24,0.0006290790774708203,0.522440225021052
DNAJB12,0.0006290790774708203,-0.3875659213430376
MMS19,0.0006290790774708203,-0.32428672480430704
PMP2,0.0006290790774708203,-0.8976186160700544
LARS,0.0006290790774708203,0.4332508394337515
FAM160B1,0.0006290790774708203,-0.30375368474960296
CARNS1,0.000677193458570804,-0.924979447437839
HAT1,0.000678041655438695,0.5815104259882585
YPEL2,0.000678041655438695,-0.475129613010485
QDPR,0.000678041655438695,-0.5177524118479475
GLTP,0.0006805341361772172,-0.6862168284505473
PIP5K1A,0.000698990913070722,-0.3297892456254968
GRWD1,0.000698990913070722,0.530032311614201
AKR1C1,0.0007124844602291687,-1.2795171880770853
MKLN1,0.0007517982615298977,0.21641357355484528
GPR89A,0.0007652264073662198,0.2648299451095369
PDIA2,0.000789079105793208,-0.6148231834097171
SHTN1,0.000789079105793208,-0.5915992419522784
PRKRIP1,0.0008422845797578959,0.4432217840297285
DNAJB4,0.0008566555750722204,-0.4409626913667895
POLR1B,0.0009028385194479215,0.4279429487296905
U2AF2,0.0009028385194479215,0.5139142621341487
LDB3,0.0009205961614882907,-0.6765792856260254
SGF29,0.0009390856076091889,0.313492830219253
CENPM,0.0009471533504512873,1.067398274693894
LMNB1,0.00097695133435523,0.6516559644128684
FA2H,0.00097695133435523,-0.687316479626613
LARP7,0.00097695133435523,0.276510542526428
