Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2016	Complement and coagulation cascades Homo sapiens hsa04610	42/79	1.2669566911895653e-25	3.7121831051854265e-23	0	0	6.645569620253164	380.9772790289907	CPB2;ITGAM;CFH;C1S;C1R;PROS1;SERPINE1;ITGB2;F13A1;C4BPA;PLG;C4BPB;C8B;C8A;C2;C3;VTN;C5;C8G;C6;C7;PLAU;VSIG4;A2M;MBL2;FGB;FGA;SERPINB2;F10;SERPIND1;FGG;F11;PLAUR;F2;F5;PROCR;F9;SERPING1;MASP2;F13B;MASP1;KLKB1
KEGG_2016	Phagosome Homo sapiens hsa04145	50/154	1.810448822340043e-18	2.6523075247281633e-16	0	0	4.058441558441558	165.7993380325099	ITGB1;ITGAM;NCF1;TFRC;NCF2;ITGB3;NCF4;ITGB2;MPO;ACTB;CTSS;ACTG1;TUBA1C;TUBB6;FCGR3A;FCGR3B;TUBA1A;LAMP1;TUBB3;CTSL;LAMP2;MRC1;ITGAV;SEC61B;CD36;MBL2;TUBB;TUBA4A;HLA-E;DYNC1LI2;TUBB2B;ATP6V1B2;ITGA5;VAMP3;TLR2;RAB7A;STX12;DYNC1I2;C1R;THBS3;C3;CD14;RILP;PIKFYVE;FCGR2A;CD209;CALR;FCGR2B;RAB5A;TUBA8
KEGG_2016	Regulation of actin cytoskeleton Homo sapiens hsa04810	55/214	3.828091738239425e-15	3.7387695976805047e-13	0	0	3.212616822429906	106.64734507069157	ITGB1;ITGAM;ITGB4;ARPC1B;ITGB3;ITGA2B;ITGB2;ARPC5L;BRK1;ACTB;ACTG1;CFL2;ITGB8;ITGAV;ITGB6;MAP2K1;ACTN2;RRAS2;F2;MRAS;MYH9;ARHGEF1;ITGA6;ITGA5;PFN1;SOS1;MYL9;VCL;PFN2;ARHGEF6;ROCK2;SRC;IQGAP1;IQGAP3;EGFR;MYL12B;NRAS;RRAS;CD14;WASF2;GSN;LIMK2;LIMK1;FN1;MSN;ARPC4;ARPC5;MOS;DIAPH1;DIAPH2;PIKFYVE;DIAPH3;ARPC2;ARPC3;KRAS
KEGG_2016	Pathogenic Escherichia coli infection Homo sapiens hsa05130	24/55	8.745977185337757e-13	6.406428288259906e-11	0	0	5.454545454545454	151.44552198827853	ITGB1;ROCK2;ARPC1B;TUBB;ARPC5L;PRKCA;ARPC4;ARPC5;ACTB;TUBA4A;ACTG1;TUBA1C;TUBB6;TUBB2B;TUBA1A;YWHAQ;ARPC2;TUBB3;ARPC3;NCK2;CTNNB1;CD14;NCK1;TUBA8
KEGG_2016	Focal adhesion Homo sapiens hsa04510	48/202	4.796239883912152e-12	2.8105965719725203e-10	0	0	2.9702970297029703	77.41541246292427	ITGB1;LAMA5;ITGB4;ROCK2;SRC;ITGB3;LAMA4;ITGA2B;TNC;ILK;LAMC2;LAMC1;ACTB;EGFR;MYL12B;ACTG1;THBS3;RAP1B;VTN;AKT3;SPP1;FLNA;ITGB8;ITGAV;FLNC;ITGB6;VASP;JUN;MAP2K1;LAMB3;ACTN2;FN1;PRKCA;PARVA;LAMB1;PARVB;DIAPH1;COL4A2;COL4A1;ZYX;CTNNB1;ITGA6;ITGA5;TLN1;SOS1;MYL9;MET;VCL
KEGG_2016	Salmonella infection Homo sapiens hsa05132	28/86	5.408277980033386e-11	2.6410424135829696e-09	0	0	4.069767441860465	96.21135871347107	DYNC1I2;ROCK2;ARPC1B;ARPC5L;KLC1;ACTB;ACTG1;FLNA;LBP;FLNC;CD14;RILP;WASF2;JUN;IFNGR1;RHOG;ARPC4;ARPC5;TJP1;DYNC1LI2;ARPC2;ARPC3;MYH9;PLEKHM2;PFN1;MYD88;PFN2;RAB7A
KEGG_2016	Fc gamma R-mediated phagocytosis Homo sapiens hsa04666	29/93	8.061129619809425e-11	3.3741585408630877e-09	0	0	3.897849462365592	90.59140959972565	NCF1;ARPC1B;ARPC5L;ASAP1;PLD1;FCGR3A;CFL2;AKT3;PLCG2;PLCG1;WASF2;VASP;MAP2K1;GSN;MYO10;SPHK1;LIMK2;LIMK1;PLA2G4A;PRKCA;ARPC4;ARPC5;DNM2;HCK;MARCKS;FCGR2A;ARPC2;ARPC3;FCGR2B
KEGG_2016	ECM-receptor interaction Homo sapiens hsa04512	27/82	8.882243345173381e-11	3.2531216251697512e-09	0	0	4.115853658536587	95.25888878957608	ITGB1;LAMA5;ITGB4;ITGB3;LAMA4;ITGA2B;TNC;LAMC2;LAMC1;THBS3;VTN;SPP1;ITGB8;ITGAV;CD36;ITGB6;LAMB3;FN1;LAMB1;HSPG2;COL4A2;COL4A1;SDC1;ITGA6;ITGA5;AGRN;CD44
KEGG_2016	Ribosome Homo sapiens hsa03010	35/137	4.513841112203772e-10	1.4695060509730059e-08	0	0	3.1934306569343067	68.71848410464997	RPL4;RPL5;RPL3;RPL10;RPL8;RPL10A;RPL9;RPL7;RPS14;RPL7A;RPS17;RPS15A;RPL18A;RPL14;RPL35;RPL38;RPS2;RPL18;RPS12;RPS9;RPL21;RPS7;RPS8;RPL23;RPL22;RPS3A;RPL23A;RPL27A;RPL37A;RPL27;RPS20;RPL26;RSL24D1;RPS24;RPS23
KEGG_2016	Proteoglycans in cancer Homo sapiens hsa05205	44/203	8.728764551004918e-10	2.557528013444441e-08	0	0	2.70935960591133	56.51514728206305	ITGB1;CAMK2D;ROCK2;SRC;ITGB3;CBLB;IQGAP1;CBL;ACTB;EGFR;ACTG1;VTN;NRAS;RRAS;CTSL;PLAU;AKT3;PLCG2;FLNA;ITGAV;PLCG1;FLNC;FZD1;MAP2K1;TGFB2;TGFB1;FN1;PLAUR;RRAS2;MSN;PRKCA;HSPG2;MMP9;MRAS;SDC1;CTNNB1;FAS;ARHGEF1;KRAS;ITGA5;SOS1;MET;CD44;TLR2
