Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
NCI-Nature_2016	Syndecan-3-mediated signaling events Homo sapiens 052075b8-6196-11e5-8ac5-06603eb7f303	6/17	5.144016057831351e-06	0.0010750993560867522	0	0	12.297601967616314	149.75621786478501	NCAN;SDC3;CASK;FYN;PSEN1;EGFR
NCI-Nature_2016	LPA receptor mediated events Homo sapiens 4b994cde-6194-11e5-8ac5-06603eb7f303	9/65	9.474673239303744e-05	0.009901033535072412	0	0	4.824443848834092	44.69511059282816	GNAZ;MMP2;GNA12;GAB1;GNAI3;MAPT;PLCG1;ADCY8;EGFR
NCI-Nature_2016	E-cadherin signaling in keratinocytes Homo sapiens a5f1af61-6191-11e5-8ac5-06603eb7f303	5/21	0.00026585520479942184	0.018521245934359724	0	0	8.296001327360212	68.297318236687	CTNNB1;FYN;PLCG1;AJUBA;EGFR
NCI-Nature_2016	PDGFR-beta signaling pathway Homo sapiens c901a3e4-6194-11e5-8ac5-06603eb7f303	12/128	0.0003211210901335013	0.016778576959475443	0	0	3.2665505226480835	26.275127215167355	YWHAE;NCKAP1;RAB4A;YES1;LRP1;PPP2R1A;YWHAB;GAB1;EIF2AK2;FYN;PLCG1;ARHGAP35
NCI-Nature_2016	S1P4 pathway Homo sapiens 821b0c12-6195-11e5-8ac5-06603eb7f303	4/14	0.0005342880371742091	0.02233323995388194	0	0	9.955201592832255	75.00821770998705	GNAZ;GNA12;GNAI3;PLCG1
NCI-Nature_2016	S1P5 pathway Homo sapiens 845321c3-6195-11e5-8ac5-06603eb7f303	3/8	0.001182340460368208	0.04118485936949258	0	0	13.066202090592336	88.06959099220195	GNAZ;GNA12;GNAI3
NCI-Nature_2016	Netrin-mediated signaling events Homo sapiens 716a3d34-6194-11e5-8ac5-06603eb7f303	5/30	0.0015046498790968186	0.044924546390176436	0	0	5.807200929152148	37.7421315117288	YES1;MYO10;PITPNA;FYN;PLCG1
NCI-Nature_2016	LKB1 signaling events Homo sapiens 4623bf6d-6194-11e5-8ac5-06603eb7f303	6/47	0.00215138133935696	0.05620483749070057	0	0	4.448068796797389	27.318460195973767	YWHAE;STK11;SMARCD3;YWHAB;MAP2;MAPT
NCI-Nature_2016	N-cadherin signaling events Homo sapiens 5fc9c1e1-6194-11e5-8ac5-06603eb7f303	5/34	0.0026738434599635017	0.06209258701470799	0	0	5.1240008198401314	30.35580212922987	GJA1;DAGLA;CDH2;CTNNB1;PLCG1
NCI-Nature_2016	Trk receptor signaling mediated by PI3K and PLC-gamma Homo sapiens 4037def0-6196-11e5-8ac5-06603eb7f303	5/36	0.0034563333262926685	0.07223736651951676	0	0	4.839334107626791	27.42715342678639	YWHAE;YWHAB;EPB41L1;GAB1;PLCG1
NCI-Nature_2016	CDC42 signaling events Homo sapiens 50b98ae0-6190-11e5-8ac5-06603eb7f303	7/70	0.0038861885154291907	0.07383758179315462	0	0	3.484320557491289	19.33911643822435	DLG1;YES1;APC;CTNNB1;PAX6;ARHGEF7;SEPT2
NCI-Nature_2016	Regulation of nuclear beta catenin signaling and target gene transcription Homo sapiens 1590a3b3-6195-11e5-8ac5-06603eb7f303	7/79	0.007544471420789458	0.13139954391208306	0	0	3.0873726458783577	15.087805637860992	YWHAE;CCND2;APC;YWHAB;CTBP1;MMP2;CTNNB1
NCI-Nature_2016	Circadian rhythm pathway Homo sapiens ffb11b85-6190-11e5-8ac5-06603eb7f303	3/15	0.008270425485228095	0.1329629943394363	0	0	6.968641114982579	33.415117226678724	PER1;CRY2;ARNTL
NCI-Nature_2016	Presenilin action in Notch and Wnt signaling Homo sapiens f51de83a-6194-11e5-8ac5-06603eb7f303	5/46	0.0099469878289742	0.14849431830397197	0	0	3.7873049537948793	17.461314590214368	NOTCH1;APC;CTBP1;CTNNB1;PSEN1
