Proteomics,Gbm_P_Value,Gbm_Median
ARMH3_proteomics,5.76727876591782e-07,-0.4051337799246164
CUTC_proteomics,8.515555160395163e-07,-0.5532547699078205
PIP4K2A_proteomics,2.783737737901507e-06,-0.8388820985545764
CUL2_proteomics,2.783737737901507e-06,-0.5863958946593785
GDI2_proteomics,2.783737737901507e-06,-0.610188271828867
ANXA7_proteomics,3.0245463394151407e-06,-0.4904899066101099
DCTN1_proteomics,1.501030241652337e-05,-0.38298750640634
PACS2_proteomics,1.501030241652337e-05,-0.3862791741217283
DOCK5_proteomics,3.270717691788177e-05,-0.86281890029819
ACTR1A_proteomics,3.848075328062277e-05,-0.49112591747444356
BORCS7_proteomics,6.821492752930608e-05,-0.4286028991800581
NHLRC2_proteomics,8.909253896604961e-05,-0.4323391099631409
PTEN_proteomics,0.00010026356628592502,-0.511725505875249
ABRAXAS2_proteomics,0.00016335728942517983,-0.3192491226979453
PDZD8_proteomics,0.00016498098572324642,-0.4442598131900591
TTI2_proteomics,0.0001717461102109609,0.3681868124475024
EIF5B_proteomics,0.0001717461102109609,0.3920124693560139
HAGH_proteomics,0.00019191069013261495,-0.6016187603764556
ATE1_proteomics,0.00021324607046212905,-0.3782040342065589
ANKRD17_proteomics,0.00024050932921725719,0.29168315845033954
MEPCE_proteomics,0.00024050932921725719,0.39013900603514406
PPM1G_proteomics,0.00024050932921725719,0.5742656729739299
STAM_proteomics,0.00024050932921725719,-0.591531385772912
DOCK1_proteomics,0.00024050932921725719,-0.44450339145630036
CDK18_proteomics,0.00024050932921725719,-0.8602582164171539
DCTN4_proteomics,0.00024050932921725719,-0.3621403649312675
RABGGTB_proteomics,0.0002666475144458832,-0.271572669319554
ADAM10_proteomics,0.0002666475144458832,-0.5166038311790795
PPIG_proteomics,0.0002666475144458832,0.48664532104942404
USP54_proteomics,0.0002666475144458832,-0.5871442067152436
FAM49B_proteomics,0.00026781457204790395,-0.5683652465577332
PLEKHB1_proteomics,0.0002835762751770524,-1.046206409207111
MAPK3_proteomics,0.0003305701478832159,-0.6651049672988946
DCTN6_proteomics,0.0003399510496080015,-0.29149198815814903
INPP5F_proteomics,0.00036206116572141646,-0.49794675010187756
RABGGTA_proteomics,0.00036330074453852593,-0.34407553479442066
SEMA7A_proteomics,0.00037867614438455796,-0.8348579315947146
EIF2S2_proteomics,0.0004223355705741297,0.3234582325974178
RBP7_proteomics,0.00042591717623739306,-0.6786073211856101
HERC4_proteomics,0.00042591717623739306,-0.3635233120773429
DEPTOR_proteomics,0.00042591717623739306,-0.7270441409950436
PRKDC_proteomics,0.00042591717623739306,0.4673597642944506
LIPE_proteomics,0.00042591717623739306,-0.3883654038670028
CASP2_proteomics,0.00042591717623739306,0.4139271504405456
ABHD6_proteomics,0.0004556062598753669,-0.6102542626463034
MINDY1_proteomics,0.00046481351110364135,-0.6319573589664325
NCBP2_proteomics,0.0004973809876281876,0.571310957653664
TMCC2_proteomics,0.0005127685638299428,-0.7360387938194519
DCTN3_proteomics,0.0005852573702325407,-0.3535030102807755
BRCC3_proteomics,0.000611846396489034,-0.22449767778044122
ADO_proteomics,0.000611846396489034,-0.537734831228088
NUP205_proteomics,0.000611846396489034,0.3221240287200276
SSB_proteomics,0.000611846396489034,0.5349652434758666
DENND1A_proteomics,0.000611846396489034,-0.23785148821905083
RPS5_proteomics,0.000611846396489034,0.49757790836006904
KLK6_proteomics,0.000611846396489034,-0.9655816311612929
SGCD_proteomics,0.000611846396489034,-1.013305887886234
VPS26A_proteomics,0.000611846396489034,-0.37262570344240153
HDAC5_proteomics,0.000611846396489034,-0.359660892103481
EIF4G1_proteomics,0.000611846396489034,0.4023805818847615
KXD1_proteomics,0.000611846396489034,-0.3460024847180629
ELMO1_proteomics,0.000611846396489034,-0.7064987971360025
PMP2_proteomics,0.0006202768436583724,-0.8976186160700544
BORCS5_proteomics,0.0006202768436583724,-0.30669518607559887
FAM160B1_proteomics,0.0006202768436583724,-0.30375368474960296
CYTH1_proteomics,0.0006202768436583724,-0.560385184352127
MMS19_proteomics,0.0006202768436583724,-0.32428672480430704
DNAJB12_proteomics,0.0006202768436583724,-0.3875659213430376
LARS_proteomics,0.0006202768436583724,0.4332508394337515
PPA1_proteomics,0.0006202768436583724,-0.46397239145477553
EI24_proteomics,0.0006202768436583724,0.522440225021052
CARNS1_proteomics,0.0006678504798788994,-0.924979447437839
YPEL2_proteomics,0.0006690636995556335,-0.475129613010485
QDPR_proteomics,0.0006690636995556335,-0.5177524118479475
HAT1_proteomics,0.0006690636995556335,0.5815104259882585
GLTP_proteomics,0.0006716425804588671,-0.6862168284505473
PIP5K1A_proteomics,0.0006900940582918746,-0.3297892456254968
GRWD1_proteomics,0.0006900940582918746,0.530032311614201
AKR1C1_proteomics,0.0007035314940220636,-1.2795171880770853
MKLN1_proteomics,0.0007424702509114955,0.21641357355484528
GPR89A_proteomics,0.0007558498872570604,0.2648299451095369
SHTN1_proteomics,0.0007796450744490381,-0.5915992419522784
PDIA2_proteomics,0.0007796450744490381,-0.6148231834097171
PRKRIP1_proteomics,0.0008323352580589106,0.4432217840297285
DNAJB4_proteomics,0.0008466564898037076,-0.4409626913667895
POLR1B_proteomics,0.000892544574237157,0.4279429487296905
U2AF2_proteomics,0.000892544574237157,0.5139142621341487
LDB3_proteomics,0.000910220004271179,-0.6765792856260254
SGF29_proteomics,0.0009286209683750782,0.313492830219253
CENPM_proteomics,0.000936717066276243,1.067398274693894
FA2H_proteomics,0.0009665369132693225,-0.687316479626613
LARP7_proteomics,0.0009665369132693225,0.276510542526428
LMNB1_proteomics,0.0009665369132693225,0.6516559644128684
HINT3_proteomics,0.0010309290803724265,-0.590196666035774
ARHGDIA_proteomics,0.0010512692929565256,-0.3012181968450568
ZSWIM8_proteomics,0.0010650388880779117,-0.2030643358023689
EDIL3_proteomics,0.0010663692886960596,-0.7650849814135879
PPIP5K1_proteomics,0.0010899955910354494,-0.42890243902132075
SPOCK3_proteomics,0.0011413233136592668,-0.876529067223879
PGS1_proteomics,0.001155272493164596,-0.4020322807839387
SLC9A9_proteomics,0.001155272493164596,-0.5955493781958537
XPR1_proteomics,0.0011633843039086209,0.3909296162278745
NUP35_proteomics,0.0011633843039086209,0.3083832981295715
CLDND1_proteomics,0.0011777800015817766,-0.485421715173164
KCTD5_proteomics,0.0012184573273893646,0.47799936072506855
TPP1_proteomics,0.001264493292963011,-0.6603892204370041
RHOG_proteomics,0.001286205152498972,-0.6357868181608781
MCM6_proteomics,0.0012920723048795186,1.085407303029358
TSPAN15_proteomics,0.0012920723048795186,-0.618216282159328
DTL_proteomics,0.0012920723048795186,0.8221944855973713
MAD2L1_proteomics,0.0012920723048795186,0.546913936694619
MCM4_proteomics,0.0012920723048795186,1.2364838744723565
MAST3_proteomics,0.0012920723048795186,-0.4595743110352936
TMEM259_proteomics,0.0012920723048795186,0.45389963672753186
USP25_proteomics,0.0012920723048795186,-0.1881301886044784
CNOT3_proteomics,0.0012920723048795186,0.2491363531472846
CNTNAP4_proteomics,0.0012922682808412151,-1.044755087445428
TANGO2_proteomics,0.0012922682808412151,-0.521108681658334
SUSD5_proteomics,0.0012922682808412151,-0.8119613111178401
PLCL1_proteomics,0.0012922682808412151,-0.4937994539384736
NAA50_proteomics,0.0012949901262853496,0.4035870774551527
FAM177A1_proteomics,0.001300464290844992,-0.4602003985530555
SELL_proteomics,0.0013150034861565065,-0.7115678685209035
ATG4C_proteomics,0.0013863615142538312,-0.13670498196054653
RARS_proteomics,0.0014138004918206996,0.35512004786879875
ASAP1_proteomics,0.0014138004918206996,-0.27844318461983697
USP39_proteomics,0.0014668242100637078,0.4197656966513674
GRID1_proteomics,0.00149350905607649,-0.7253794306303759
LTA4H_proteomics,0.001530785317437008,-0.3470875955611596
TSPAN14_proteomics,0.001530785317437008,-0.5860380598282965
CNDP1_proteomics,0.001530785317437008,-0.888662576986052
PCNA_proteomics,0.0015337771383880248,0.631486413863703
ILF3_proteomics,0.0015371151069209228,0.4214956424621741
MAP1LC3B_proteomics,0.0015971910373059888,-0.577114476492644
POLD2_proteomics,0.0015971910373059888,0.4052486600467675
RAB8B_proteomics,0.0015971910373059888,-0.446976426090049
GINS3_proteomics,0.0016310053959433582,0.8944315345010209
BZW1_proteomics,0.0016912119506916293,0.38346314774409
NIPA1_proteomics,0.0016965152773273564,-0.33476759217741947
GTF2I_proteomics,0.0016965152773273564,0.54089383129857
DTYMK_proteomics,0.0017029303035617932,0.41941406159905154
REPS2_proteomics,0.0017154096152666286,-0.60915767290676
TARSL2_proteomics,0.001752526135119669,-0.3975468814875881
DCTN5_proteomics,0.001753997856420916,-0.2898255973570384
EPB41L3_proteomics,0.0017577678023450965,-1.1701093828326856
RANGAP1_proteomics,0.0017577678023450965,0.2881706067810445
SPATA13_proteomics,0.0017577678023450965,-0.5971644970805841
FAM124A_proteomics,0.0017577678023450965,-0.48337850010438893
TCF3_proteomics,0.0017577678023450965,0.664142961713341
SAE1_proteomics,0.0017577678023450965,0.4701211497404149
SAAL1_proteomics,0.0017577678023450965,0.5251692380032473
GPATCH11_proteomics,0.0018086808321062697,0.5105384482536749
PI4K2A_proteomics,0.0018134902156970553,-0.5580968316034195
LANCL1_proteomics,0.0018153072834073737,-0.495755843913812
TSR1_proteomics,0.001855773897149295,0.37585265573462323
TMEM63A_proteomics,0.0018669198661836178,-0.4203003060229902
TRIM28_proteomics,0.0018669198661836178,0.6328058166438386
KIAA0930_proteomics,0.0018669198661836178,-0.4998377445759716
UBE2D4_proteomics,0.0018785818141744972,-0.34480278338446746
FCHO1_proteomics,0.0018785818141744972,-0.5304410723155919
SIRT2_proteomics,0.0018796505252031165,-0.6687591323729969
TFRC_proteomics,0.0019134495498803012,0.7459332689316355
ACTR10_proteomics,0.0019277826162542187,-0.4656434974143857
DEF8_proteomics,0.0019576761571044776,-0.2042870930219512
CCDC47_proteomics,0.0020080703277218248,0.3898540836640907
PURB_proteomics,0.0020208276702425735,0.3983225989129025
SLC39A7_proteomics,0.002049152527744668,0.513747594478762
COQ8A_proteomics,0.0020602895240167634,-0.3306668349796585
SERBP1_proteomics,0.0020602895240167634,0.3476545402592645
ATRX_proteomics,0.002075762157395691,0.43501278038733776
ATG10_proteomics,0.0020834817768362237,-0.5448813550906307
LSM4_proteomics,0.0020834817768362237,0.4028123087377336
BCAS2_proteomics,0.0020834817768362237,0.36497359425133813
PPM1K_proteomics,0.002136877852900956,-0.735186856897631
YPEL5_proteomics,0.002159171082806663,0.3349509466895568
RFC5_proteomics,0.002159171082806663,0.48163520890781747
POLD3_proteomics,0.002159171082806663,0.4836131565510346
FOLH1_proteomics,0.002159171082806663,-0.7117573901671225
TSPAN8_proteomics,0.002159171082806663,-2.060104688017562
BCAS1_proteomics,0.002159171082806663,-1.1171665278578005
NASP_proteomics,0.002159171082806663,0.7135279988115064
MTAP_proteomics,0.002159171082806663,-0.9136327111828361
ABHD17B_proteomics,0.002159171082806663,-0.3589089243585276
DDX23_proteomics,0.002159171082806663,0.3612117417902807
AMPD3_proteomics,0.002159171082806663,-0.7760122859966825
TYW1_proteomics,0.002159171082806663,0.3013818964111644
PCSK6_proteomics,0.002159171082806663,-0.5484973495257675
GUCY1A1_proteomics,0.002159171082806663,-0.6221029186802339
MITF_proteomics,0.002159171082806663,-0.4713929922663236
TBC1D7_proteomics,0.002159171082806663,-0.2962053272722432
NABP2_proteomics,0.0021658772843141496,0.3648306297286798
VPS39_proteomics,0.002180866899408724,-0.2380712055800916
ENPP2_proteomics,0.002204747653138677,-0.6913942393698705
VAT1_proteomics,0.0022071011384036054,-0.5121178947802558
RUVBL1_proteomics,0.0022071011384036054,0.314840557178192
CUEDC2_proteomics,0.0022071011384036054,-0.377696907312579
SRBD1_proteomics,0.0022071011384036054,0.3576169481556335
CNP_proteomics,0.0022071011384036054,-1.145510822330035
MCM5_proteomics,0.0022071011384036054,0.8705330309606905
MCM2_proteomics,0.002210664484018758,0.9395132155795306
OBSL1_proteomics,0.002213455751215154,0.36437835188527
XPNPEP1_proteomics,0.0022298204423099664,-0.2150913992486652
HNRNPD_proteomics,0.0022298204423099664,0.36296381413891005
DIP2C_proteomics,0.0022298204423099664,-0.6286952740207751
PDAP1_proteomics,0.00230337990997615,0.47901970283458206
CNPY4_proteomics,0.002330130711708623,0.6358379290788461
USP31_proteomics,0.002330130711708623,-0.3994139201516925
RPAP2_proteomics,0.0023629334222695585,0.3248049662957646
DNAJC12_proteomics,0.0023629334222695585,-0.848463764400467
GPX7_proteomics,0.002471064241139631,0.578718737047914
GNPDA2_proteomics,0.0024858362484576997,-0.41868906940687645
PRPF6_proteomics,0.0025014286493754223,0.3918699551897835
GSTO1_proteomics,0.0025014286493754223,-0.8432274194743387
LIG3_proteomics,0.0025014286493754223,0.5717001972179869
PCM1_proteomics,0.002541474547225342,0.35432011368007854
IPO9_proteomics,0.0025520940545605245,0.31742877426744087
PTBP1_proteomics,0.0025520940545605245,0.4120935788190102
MTMR7_proteomics,0.0025560132797821946,-0.6013784242667939
IFITM3_proteomics,0.0025560132797821946,-0.39728597331502946
NEDD1_proteomics,0.002557064681193767,0.43312219813209335
WDFY4_proteomics,0.002557064681193767,-0.6357060889969898
MCM7_proteomics,0.002557064681193767,1.0364554796463556
DHFR_proteomics,0.0026014500616544536,1.0215005600599758
ZKSCAN1_proteomics,0.002615378097965432,0.21073014554066388
BABAM2_proteomics,0.002615378097965432,-0.2055385372069534
FKBP9_proteomics,0.0026670496108384483,0.8120792150453716
SNRNP27_proteomics,0.0026858663069645066,0.3843484082868018
ARL8A_proteomics,0.002731800579008452,-0.22027007730036066
PDE1A_proteomics,0.002797618184245281,-1.090115840636605
POLR2C_proteomics,0.0028131160517387145,0.3024325933227105
NAA10_proteomics,0.0028131160517387145,0.22781863861088147
ERLIN1_proteomics,0.0028131160517387145,-0.305040357969053
HDAC11_proteomics,0.0028131160517387145,-0.584223874538065
G3BP1_proteomics,0.0028771128434446455,0.2650186345663064
DCTN2_proteomics,0.00291622996396279,-0.37216290221105547
AFF4_proteomics,0.0029685342891297294,0.2759503601378106
ABR_proteomics,0.0029724574248252266,-0.5163697282349194
SLC35E1_proteomics,0.0029724574248252266,0.41086000363227304
NAA15_proteomics,0.002994843074928588,0.2302990775670164
LHPP_proteomics,0.0030301688691471373,-0.6130733183983464
WDCP_proteomics,0.003039077528219789,0.36630676700572395
NUP37_proteomics,0.003040539606300654,0.46392953303117224
RBM33_proteomics,0.0030627055886857015,0.2739419036214812
PTER_proteomics,0.0030627055886857015,-0.8860068359896226
GCLC_proteomics,0.0031003379252115253,-0.476277164073063
CCDC28A_proteomics,0.0031003379252115253,-0.5729623259168535
CDC42EP2_proteomics,0.0031003379252115253,-0.6854118443078975
TAF7_proteomics,0.0031283120576942737,0.3005503886154759
NT5C2_proteomics,0.0031283120576942737,-0.32879440600580223
ALDH1A1_proteomics,0.0031283120576942737,-1.274592549785523
DDX17_proteomics,0.0031283120576942737,0.4092827343356734
NCBP1_proteomics,0.0031283120576942737,0.3867164980743214
THOC6_proteomics,0.0031283120576942737,0.36574697145767454
