Proteomics,En_P_Value,En_Median
NOL10_proteomics,0.0009151691813535119,-0.442
ABT1_proteomics,0.0012420245780347889,-0.4851
TOPBP1_proteomics,0.0012420245780347889,-0.61795
UTP25_proteomics,0.0012420245780347889,-0.7345
L1CAM_proteomics,0.0015899318944684704,-1.8219999999999998
RIF1_proteomics,0.0015899318944684704,-0.5464
ESF1_proteomics,0.0015958887007375077,-0.3886
SENP2_proteomics,0.002103177742510212,-0.4815
SMG8_proteomics,0.002103177742510212,-0.21239999999999998
DDX52_proteomics,0.002103177742510212,-0.5602
CASP6_proteomics,0.002103177742510212,0.569
HOMER2_proteomics,0.002103177742510212,0.903
AP1M2_proteomics,0.002196517117288999,1.0050000000000001
BSPRY_proteomics,0.002196517117288999,0.728
DDX18_proteomics,0.002196517117288999,-0.4977
USP39_proteomics,0.0023497647115678,-0.32670000000000005
ARVCF_proteomics,0.0023848534129966934,0.7979999999999999
NOP56_proteomics,0.0023848534129966934,-0.47115
SLC4A1AP_proteomics,0.002401607871110151,-0.6058
FBXO38_proteomics,0.002401607871110151,0.44465999999999994
STAT1_proteomics,0.0024149937689858297,-0.937
LSG1_proteomics,0.002564486468758571,-0.202589
ANK3_proteomics,0.002569642476087695,0.6970000000000001
LIMA1_proteomics,0.0027665058824970575,0.497
DCAF13_proteomics,0.00306100663195931,-0.3538
NGDN_proteomics,0.003237696884141439,-0.4650000000000001
AATF_proteomics,0.003237696884141439,-0.34800000000000003
UTP3_proteomics,0.003237696884141439,-0.4357
ALG2_proteomics,0.003237696884141439,0.386
TNK2_proteomics,0.003237696884141439,-0.47
HEATR1_proteomics,0.003237696884141439,-0.48160000000000003
XPO5_proteomics,0.0033597253264064045,-0.5053
HSPBAP1_proteomics,0.003605706921767374,-0.718
WDR46_proteomics,0.0036213169091751938,-0.4603
CEBPZ_proteomics,0.0037639522261888516,-0.3817
ARFIP1_proteomics,0.003838213678383483,0.42699999999999994
KCTD14_proteomics,0.003838213678383483,1.2069999999999999
GRB7_proteomics,0.003838213678383483,-1.259
CMTR1_proteomics,0.003838213678383483,-0.3909
WDR75_proteomics,0.004071690534669767,-0.4283
KIF27_proteomics,0.004071690534669767,0.5860000000000001
DCTN4_proteomics,0.00420454686648034,0.262
CMSS1_proteomics,0.004328069753076948,-0.5609999999999999
EPSTI1_proteomics,0.004397594874230488,-1.294
PLEKHA7_proteomics,0.004571603401431205,0.44500000000000006
WDR43_proteomics,0.004571603401431205,-0.5517
BCL2L1_proteomics,0.004571603401431205,-0.5044
REXO4_proteomics,0.004634311298515518,-0.46001000000000003
TRMT6_proteomics,0.004634311298515518,-0.4623
SGSM3_proteomics,0.005004541909827583,0.653
KIF13B_proteomics,0.005004541909827583,0.696
TJP3_proteomics,0.0051501526064790925,0.5498000000000001
MTHFD2_proteomics,0.0053244350422582,-0.8711
GLTP_proteomics,0.005431340881139431,0.519
ZBP1_proteomics,0.005431340881139431,-1.0907
TTC9_proteomics,0.0054602936536237165,0.807
DDX56_proteomics,0.0054602936536237165,-0.35910000000000003
SUPT6H_proteomics,0.0054602936536237165,-0.1673
PSMB7_proteomics,0.005466539550766553,0.334
ADAR_proteomics,0.0056872198839009154,-0.40278
ST14_proteomics,0.005700274902550803,0.49499999999999994
ACTR10_proteomics,0.005700274902550803,0.2066
PDLIM1_proteomics,0.005700274902550803,0.7169999999999999
PLK1_proteomics,0.005761852961756735,-0.7329999999999999
GMDS_proteomics,0.005829886164251049,0.8959999999999999
LRBA_proteomics,0.005829886164251049,0.603
IMP4_proteomics,0.006415422065938903,-0.4177
BOP1_proteomics,0.006662489672227624,-0.2713
ATP5IF1_proteomics,0.006969769163915626,0.723
