Proteomics,Ov_P_Value,Ov_Median
MMS19_proteomics,0.00011016941657157511,-0.324897269
PI4K2A_proteomics,0.32288407940883634,-0.2983992645
RACK1_proteomics,0.32288407940883634,-0.191249766
RRP12_proteomics,0.3553090752645025,-0.30570502
PGAM2_proteomics,0.3553090752645025,-0.292221179
WAPL_proteomics,0.3553090752645025,-0.218775051
IDE_proteomics,0.3553090752645025,-0.208025495
ANKRD17_proteomics,0.44469017457571736,0.0962665825
COX15_proteomics,0.7059517649793385,-0.43076859449999994
ARIH1_proteomics,0.7059517649793385,-0.330249858
TTC30B_proteomics,0.7059517649793385,-0.20878083349999998
PTEN_proteomics,0.7059517649793385,-0.169972474
RPS9_proteomics,0.7059517649793385,-0.1779677105
EIF3E_proteomics,0.7059517649793385,-0.18040021
PGAM1_proteomics,0.7719578706847146,-0.19422457099999998
UFD1_proteomics,0.7719578706847146,0.2369979225
H2AFY2_proteomics,0.8512134466874269,-0.404331745
TM9SF3_proteomics,0.8512134466874269,-0.25738707950000006
ITGA4_proteomics,0.8956148336267545,0.2329938335
FRA10AC1_proteomics,0.8956148336267545,-0.30216008850000003
ACYP2_proteomics_1,0.8956148336267545,
POLR2L_proteomics,0.8956148336267545,-0.257466097
CPNE1_proteomics,0.8956148336267545,-0.4239078175
CWF19L1_proteomics,0.8956148336267545,-0.2758395415
PLEKHF2_proteomics,0.8956148336267545,0.23981622
EIF3L_proteomics,0.8956148336267545,-0.205736177
GCN1_proteomics,0.8956148336267545,-0.15394339549999997
TK1_proteomics,0.8975634059351998,0.33652832099999996
PHF23_proteomics,0.8975634059351998,-0.260007328
ACYP2_proteomics,0.8975634059351998,0.21584154250000004
CBS_proteomics,0.8975634059351998,-0.47306821999999993
TROVE2_proteomics,0.8975634059351998,-0.1759584445
OSTF1_proteomics,0.8975634059351998,0.215395446
OSBP2_proteomics,0.8975634059351998,0.188869001
CMPK1_proteomics,0.8975634059351998,0.340612084
NFKB2_proteomics_1,0.8975634059351998,
DLGAP4_proteomics,0.8975634059351998,-0.1926493685
NFU1_proteomics,0.8975634059351998,0.2886743735
TOR1B_proteomics,0.8975634059351998,0.338964113
POLE3_proteomics,0.8975634059351998,0.4195164370000001
STXBP6_proteomics,0.8975634059351998,0.5117342684999999
TSSC4_proteomics,0.8975634059351998,-0.1646063045
KRT76_proteomics,0.8975634059351998,-0.37231437850000004
CFHR4_proteomics,0.8975634059351998,0.19322234249999998
THEMIS2_proteomics,0.8975634059351998,-0.2578313905
KRT3_proteomics,0.8975634059351998,-0.37419092249999997
FLOT2_proteomics,0.8975634059351998,-0.16899594999999998
CARD16_proteomics,0.8975634059351998,0.374411363
NFKB2_proteomics,0.8975634059351998,-0.2977065
CNP_proteomics,0.8975634059351998,-0.231302573
CA12_proteomics,0.8975634059351998,0.2959242584999999
CTNNBL1_proteomics,0.8975634059351998,-0.23081829999999998
PCYT2_proteomics,0.8975634059351998,0.2261912655
PRKAR2A_proteomics,0.8975634059351998,-0.12585054499999998
EDC3_proteomics,0.8975634059351998,-0.142351399
