Comparison,Correlation_Gbm,Correlation_kidney,Correlation_Ovar,Correlation_Brca,Correlation_Luad,Correlation_hnscc,Correlation_colon,Correlation_Lscc,Pos_Neg,Num_corr
PHLDA1_proteomics,0.8168478152481624,0.25443557318509064,,0.3647974044559096,0.26010991704325576,0.6642710702729873,0.3861042848491417,0.7134204152693155,False,5
GRB2_proteomics,-0.6108891162098071,-0.2174268000660176,-0.1900896757516644,-0.1773788287397987,-0.3024385657756904,-0.532341215310538,0.15095975815868326,-0.1980421818745076,False,3
SOCS2_proteomics,0.5627196030682289,,,,,0.020297085759036958,,0.4726244444703358,False,2
PHLDA3_proteomics,0.5258827854613878,0.4325299757098131,-0.2644806582329193,0.1851237636957071,0.2317888048637517,0.7637844857470779,0.09688304949197514,0.6820335902295296,False,4
WAS_proteomics,-0.5019180366341212,-0.27981387372305405,-0.09041309487565263,0.1534959798405785,-0.3379086881786271,-0.5034268684782973,0.2824011479649168,-0.18278129501446272,False,3
ARHGAP4_proteomics,-0.4989264348229207,-0.09774796984597584,-0.13510880479402726,0.11089845492716197,-0.1972943945119724,-0.4664129768292121,0.1646283257346079,-0.17736349679523442,False,2
NPC2_proteomics,-0.498790591960705,-0.319133468723472,-0.1831929419070709,0.2795993233274339,0.29251983063392983,-0.07305004017430353,0.040840252387118685,-0.018743971385647342,False,2
GPRIN3_proteomics,-0.4978363548048215,-0.14275840934377146,0.09973667319328364,-0.10538296544384793,-0.2408571056392249,-0.5445271846593618,0.13870417350171274,-0.22827429809629424,False,2
EPHB3_proteomics,0.4960189368683785,0.12960495031883484,0.04105419069492696,0.36945002605750177,0.3547889384770181,0.3570800460487121,0.19587924541371154,0.18928262425754105,False,4
STAB1_proteomics,-0.4929776568817793,0.04141480585790412,0.12351160371756767,0.09899339808623014,-0.30056770558688306,-0.3690812190840141,0.08816291265672482,-0.18264365227979606,False,3
CLIP2_proteomics,0.4932799211035536,0.1947265213664974,0.09345042334951452,0.3475684993808784,-0.06570165870096112,0.013982155118016705,-0.020808099810129016,0.10417203322127387,False,2
ARHGAP45_proteomics,-0.4925637699560174,-0.2862066056706469,-0.0580097477380947,0.08695292084627082,-0.2275087684629171,-0.4436198247737188,0.2311866435685125,-0.20937190371014172,False,2
DOCK10_proteomics,-0.4897150736461749,,0.2907060710231179,,,-0.4211909004674405,0.004070059827295726,-0.12303681155976245,False,2
OSTF1_proteomics,-0.4842980609146354,-0.4173499938529385,-0.17883479083933715,0.11505317487982668,-0.2755570745759093,-0.10454518428876132,0.16261714707645614,-0.05748792602674555,False,2
CSK_proteomics,-0.481564725075465,-0.2212702567185352,-0.27622828030755475,0.1698995303390998,-0.36156774738483016,-0.3802600095388597,0.14851140025316256,-0.16387192506080378,False,3
THEMIS2_proteomics,-0.4810653113683931,-0.22792832334899066,-0.09366515680553728,0.2867549232942161,-0.2333173751327809,-0.4010718283582962,0.184132540208686,-0.19382610867803096,False,2
LANCL2_proteomics,0.4787231306558208,0.18821665198267126,0.11098308593919227,0.30098089285215235,0.5888080582787203,0.7967283641326608,0.32078635342762024,0.5758171115708379,False,6
NIPSNAP2_proteomics,0.4788812086777817,-0.03894501020993674,0.04853168433529794,,0.42155672041097736,0.2699553552784687,-0.020335864231242142,0.3692999642549804,False,3
ARHGAP15_proteomics,-0.4748493488654879,-0.2606401235977462,-0.14814963243302592,-0.019800940876507925,-0.31571400968009755,-0.3888292496480555,0.22761358705160964,-0.17714245092953174,False,3
ARMT1_proteomics,-0.4735976201606943,0.11608693547561535,0.09537310923169276,-0.4737404840606695,-0.16252695327784702,-0.1705983179477334,0.19445598778342613,-0.06826383646495125,False,2
BCR_proteomics,0.47380283053930894,-0.18909393835873256,0.23210718931923474,-0.013114961852042648,0.1970146624824551,0.004779761233455564,0.04685481971967576,0.33241166741173844,False,2
ZYG11B_proteomics,0.4738725020249037,0.2438441772342413,-0.07214975551760039,0.14572504374483547,0.4427123003127549,-0.07447486800240778,,-0.2527549622866702,False,2
PLCG2_proteomics,-0.4724528986019063,-0.3170090773489909,-0.015868859124301277,0.2686127470048235,-0.40815336175374417,-0.3789496501144576,0.2079824043182444,-0.24446617693021405,False,4
GGA2_proteomics,-0.4714654913986547,-0.3158460144987256,-0.2465002768431197,-0.4555283468975414,0.22417895690524767,-0.09637420900296263,-0.026906032757782423,-0.2367548894894138,False,3
GMIP_proteomics,-0.4698996531247181,-0.2074382250327763,-0.010928309681694335,0.2355271303811929,-0.07582767395645157,-0.4827415434899717,0.07234963924193899,-0.12811536013703795,False,2
CD4_proteomics,-0.467479032996641,-0.1866297010488222,-0.1596337322338695,0.1564835950338556,-0.0952120324032581,-0.4172324388659395,0.02181586383537014,-0.16973340260391426,False,2
NCKAP1L_proteomics,-0.4671625433058982,-0.198946477498884,-0.2017636012073637,0.08965575182899581,-0.20228722612426908,-0.4107485259871254,0.18507448937041196,-0.2267763252453428,False,2
ARHGAP30_proteomics,-0.4670639849246152,-0.2136205634589736,-0.0361476389772628,0.07678189452263579,-0.2890853981874569,-0.4656505687590924,0.22795816930255144,-0.18705421216643173,False,2
PIK3CD_proteomics,-0.4662648948315302,-0.18865328096460776,-0.2111412746397497,0.09900859126833816,-0.33176003913986385,-0.17986923194070234,,-0.14737289990056074,False,2
LDLRAP1_proteomics,-0.465400890732669,-0.3121391279245416,0.1649222189610523,0.13847804356193785,0.018082186958357185,0.0710655099349286,-0.3075486254228925,0.1220266855019854,False,3
FYB1_proteomics,-0.4650349443921815,-0.23182289517448645,-0.07457828561870374,,-0.2776553814679984,-0.3708165975212031,,-0.17935615655496615,False,2
PARVG_proteomics,-0.4631967506858821,-0.2503044223520849,0.015961639820537027,0.19621380636528504,-0.05700363290752662,-0.32543517894943025,0.13245627116372888,-0.09433298383357197,False,2
DOCK8_proteomics,-0.4629196820492616,-0.2884401744883809,-0.14797913020102116,0.14399946615621936,-0.10923897742808236,-0.4710626597250119,0.226717649208366,-0.2298341361270892,False,2
CTNNB1_proteomics,0.4608358789852845,0.21460044476857096,0.2607217692846888,0.2675313477073756,0.3474829302100987,0.06639839643499595,-0.2496438682503979,0.3761510229755433,False,3
LCP2_proteomics,-0.4608809701320738,-0.2123788840119773,-0.013900338301300335,0.1807950193099675,-0.05797818522859264,-0.3900975548371692,0.11374206467784925,-0.1526626211390459,False,2
ABI3_proteomics,-0.4585684170672143,-0.13491138077289871,-0.1546747559343153,0.14476688706999788,-0.2156243606442443,-0.4401279828463472,0.025187004106532733,-0.2737337244165675,False,2
AIF1_proteomics,-0.458124004543946,-0.3035552725208481,-0.005433889939725239,0.15067546272788493,-0.1668488031046591,-0.32036573043644706,0.02667585707603983,-0.18261681764800414,False,3
PLCB2_proteomics,-0.4539868320636522,-0.2714086987326587,0.00900781271588075,0.18112272101477928,-0.29281540435637554,-0.3957625801954976,0.15521891180769004,-0.14647142239832256,False,2
TRAF3IP3_proteomics,-0.4537069264726966,-0.15934166087433305,-0.15138018723037205,0.13464725496139707,-0.3030530630380918,-0.30440296349242313,,-0.2420977775167479,False,3
CTSL_proteomics,-0.4530784324156623,-0.3129602447108125,-0.13077252037433496,0.2913654666388807,-0.1151375672615632,-0.22490934814678853,0.25386219405855137,-0.016569756426584828,False,2
TBXAS1_proteomics,-0.4517004156979906,-0.12438104202310896,-0.06437080801135861,0.20863748398192145,-0.3573043796713608,-0.3694256012711927,-0.04475520658503955,-0.19105087750370486,False,3
FGD3_proteomics,-0.4505039970948786,-0.3642405132620469,-0.08814975443842879,-0.24162866604548866,-0.2749275677867784,-0.3249135358972597,,-0.09027735857767696,False,3
GAS2_proteomics,-0.4697398983127423,-0.19805587172828293,,,-0.4247031694687673,,,-0.1861395340535799,False,2
FCGR3A_proteomics,-0.44714792640110335,0.016773690599649754,0.23516789419323705,0.2551058431474817,-0.04374963694739577,-0.341007632865645,0.2158084267115475,0.0445737599587856,False,2
MYO10_proteomics,0.4474781939588647,-0.2639205653593605,0.3741184352520944,0.5158009122647153,0.2308964693090361,0.3706030282877606,,0.2924655107421276,False,4
VAV1_proteomics,-0.44714281575333015,-0.2856930653299403,-0.09111221594481014,0.04269889836850184,-0.06320852069689371,-0.43946391089850745,0.2175585999846512,-0.18622896990352328,False,2
RNASET2_proteomics,-0.4446926822173949,0.22104687560969166,0.07269488993559785,-0.22041495615496892,-0.17543420723043754,-0.3148212858831092,-0.09092080627470936,-0.13771000981703496,False,2
CTSS_proteomics,-0.4413047063447187,-0.22814501663561845,-0.1086396063603674,0.25104127479929383,-0.2594522598648686,-0.4785301637263124,0.09866894775591856,-0.2722282921499286,False,2
B3GLCT_proteomics,0.4397362703871937,-0.03944826668609437,0.05507448796795092,0.3188327073755515,0.18567048171728184,0.12934704891166612,-0.1854321652907243,0.17007597281289796,False,2
TFRC_proteomics,0.4387652236476279,0.3148480709301581,0.10959897117028716,0.2582450308346096,0.11624269917827312,0.3265898288225306,-0.09405943636584484,0.18629374458408374,False,3
ARHGDIB_proteomics,-0.4342854740521416,-0.2712034679273321,0.022454957386418308,-0.1367379103135009,-0.1864761231417409,-0.4172130431511783,0.2712565972633739,-0.09626629750396384,False,2
DOK3_proteomics,-0.4331266451370768,-0.18158572285765773,-0.07574705389510702,0.2467304724235917,-0.16904607456633453,-0.3211521121775889,0.29498674718994217,-0.09599889494035302,False,2
SNAPIN_proteomics,-0.4324808050285488,0.0972973154190421,-0.3188043032226928,0.19701809586152785,-0.16155392013256406,0.05212503489136232,-0.2009438717204932,-0.11810052846651745,False,2
WDFY4_proteomics,-0.4312759004135461,-0.27234973944955376,-0.19125245531251334,0.12840685595489024,-0.32135192591957873,-0.3763887693856817,,-0.17640214243014798,False,3
MYO1F_proteomics,-0.4307765840534468,-0.2186674481310248,0.0720388411757978,0.17076581455298753,-0.24261999490823344,-0.375708563229194,0.27006442588815177,-0.0508962001431625,False,2
DOCK2_proteomics,-0.42884069263366176,-0.2937557130997037,-0.14752012977490447,0.1035011950371491,-0.2917019737883516,-0.4400847028736206,0.18956286869824496,-0.23169910891067874,False,2
PGM1_proteomics,0.4282548716357236,0.3007905203364999,0.4125612741165637,0.3484970962062566,0.15260576265596135,-0.06103836970405702,0.3344864599829705,0.0008915211221967416,False,5
PTPRC_proteomics,-0.42495788600673146,-0.15172001933444831,-0.08658926697784125,0.203655616514928,-0.25600680133956416,-0.4023965480766871,0.19123172442034408,-0.14728428667801047,False,2
HGF_proteomics,-0.4438754601660816,-0.2279873822761388,,-0.0398289217332282,-0.4076931163179989,,,-0.2342127431496304,False,2
CPNE2_proteomics,0.4248405049107025,0.03243184430713593,0.08696929389964271,0.4723247240200951,0.25683112394970176,0.2339253961304285,0.15497223170993604,0.15551382401426145,False,2
PTPN18_proteomics,-0.4238355954905362,-0.15616610745966822,0.11152459000967213,-0.0013938689428074221,-0.17454361963266218,-0.4258698642603373,0.2370603508873773,-0.2446146219384204,False,2
WIPF1_proteomics,-0.4238181973608884,-0.402723067084872,-0.10878592060838073,0.23230424680781514,-0.2875829935780019,-0.4332703408113532,0.2706489138157962,-0.1459597965916019,False,3
BTK_proteomics,-0.4233800315892208,,-0.20139463696111976,0.14798199088460712,-0.2780027066666871,-0.4548727098159328,0.06983776930184295,-0.20814658452179646,False,2
GIMAP1-GIMAP5_proteomics,-0.4226368649588044,0.02436421180271907,0.010116354291061528,0.11107722337173724,-0.26666447246282776,-0.4496828072402679,0.011325579445790795,-0.2305232106356527,False,2
DPYD_proteomics,-0.4222140537304998,-0.332345817166089,0.0687133305901901,0.2744573240178381,0.12944582336376725,0.06947825962658727,0.24433313155747424,0.06887795192023465,False,2
GIMAP4_proteomics,-0.4212923279613036,0.10921181831824443,-0.017579012963506658,-0.011647382892563798,-0.2898649042485531,-0.3986168265735719,0.14534633803806854,-0.2519653080702036,False,2
PTER_proteomics,-0.4203613592944818,0.1990921118265664,0.15303852049795896,-0.21844405497533173,-0.2542048058539014,-0.30674012653466104,-0.018758467422486533,-0.13833228115834384,False,2
FGL2_proteomics,-0.4183446680806845,-0.0910900328163866,0.0714416272388131,-0.10444014345134052,-0.20608277360900346,-0.4335338962802843,0.03708557065024352,-0.21111343348624195,False,2
HCLS1_proteomics,-0.4171020146537781,-0.2956994607880249,-0.12132827465326967,0.09440599124601552,-0.1765014323601577,-0.4407619945821126,0.1892782759909796,-0.11205496709432587,False,2
EVI2B_proteomics,-0.4174054665566349,-0.33802458466304397,-0.08951838071825237,0.2468079750381217,-0.2627669804992079,-0.3359740579087178,0.2268574809786961,-0.12529136335623406,False,3
BLOC1S5_proteomics,-0.4163216726122936,0.1724772539226314,0.08596651918417618,0.02300343652855854,-0.1898004256158305,-0.4299276903252824,-0.11375559415393875,-0.26441243780183243,False,2
HMGA1_proteomics,-0.4154867251670677,-0.30870831448084,-0.02861720927167574,-0.07391691806709261,-0.046297615033272815,-0.033769588892175614,-0.07870118035581936,0.002789657319409097,False,2
TRMT1L_proteomics,-0.4149458098301448,-0.005612119082750611,-0.2538572589758488,-0.3363758555388784,0.02551780283441013,0.08544566453102084,-0.3883018884350328,-0.032615719281679896,False,3
CTSA_proteomics,-0.4145160484365489,-0.338514183328769,-0.05971842028102596,0.061051978640910165,0.04939081147302663,-0.20650235848767656,-0.1808249111011596,-0.12308689386028128,False,2
IRF5_proteomics,-0.4331115903040691,,0.19831575182841749,0.0619536416082909,-0.14665697790409532,-0.4699488782845669,,0.020400127709187303,False,2
DEF6_proteomics,-0.4148077668451957,-0.2686013726286775,0.1168413224196896,-0.015619221441971212,-0.2946458855132201,-0.3215243772737957,0.18940806239410712,-0.08726550648200407,False,2
ITGAL_proteomics,-0.41264408258515983,-0.20289477173890424,0.009113940421888664,0.14927884404550734,-0.24823122735490266,-0.4438449068890873,0.19403571847560971,-0.2045897320050941,False,2
WIPF3_proteomics,0.4120990789075213,-0.032062052904417535,0.3158166239991071,0.370668589655942,,-0.2018077666885454,,,False,3
ENTPD1_proteomics,-0.4109100759710935,0.07894234130010032,-0.13540075886640793,0.1642892165666988,-0.2588844104166985,-0.3519900752473725,0.08903139113067654,-0.1722151830476694,False,2
FBP1_proteomics,-0.41041375252678935,-0.3710154638825103,0.1991973001175883,-0.34962284124295473,-0.11404817467487448,-0.19008343450380627,0.12346356771776973,-0.094412930735583,False,3
FBXO17_proteomics,0.4104407031390381,0.3591625850772946,-0.1514922049365781,,,,,,False,2
LPXN_proteomics,-0.4096993086044339,,-0.16804605357658228,0.2461485776372682,-0.16315065093413728,-0.37065608620013335,0.03353575435024673,-0.21913203415110724,False,2
GLB1_proteomics,-0.4085894131018872,-0.34395390313878,-0.05194801915272836,0.06544293035953791,0.07493671104667314,-0.06886903061923264,-0.07019395339168732,-0.014442803397257209,False,2
CARD11_proteomics,-0.40816321074792977,-0.032957588573851615,0.009624869697282363,0.09818912008888507,0.06252611765315587,-0.4048202958078945,,-0.05835073320001264,False,2
INPP5D_proteomics,-0.4081806069217912,-0.27189082418464383,-0.13470424572768944,0.08033013845973933,-0.2719333361211945,-0.4400583857621493,-0.16872570161251305,-0.2366967264438353,False,2
DDR1_proteomics,0.40830140973003015,0.058209014116861225,0.15806792075444248,-0.17733495847291314,0.2220477527631659,0.2686670916935848,0.08150166615301475,0.4203667087253302,False,2
